Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
506,Qwen2.5-VL-3B,,701.12,144.21,845.33,0.860,123,3,126,0,10,295,What is the number of grass areas?,4.99,5.36,11.70,58.9,9.35,0.0761,3.1182,0.0742,5670,1937,519,126,0.0038,0,0.000,0
507,Qwen2.5-VL-3B,,699.48,73.12,772.60,0.788,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,5.07,5.36,11.91,58.6,8.33,0.0683,4.1652,0.0672,5670,1937,519,38,0.0012,0,0.000,0
508,Qwen2.5-VL-3B,,699.72,73.07,772.79,0.788,121,2,123,1,Yes,yes,Is a commercial building present?,5.20,5.44,11.98,58.7,8.39,0.0693,4.1946,0.0682,5670,1937,519,36,0.0011,0,0.000,0
509,Qwen2.5-VL-3B,,699.36,144.00,843.36,0.858,122,3,125,0,10,48,How many medium forests are there?,5.27,5.52,12.05,58.7,9.64,0.0790,3.2134,0.0771,5670,1937,519,125,0.0038,0,0.000,0
510,Qwen2.5-VL-3B,,700.78,73.12,773.90,0.789,120,2,122,1,Yes,yes,Is a building present?,5.10,5.44,11.97,58.8,8.37,0.0697,4.1848,0.0686,5672,1935,519,36,0.0011,0,0.000,0
511,Qwen2.5-VL-3B,,700.48,72.77,773.25,0.788,123,2,125,0,3,40,What is the number of water areas?,5.19,5.44,12.03,58.8,8.42,0.0685,4.2115,0.0674,5672,1935,519,38,0.0012,0,0.000,0
512,Qwen2.5-VL-3B,,700.75,72.85,773.60,0.789,124,2,126,0,Yes,no,Are there more water areas than commercial buildings?,5.20,5.44,12.07,58.7,8.45,0.0682,4.2260,0.0671,5672,1935,519,39,0.0012,0,0.000,0
513,Qwen2.5-VL-3B,,699.61,279.58,979.19,0.994,121,5,126,0,1000,178,How many forests are there?,5.25,5.48,12.10,58.7,10.89,0.0900,2.1790,0.0865,5672,1935,519,128,0.0039,0,0.000,0
514,Qwen2.5-VL-3B,,700.15,211.82,911.97,0.927,123,4,127,0,100,4,What is the amount of scrubs?,5.29,5.52,12.25,58.8,11.01,0.0895,2.7532,0.0867,5672,1935,519,128,0.0039,0,0.000,0
515,Qwen2.5-VL-3B,,700.31,279.83,980.14,0.995,123,5,128,0,1000,38,How many farmlands are there?,5.02,5.40,11.75,58.7,10.57,0.0860,2.1145,0.0826,5672,1935,519,130,0.0040,0,0.000,0
516,Qwen2.5-VL-3B,,701.20,144.07,845.28,0.860,124,3,127,0,10,50,What is the number of rectangular grass areas?,5.26,5.52,12.16,58.7,9.74,0.0785,3.2451,0.0767,5672,1935,519,127,0.0039,0,0.000,0
517,Qwen2.5-VL-3B,,699.71,212.25,911.96,0.927,124,4,128,0,100,91,What is the amount of medium grass areas?,5.22,5.52,11.98,58.7,10.76,0.0868,2.6897,0.0841,5672,1935,519,129,0.0039,0,0.000,0
518,Qwen2.5-VL-3B,,700.19,73.15,773.34,0.788,124,2,126,0,2,8,What is the number of large water areas?,4.86,5.12,11.61,58.6,8.13,0.0656,4.0672,0.0646,5672,1935,519,41,0.0013,0,0.000,0
519,Qwen2.5-VL-3B,,699.65,72.72,772.37,0.788,121,2,123,1,Yes,yes,Is a small road present?,5.17,5.40,11.90,58.8,8.33,0.0688,4.1653,0.0677,5672,1935,519,36,0.0011,0,0.000,0
520,Qwen2.5-VL-3B,,699.76,72.76,772.52,0.788,120,2,122,1,Yes,yes,Is there a road?,5.22,5.48,11.98,59.0,8.38,0.0699,4.1914,0.0687,5672,1935,519,35,0.0011,0,0.000,0
521,Qwen2.5-VL-3B,,698.55,72.65,771.21,0.786,121,2,123,1,Yes,yes,Is there a water area?,5.22,5.52,12.01,58.7,8.41,0.0695,4.2054,0.0684,5672,1935,519,36,0.0011,0,0.000,0
522,Qwen2.5-VL-3B,,713.10,73.22,786.32,0.801,130,2,132,1,No,no,Is the number of farmlands equal to the number of water areas?,5.22,5.52,11.99,58.7,8.40,0.0646,4.1976,0.0636,5672,1935,519,131,0.0040,0,0.000,0
523,Qwen2.5-VL-3B,,700.68,73.06,773.74,0.789,123,2,125,1,Yes,yes,Are there more buildings than parkings?,5.21,5.52,12.01,58.8,8.41,0.0683,4.2027,0.0672,5672,1935,519,38,0.0012,0,0.000,0
524,Qwen2.5-VL-3B,,700.25,211.89,912.15,0.927,121,4,125,0,100,6998,How many buildings are there?,5.28,5.48,12.06,58.8,10.85,0.0896,2.7117,0.0868,5672,1935,519,126,0.0038,0,0.000,0
525,Qwen2.5-VL-3B,,712.87,73.23,786.11,0.800,128,2,130,0,Yes,no,Is there a large road on the left of a  road?,4.86,5.16,11.61,58.7,8.15,0.0637,4.0749,0.0627,5672,1935,519,129,0.0039,0,0.000,0
526,Qwen2.5-VL-3B,,699.43,73.23,772.66,0.788,123,2,125,0,Yes,no,Are there more water areas than buildings?,5.18,5.40,12.00,58.8,8.41,0.0683,4.2035,0.0673,5672,1935,519,38,0.0012,0,0.000,0
527,Qwen2.5-VL-3B,,700.66,73.28,773.94,0.789,122,2,124,1,Yes,yes,Is a large commercial building present?,5.21,5.48,12.05,58.7,8.43,0.0691,4.2152,0.0680,5672,1935,519,37,0.0011,0,0.000,0
528,Qwen2.5-VL-3B,,713.25,73.50,786.75,0.802,129,2,131,1,No,no,Is the number of residential buildings equal to the number of village greens?,5.22,5.48,12.03,59.0,9.64,0.0747,4.8180,0.0736,5672,1935,519,130,0.0040,0,0.000,0
529,Qwen2.5-VL-3B,,700.27,73.09,773.36,0.789,123,2,125,1,Yes,yes,Are there less water areas than buildings?,4.87,5.44,11.44,58.7,7.97,0.0648,3.9862,0.0638,5672,1935,519,38,0.0012,0,0.000,0
530,Qwen2.5-VL-3B,,700.19,72.64,772.84,0.788,123,2,125,0,Yes,no,Are there less buildings than grass areas?,5.16,5.40,11.92,58.8,8.35,0.0678,4.1727,0.0668,5672,1935,519,38,0.0012,0,0.000,0
531,Qwen2.5-VL-3B,,700.04,72.70,772.74,0.788,124,2,126,0,Yes,no,Are there more square water areas than roads?,5.23,5.48,11.99,58.8,8.39,0.0677,4.1968,0.0666,5672,1935,519,39,0.0012,0,0.000,0
532,Qwen2.5-VL-3B,,700.18,72.69,772.87,0.788,122,2,124,1,Yes,yes,Is a square grass area present?,5.18,5.36,12.04,58.7,8.44,0.0691,4.2175,0.0680,5672,1935,519,37,0.0011,0,0.000,0
533,Qwen2.5-VL-3B,,772.94,73.21,846.15,0.861,129,2,131,1,No,no,Is the number of large buildings equal to the number of cemeterys?,5.03,5.48,11.73,58.6,9.36,0.0725,4.6793,0.0714,5672,1935,519,130,0.0040,0,0.000,0
534,Qwen2.5-VL-3B,,701.10,281.35,982.45,0.996,123,5,128,0,1000,5,How many large commercial buildings are there?,5.19,5.44,11.88,59.0,10.69,0.0869,2.1371,0.0835,5672,1935,519,130,0.0040,0,0.000,0
535,Qwen2.5-VL-3B,,700.34,73.01,773.35,0.788,122,2,124,1,Yes,yes,Are there more roads than forests?,5.21,5.32,12.16,58.8,8.52,0.0699,4.2619,0.0687,5672,1935,519,40,0.0012,0,0.000,0
536,Qwen2.5-VL-3B,,699.73,72.66,772.39,0.787,120,2,122,1,Yes,yes,Is there a forest?,5.23,5.52,12.03,58.8,8.42,0.0702,4.2113,0.0690,5672,1935,519,35,0.0011,0,0.000,0
537,Qwen2.5-VL-3B,,712.73,72.72,785.45,0.800,127,2,129,0,Yes,no,Are there less residential buildings than grass areas in the image?,5.23,5.48,12.00,58.8,8.41,0.0662,4.2028,0.0652,5672,1935,519,128,0.0039,0,0.000,0
538,Qwen2.5-VL-3B,,699.07,72.63,771.70,0.787,122,2,124,1,Yes,yes,Is there a medium commercial building?,5.22,5.52,12.09,58.6,8.47,0.0694,4.2350,0.0683,5672,1935,519,37,0.0011,0,0.000,0
539,Qwen2.5-VL-3B,,701.25,73.06,774.31,0.790,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,5.24,5.52,12.07,58.8,8.46,0.0688,4.2285,0.0677,5672,1935,519,38,0.0012,0,0.000,0
540,Qwen2.5-VL-3B,,701.05,211.52,912.57,0.927,124,4,128,0,100,23,What is the number of medium residential buildings?,5.29,5.52,12.07,59.0,10.86,0.0876,2.7141,0.0848,5672,1935,519,129,0.0039,0,0.000,0
541,Qwen2.5-VL-3B,,699.10,72.71,771.80,0.787,120,2,122,1,Yes,yes,Is there a parking?,4.91,5.12,11.66,58.8,8.17,0.0681,4.0848,0.0670,5672,1935,519,37,0.0011,0,0.000,0
542,Qwen2.5-VL-3B,,699.61,72.59,772.20,0.786,122,2,124,1,Yes,yes,Is a small commercial building present?,5.19,5.40,11.97,59.0,8.38,0.0687,4.1915,0.0676,5672,1935,519,37,0.0011,0,0.000,0
543,Qwen2.5-VL-3B,,698.19,72.62,770.80,0.786,121,2,123,1,Yes,yes,Is a farmland present?,5.22,5.48,12.01,58.8,8.40,0.0695,4.2022,0.0683,5667,1940,519,36,0.0011,0,0.000,0
544,Qwen2.5-VL-3B,,699.75,73.05,772.81,0.788,124,2,126,0,No,yes,Is a rectangular building present in the image?,5.22,5.52,12.03,58.9,8.42,0.0679,4.2124,0.0669,5668,1939,519,39,0.0012,0,0.000,0
545,Qwen2.5-VL-3B,,698.52,72.64,771.16,0.785,121,2,123,1,Yes,yes,Is there a grass area?,5.20,5.36,12.00,58.7,8.41,0.0695,4.2069,0.0684,5669,1938,519,36,0.0011,0,0.000,0
546,Qwen2.5-VL-3B,,700.19,72.51,772.70,0.788,123,2,125,0,Yes,no,Are there more water areas than roads?,5.22,5.48,12.00,58.8,8.40,0.0683,4.2004,0.0672,5669,1938,519,38,0.0012,0,0.000,0
547,Qwen2.5-VL-3B,,698.88,72.85,771.73,0.787,122,2,124,1,Yes,yes,Are there more buildings than forests?,5.23,5.48,12.04,58.8,8.43,0.0691,4.2142,0.0680,5669,1938,519,37,0.0011,0,0.000,0
548,Qwen2.5-VL-3B,,699.55,72.78,772.33,0.787,124,2,126,1,Yes,yes,Are there more commercial buildings than water areas?,5.17,5.32,12.02,58.8,8.42,0.0679,4.2096,0.0668,5675,1932,519,39,0.0012,0,0.000,0
549,Qwen2.5-VL-3B,,699.45,72.77,772.22,0.787,121,2,123,0,No,yes,Is a large forest present?,5.21,5.48,11.98,58.9,8.39,0.0693,4.1932,0.0682,5675,1932,519,36,0.0011,0,0.000,0
550,Qwen2.5-VL-3B,,712.58,72.92,785.50,0.801,129,2,131,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,5.22,5.48,12.00,58.9,8.40,0.0651,4.1992,0.0641,5675,1932,519,130,0.0040,0,0.000,0
551,Qwen2.5-VL-3B,,700.43,72.66,773.09,0.788,122,2,124,0,2,0,How many large roads are there?,5.22,5.52,12.03,58.8,8.42,0.0691,4.2122,0.0679,5675,1932,519,37,0.0011,0,0.000,0
552,Qwen2.5-VL-3B,,712.93,73.29,786.22,0.801,129,2,131,1,No,no,Is the number of roads equal to the number of square grass areas?,5.22,5.52,12.02,58.7,8.42,0.0653,4.2107,0.0643,5676,1931,519,130,0.0040,0,0.000,0
553,Qwen2.5-VL-3B,,700.15,73.11,773.26,0.788,121,2,123,1,Yes,yes,Is a square building present?,5.23,5.52,11.97,58.7,8.38,0.0693,4.1906,0.0681,5676,1931,519,36,0.0011,0,0.000,0
554,Qwen2.5-VL-3B,,699.76,73.09,772.85,0.788,122,2,124,1,Yes,yes,Is a small grass area present?,5.23,5.48,12.04,59.0,8.42,0.0690,4.2114,0.0679,5676,1931,519,37,0.0011,0,0.000,0
555,Qwen2.5-VL-3B,,700.60,73.52,774.12,0.789,124,2,126,0,Yes,no,Are there more water areas than residential buildings?,5.21,5.48,12.02,58.8,8.42,0.0679,4.2103,0.0668,5676,1931,519,39,0.0012,0,0.000,0
556,Qwen2.5-VL-3B,,699.74,73.07,772.81,0.788,121,2,123,0,Yes,no,Is a rectangular road present?,5.21,5.48,12.01,58.8,8.41,0.0695,4.2055,0.0684,5670,1937,519,36,0.0011,0,0.000,0
557,Qwen2.5-VL-3B,,701.70,73.27,774.97,0.790,124,2,126,0,Yes,no,Are there less roads than square grass areas?,5.24,5.52,11.98,59.0,8.39,0.0676,4.1932,0.0666,5671,1936,519,39,0.0012,0,0.000,0
558,Qwen2.5-VL-3B,,700.70,213.04,913.74,0.929,123,4,127,0,100,0,What is the number of square roads?,5.24,5.52,12.10,58.8,10.88,0.0885,2.7212,0.0857,5671,1936,519,128,0.0039,0,0.000,0
559,Qwen2.5-VL-3B,,699.08,211.87,910.95,0.926,124,4,128,0,100,0,What is the number of square commercial buildings?,5.02,5.48,11.81,59.0,10.59,0.0854,2.6465,0.0827,5672,1935,519,129,0.0039,0,0.000,0
560,Qwen2.5-VL-3B,,714.53,73.23,787.75,0.803,131,2,133,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,4.96,5.36,11.71,58.8,9.36,0.0715,4.6820,0.0704,5672,1935,519,132,0.0040,0,0.000,0
561,Qwen2.5-VL-3B,,700.32,144.92,845.25,0.860,123,3,126,0,10,4,What is the number of sports centres?,4.80,5.36,11.47,59.0,9.19,0.0747,3.0631,0.0729,5672,1935,519,126,0.0038,0,0.000,0
562,Qwen2.5-VL-3B,,700.45,73.31,773.75,0.788,121,2,123,1,Yes,yes,Is a rectangular forest present?,5.05,5.32,11.84,58.7,8.28,0.0684,4.1391,0.0673,5672,1935,519,37,0.0011,0,0.000,0
563,Qwen2.5-VL-3B,,712.55,73.39,785.94,0.801,126,2,128,1,Yes,yes,Are there more buildings than water areas in the image?,5.17,5.40,11.99,58.8,8.41,0.0667,4.2033,0.0657,5672,1935,519,127,0.0039,0,0.000,0
564,Qwen2.5-VL-3B,,700.10,73.11,773.21,0.788,124,2,126,1,Yes,yes,Are there more water areas than medium buildings?,5.19,5.44,12.06,58.5,8.44,0.0681,4.2223,0.0670,5672,1935,519,39,0.0012,0,0.000,0
565,Qwen2.5-VL-3B,,700.71,72.71,773.42,0.788,122,2,124,0,Yes,no,Is a circular commercial building present?,5.21,5.32,12.05,58.9,8.45,0.0692,4.2226,0.0681,5672,1935,519,37,0.0011,0,0.000,0
566,Qwen2.5-VL-3B,,699.57,72.65,772.21,0.787,122,2,124,1,Yes,yes,Is there a rectangular residential building?,5.22,5.48,11.99,58.6,8.39,0.0688,4.1957,0.0677,5672,1935,519,37,0.0011,0,0.000,0
567,Qwen2.5-VL-3B,,700.16,72.84,773.00,0.788,123,2,125,1,Yes,yes,Are there more forests than commercial buildings?,5.26,5.52,12.05,58.8,8.43,0.0686,4.2172,0.0675,5672,1935,519,38,0.0012,0,0.000,0
568,Qwen2.5-VL-3B,,713.65,73.22,786.87,0.802,130,2,132,1,No,no,Is the number of medium cemeterys equal to the number of water areas?,5.25,5.52,12.03,58.8,9.63,0.0741,4.8146,0.0729,5672,1935,519,131,0.0040,0,0.000,0
569,Qwen2.5-VL-3B,,701.40,73.08,774.49,0.790,125,2,127,1,Yes,yes,Is there a large grass area in the image?,4.82,5.20,11.43,58.7,7.97,0.0638,3.9856,0.0628,5673,1934,519,40,0.0012,0,0.000,0
570,Qwen2.5-VL-3B,,699.88,73.03,772.90,0.788,120,2,122,1,Yes,yes,Is a pitch present?,5.16,5.44,11.92,58.9,8.34,0.0695,4.1719,0.0684,5673,1934,519,35,0.0011,0,0.000,0
571,Qwen2.5-VL-3B,,712.74,72.90,785.64,0.801,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,5.18,5.44,12.03,58.7,8.44,0.0659,4.2182,0.0649,5673,1934,519,129,0.0039,0,0.000,0
572,Qwen2.5-VL-3B,,701.00,144.14,845.14,0.859,123,3,126,0,10,29,How many small water areas are there?,5.26,5.52,12.06,59.0,9.66,0.0785,3.2184,0.0766,5673,1934,519,126,0.0038,0,0.000,0
573,Qwen2.5-VL-3B,,712.35,72.94,785.29,0.800,128,2,130,0,Yes,no,Is the number of water areas equal to the number of roads?,5.14,5.48,11.96,58.8,8.37,0.0654,4.1834,0.0644,5673,1934,519,129,0.0039,0,0.000,0
574,Qwen2.5-VL-3B,,701.01,73.04,774.05,0.789,124,2,126,0,Yes,no,Are there less commercial buildings than water areas?,5.23,5.48,12.01,58.8,8.41,0.0678,4.2039,0.0667,5673,1934,519,39,0.0012,0,0.000,0
575,Qwen2.5-VL-3B,,699.55,72.66,772.21,0.787,121,2,123,0,Yes,no,Is a large road present?,5.20,5.40,11.99,58.7,8.40,0.0694,4.2015,0.0683,5673,1934,519,36,0.0011,0,0.000,0
576,Qwen2.5-VL-3B,,712.34,72.89,785.23,0.800,130,2,132,1,No,no,Is the number of square commercial buildings equal to the number of residential buildings?,5.22,5.52,12.04,59.0,8.44,0.0649,4.2184,0.0639,5673,1934,519,131,0.0040,0,0.000,0
577,Qwen2.5-VL-3B,,700.57,72.73,773.30,0.788,129,2,131,1,No,no,Is the number of medium forests equal to the number of residential buildings?,5.24,5.52,12.01,58.7,8.41,0.0652,4.2051,0.0642,5673,1934,519,44,0.0013,0,0.000,0
578,Qwen2.5-VL-3B,,701.29,73.09,774.38,0.789,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,5.22,5.52,12.00,58.9,8.40,0.0678,4.2015,0.0667,5673,1934,519,39,0.0012,0,0.000,0
579,Qwen2.5-VL-3B,,700.83,281.35,982.18,0.997,123,5,128,0,1000,27,What is the number of parkings?,5.27,5.52,12.05,58.8,10.84,0.0882,2.1688,0.0847,5673,1934,519,130,0.0040,0,0.000,0
580,Qwen2.5-VL-3B,,700.34,72.78,773.12,0.788,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,5.23,5.48,12.19,58.7,8.53,0.0693,4.2650,0.0682,5673,1934,519,41,0.0013,0,0.000,0
581,Qwen2.5-VL-3B,,700.52,279.59,980.12,0.995,124,5,129,0,1000,1,What is the amount of large residential buildings?,5.28,5.48,12.07,58.9,10.86,0.0876,2.1728,0.0842,5673,1934,519,131,0.0040,0,0.000,0
582,Qwen2.5-VL-3B,,711.82,72.87,784.69,0.800,126,2,128,0,Yes,no,Are there more square water areas than medium residential buildings?,5.23,5.36,12.18,58.8,8.55,0.0679,4.2768,0.0668,5673,1934,519,44,0.0013,0,0.000,0
583,Qwen2.5-VL-3B,,729.08,72.98,802.06,0.817,135,2,137,1,No,no,Is the number of commercial buildings at the bottom of a  parking equal to the number of forests?,5.24,5.52,12.07,58.9,9.65,0.0715,4.8267,0.0705,5673,1934,519,136,0.0042,0,0.000,0
584,Qwen2.5-VL-3B,,712.22,73.97,786.19,0.801,132,2,134,1,No,no,Is the number of commercial buildings equal to the number of water areas in the image?,4.93,5.32,11.60,58.8,8.12,0.0615,4.0615,0.0606,5673,1934,519,133,0.0041,0,0.000,0
585,Qwen2.5-VL-3B,,700.95,144.92,845.87,0.861,123,3,126,0,10,0,What is the amount of circular forests?,5.18,5.48,11.99,58.7,9.59,0.0780,3.1980,0.0761,5673,1934,519,126,0.0038,0,0.000,0
586,Qwen2.5-VL-3B,,735.12,73.22,808.33,0.823,120,2,122,1,Yes,yes,Is there a playground?,5.04,5.48,11.77,58.7,9.39,0.0783,4.6953,0.0770,5673,1934,519,36,0.0011,0,0.000,0
587,Qwen2.5-VL-3B,,699.93,73.34,773.26,0.788,121,2,123,0,No,yes,Is a circular building present?,4.90,5.32,11.53,58.8,8.06,0.0666,4.0289,0.0655,5677,1930,519,36,0.0011,0,0.000,0
588,Qwen2.5-VL-3B,,701.50,73.22,774.71,0.790,124,2,126,0,Yes,no,Are there more grass areas than residential buildings?,5.13,5.36,12.01,58.9,8.41,0.0678,4.2059,0.0668,5677,1930,519,39,0.0012,0,0.000,0
589,Qwen2.5-VL-3B,,699.83,73.15,772.98,0.788,123,2,125,0,Yes,no,Are there more square roads than buildings?,5.21,5.48,12.05,58.9,8.44,0.0686,4.2195,0.0675,5677,1930,519,38,0.0012,0,0.000,0
590,Qwen2.5-VL-3B,,700.08,73.08,773.16,0.788,121,2,123,0,Yes,no,Is a medium road present?,5.21,5.48,12.05,58.8,8.44,0.0697,4.2184,0.0686,5677,1930,519,36,0.0011,0,0.000,0
591,Qwen2.5-VL-3B,,711.89,73.55,785.44,0.800,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,5.20,5.48,11.98,58.7,8.40,0.0661,4.2005,0.0651,5677,1930,519,128,0.0039,0,0.000,0
592,Qwen2.5-VL-3B,,700.65,73.09,773.74,0.789,125,2,127,0,Yes,no,Are there more commercial buildings than rectangular grass areas?,5.22,5.44,12.01,58.9,8.42,0.0673,4.2085,0.0663,5677,1930,519,40,0.0012,0,0.000,0
593,Qwen2.5-VL-3B,,700.43,213.12,913.55,0.928,123,4,127,0,100,0,What is the amount of medium roads?,5.26,5.52,12.08,59.1,10.87,0.0884,2.7180,0.0856,5677,1930,519,128,0.0039,0,0.000,0
594,Qwen2.5-VL-3B,,713.64,73.28,786.92,0.802,129,2,131,1,No,no,Is the number of water areas equal to the number of commercial buildings?,4.98,5.36,11.76,58.9,9.40,0.0729,4.7009,0.0718,5677,1930,519,130,0.0040,0,0.000,0
595,Qwen2.5-VL-3B,,700.70,73.00,773.70,0.789,124,2,126,0,Yes,no,Is there a circular road in the image?,4.70,5.08,11.36,58.5,7.96,0.0642,3.9824,0.0632,5677,1930,519,39,0.0012,0,0.000,0
596,Qwen2.5-VL-3B,,700.75,73.08,773.82,0.789,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,5.14,5.36,11.86,58.8,8.31,0.0675,4.1534,0.0665,5677,1930,519,38,0.0012,0,0.000,0
597,Qwen2.5-VL-3B,,700.34,72.78,773.11,0.788,122,2,124,0,3,0,How many circular roads are there?,5.22,5.48,11.98,59.0,8.39,0.0687,4.1927,0.0676,5677,1930,519,37,0.0011,0,0.000,0
598,Qwen2.5-VL-3B,,701.04,72.83,773.88,0.789,125,2,127,1,Yes,yes,Are there less medium water areas than commercial buildings?,5.22,5.52,12.03,58.8,8.43,0.0674,4.2133,0.0664,5677,1930,519,40,0.0012,0,0.000,0
599,Qwen2.5-VL-3B,,699.73,72.71,772.44,0.788,122,2,124,1,Yes,yes,Is there a square water area?,5.24,5.52,12.02,59.0,8.42,0.0690,4.2115,0.0679,5677,1930,519,37,0.0011,0,0.000,0
600,Qwen2.5-VL-3B,,700.01,143.97,843.98,0.865,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.24,5.52,12.02,58.8,9.61,0.0775,3.2031,0.0757,5677,1930,519,127,0.0039,0,0.000,0
601,Qwen2.5-VL-3B,,699.94,73.16,773.10,0.787,120,2,122,1,Yes,yes,Is there a forest?,5.08,5.32,11.97,58.6,8.38,0.0698,4.1901,0.0687,5677,1930,519,36,0.0011,0,0.000,0
602,Qwen2.5-VL-3B,,699.80,73.08,772.89,0.787,121,2,123,0,0,21,How many buildings are there?,5.19,5.44,12.02,59.0,8.42,0.0696,4.2094,0.0684,5677,1930,519,36,0.0011,0,0.000,0
603,Qwen2.5-VL-3B,,700.78,279.59,980.37,0.994,122,5,127,0,1000,170,What is the number of forests?,5.29,5.52,12.07,58.9,10.85,0.0890,2.1709,0.0855,5677,1930,519,129,0.0039,0,0.000,0
604,Qwen2.5-VL-3B,,699.86,72.78,772.64,0.787,123,2,125,1,0,0,What is the amount of large roads?,5.23,5.52,12.22,59.0,8.55,0.0696,4.2774,0.0684,5677,1930,519,41,0.0013,0,0.000,0
605,Qwen2.5-VL-3B,,699.56,72.71,772.27,0.787,121,2,123,1,Yes,yes,Is a grass area present?,5.25,5.52,12.06,58.8,8.45,0.0698,4.2252,0.0687,5677,1930,519,36,0.0011,0,0.000,0
606,Qwen2.5-VL-3B,,700.12,213.15,913.27,0.928,123,4,127,0,100,15,What is the number of residential buildings?,5.29,5.52,12.12,58.8,10.90,0.0886,2.7255,0.0858,5677,1930,519,128,0.0039,0,0.000,0
607,Qwen2.5-VL-3B,,700.47,73.12,773.58,0.788,121,2,123,1,Yes,yes,Is a water area present?,4.92,5.12,11.71,58.5,8.20,0.0678,4.1018,0.0667,5677,1930,519,38,0.0012,0,0.000,0
608,Qwen2.5-VL-3B,,700.91,73.08,773.99,0.788,123,2,125,0,1,23,What is the number of water areas?,5.16,5.40,11.98,58.7,8.39,0.0682,4.1955,0.0671,5677,1930,519,38,0.0012,0,0.000,0
609,Qwen2.5-VL-3B,,699.53,72.74,772.27,0.786,120,2,122,0,No,yes,Is there a road?,5.22,5.48,11.96,58.9,8.37,0.0698,4.1866,0.0686,5677,1930,519,35,0.0011,0,0.000,0
610,Qwen2.5-VL-3B,,700.39,72.69,773.09,0.787,124,2,126,1,Yes,yes,Are there less commercial buildings than water areas?,5.25,5.52,12.07,58.9,8.45,0.0681,4.2244,0.0671,5677,1930,519,39,0.0012,0,0.000,0
611,Qwen2.5-VL-3B,,700.37,144.79,845.16,0.859,122,3,125,0,10,182,What is the number of roads?,5.29,5.52,12.12,58.8,9.70,0.0795,3.2335,0.0776,5677,1930,519,125,0.0038,0,0.000,0
612,Qwen2.5-VL-3B,,700.42,73.09,773.51,0.787,122,2,124,0,No,yes,Is a rectangular commercial building present?,5.15,5.52,11.94,58.7,8.35,0.0684,4.1730,0.0673,5677,1930,519,38,0.0012,0,0.000,0
613,Qwen2.5-VL-3B,,700.29,72.68,772.97,0.787,122,2,124,0,Yes,no,Are there more buildings than forests?,5.18,5.44,12.01,58.6,8.42,0.0690,4.2075,0.0679,5677,1930,519,37,0.0011,0,0.000,0
614,Qwen2.5-VL-3B,,712.63,72.90,785.53,0.799,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,5.24,5.48,12.01,59.0,8.42,0.0658,4.2100,0.0648,5677,1930,519,129,0.0039,0,0.000,0
615,Qwen2.5-VL-3B,,700.22,211.97,912.19,0.926,123,4,127,0,100,6,What is the number of commercial buildings?,5.29,5.52,12.06,58.9,10.85,0.0882,2.7126,0.0854,5677,1930,519,128,0.0039,0,0.000,0
616,Qwen2.5-VL-3B,,700.79,72.81,773.60,0.788,122,2,124,1,Yes,yes,Are there less buildings than roads?,4.95,5.36,11.67,58.8,8.16,0.0669,4.0796,0.0658,5677,1930,519,39,0.0012,0,0.000,0
617,Qwen2.5-VL-3B,,700.37,73.11,773.48,0.788,121,2,123,0,No,yes,Is there a residential building?,5.14,5.32,11.99,58.6,8.40,0.0694,4.1994,0.0683,5677,1930,519,36,0.0011,0,0.000,0
618,Qwen2.5-VL-3B,,700.53,212.03,912.56,0.927,124,4,128,0,100,17,What is the amount of small water areas?,5.25,5.52,12.03,58.7,10.82,0.0873,2.7053,0.0845,5677,1930,519,129,0.0039,0,0.000,0
619,Qwen2.5-VL-3B,,699.36,279.72,979.09,0.993,124,5,129,0,1000,0,What is the amount of square commercial buildings?,5.04,5.40,11.83,58.8,10.63,0.0857,2.1260,0.0824,5677,1930,519,131,0.0040,0,0.000,0
620,Qwen2.5-VL-3B,,699.86,72.72,772.57,0.787,121,2,123,0,No,yes,Is a commercial building present?,5.18,5.36,12.22,58.7,8.56,0.0707,4.2778,0.0696,5677,1930,519,39,0.0012,0,0.000,0
621,Qwen2.5-VL-3B,,698.95,72.72,771.67,0.786,122,2,124,1,No,no,Is there a circular commercial building?,5.23,5.48,12.02,58.8,8.42,0.0690,4.2086,0.0679,5677,1930,519,37,0.0011,0,0.000,0
