Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
492,Qwen2.5-VL-3B,,118.55,73.00,191.55,0.206,128,2,130,1,Yes,yes,Are there more farmlands than water areas in the image?,3.59,3.80,9.59,55.8,1.90,0.0148,0.9486,0.0146,5581,2026,528,129,0.0039,0,0.000,0
493,Qwen2.5-VL-3B,,133.55,73.01,206.56,0.221,131,2,133,1,No,no,Is the number of square grass areas equal to the number of farmlands?,3.55,3.76,9.44,55.7,1.87,0.0143,0.9347,0.0141,5581,2026,528,132,0.0040,0,0.000,0
494,Qwen2.5-VL-3B,,118.24,72.92,191.16,0.206,128,2,130,1,No,no,Is a water area at the bottom of a  forest present?,3.68,3.88,9.62,55.5,1.90,0.0149,0.9516,0.0146,5581,2026,528,129,0.0039,0,0.000,0
495,Qwen2.5-VL-3B,,133.55,72.99,206.54,0.221,131,2,133,0,1,0,What is the number of water areas on the left of a  farmland?,3.61,3.80,9.51,55.4,1.89,0.0144,0.9426,0.0142,5581,2026,528,132,0.0040,0,0.000,0
496,Qwen2.5-VL-3B,,118.61,73.00,191.61,0.206,131,2,133,0,1,0,What is the amount of roads at the bottom of a  medium water area?,3.71,3.88,9.64,55.4,1.91,0.0146,0.9555,0.0144,5581,2026,528,132,0.0040,0,0.000,0
497,Qwen2.5-VL-3B,,118.32,73.03,191.35,0.206,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,3.60,3.76,9.60,55.5,1.90,0.0150,0.9515,0.0148,5581,2026,528,128,0.0039,0,0.000,0
498,Qwen2.5-VL-3B,,134.53,73.03,207.56,0.222,134,2,136,0,1,0,How many large water areas on the right of a  circular forest are there in the image?,3.52,3.68,9.52,55.3,1.89,0.0141,0.9436,0.0139,5581,2026,528,135,0.0041,0,0.000,0
499,Qwen2.5-VL-3B,,133.06,73.10,206.16,0.221,130,2,132,0,2,0,What is the number of roads on the right of the  water area?,3.66,3.80,9.64,55.4,1.91,0.0147,0.9566,0.0145,5581,2026,528,131,0.0040,0,0.000,0
500,Qwen2.5-VL-3B,,593.15,73.21,666.36,0.689,124,2,126,1,Urban,urban,Is it a rural or an urban area,4.09,4.58,10.35,56.0,6.20,0.0500,3.1019,0.0492,5581,2026,528,125,0.0038,0,0.000,0
501,Qwen2.5-VL-3B,,106.37,72.97,179.34,0.194,121,2,123,1,Yes,yes,Is there a residential building?,4.56,4.66,11.13,55.9,1.11,0.0092,0.5573,0.0091,5581,2026,528,122,0.0037,0,0.000,0
502,Qwen2.5-VL-3B,,117.15,349.48,466.62,0.482,123,6,129,0,10000,6891,What is the number of residential buildings?,4.67,4.94,11.31,56.2,4.51,0.0367,0.7520,0.0350,5581,2026,528,132,0.0040,0,0.000,0
503,Qwen2.5-VL-3B,,116.92,73.10,190.01,0.205,125,2,127,0,1,984,What is the amount of roads in the image?,4.89,5.01,11.79,56.0,2.35,0.0188,1.1756,0.0185,5581,2026,528,126,0.0038,0,0.000,0
504,Qwen2.5-VL-3B,,116.85,73.00,189.85,0.205,122,2,124,1,Yes,yes,Is a medium water area present?,4.21,4.38,10.56,55.8,2.11,0.0173,1.0531,0.0170,5581,2026,528,123,0.0038,0,0.000,0
505,Qwen2.5-VL-3B,,117.67,72.95,190.62,0.205,125,2,127,0,0,44,How many commercial buildings are there in the image?,3.86,4.03,10.03,55.7,2.00,0.0160,0.9998,0.0157,5581,2026,528,126,0.0038,0,0.000,0
506,Qwen2.5-VL-3B,,117.26,144.43,261.69,0.277,123,3,126,0,10,295,What is the number of grass areas?,3.69,3.96,9.76,55.6,1.95,0.0158,0.6489,0.0155,5581,2026,528,126,0.0038,0,0.000,0
507,Qwen2.5-VL-3B,,116.88,72.95,189.83,0.205,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,4.11,4.26,10.37,55.8,2.07,0.0170,1.0341,0.0167,5581,2026,528,123,0.0038,0,0.000,0
508,Qwen2.5-VL-3B,,106.43,72.95,179.38,0.194,121,2,123,1,Yes,yes,Is a commercial building present?,3.68,3.68,9.72,55.6,0.97,0.0080,0.4867,0.0079,5581,2026,528,122,0.0037,0,0.000,0
509,Qwen2.5-VL-3B,,116.86,73.06,189.91,0.205,122,2,124,0,2,48,How many medium forests are there?,4.07,4.23,10.40,56.1,2.07,0.0170,1.0361,0.0167,5581,2026,528,123,0.0038,0,0.000,0
510,Qwen2.5-VL-3B,,106.40,73.03,179.43,0.194,120,2,122,1,Yes,yes,Is a building present?,3.70,3.72,9.76,55.6,0.98,0.0081,0.4887,0.0080,5581,2026,528,121,0.0037,0,0.000,0
511,Qwen2.5-VL-3B,,117.16,72.98,190.14,0.205,123,2,125,0,2,40,What is the number of water areas?,4.05,4.19,10.35,56.0,2.06,0.0168,1.0312,0.0165,5581,2026,528,124,0.0038,0,0.000,0
512,Qwen2.5-VL-3B,,117.46,73.00,190.46,0.205,124,2,126,0,Yes,no,Are there more water areas than commercial buildings?,3.78,3.99,9.93,55.9,1.98,0.0159,0.9889,0.0157,5581,2026,528,125,0.0038,0,0.000,0
513,Qwen2.5-VL-3B,,106.79,72.94,179.72,0.193,121,2,123,0,1,178,How many forests are there?,3.54,3.56,9.50,55.3,0.95,0.0079,0.4758,0.0077,5581,2026,528,122,0.0037,0,0.000,0
514,Qwen2.5-VL-3B,,117.19,72.99,190.19,0.205,123,2,125,0,0,4,What is the amount of scrubs?,3.93,4.11,10.23,55.7,2.04,0.0166,1.0207,0.0163,5581,2026,528,124,0.0038,0,0.000,0
515,Qwen2.5-VL-3B,,117.18,73.02,190.20,0.205,123,2,125,0,4,38,How many farmlands are there?,3.76,3.92,9.84,55.7,1.96,0.0159,0.9794,0.0157,5581,2026,528,124,0.0038,0,0.000,0
516,Qwen2.5-VL-3B,,117.41,72.96,190.37,0.205,124,2,126,0,1,50,What is the number of rectangular grass areas?,3.64,3.84,9.66,55.7,1.92,0.0155,0.9605,0.0152,5581,2026,528,125,0.0038,0,0.000,0
517,Qwen2.5-VL-3B,,106.77,144.73,251.50,0.266,124,3,127,0,10,91,What is the amount of medium grass areas?,3.55,3.76,9.63,55.7,1.92,0.0154,0.6384,0.0151,5581,2026,528,127,0.0039,0,0.000,0
518,Qwen2.5-VL-3B,,106.75,73.02,179.76,0.194,124,2,126,0,1,8,What is the number of large water areas?,3.92,3.99,10.28,55.7,1.03,0.0083,0.5145,0.0082,5581,2026,528,125,0.0038,0,0.000,0
519,Qwen2.5-VL-3B,,106.74,72.98,179.72,0.195,121,2,123,1,Yes,yes,Is a small road present?,4.07,4.11,10.46,55.9,1.05,0.0087,0.5236,0.0085,5581,2026,528,122,0.0037,0,0.000,0
520,Qwen2.5-VL-3B,,106.05,72.97,179.03,0.194,120,2,122,1,Yes,yes,Is there a road?,4.22,4.30,10.64,56.0,1.07,0.0089,0.5325,0.0087,5581,2026,528,121,0.0037,0,0.000,0
521,Qwen2.5-VL-3B,,105.81,72.95,178.76,0.194,121,2,123,1,Yes,yes,Is there a water area?,4.30,4.38,10.79,56.2,1.08,0.0089,0.5405,0.0088,5581,2026,528,122,0.0037,0,0.000,0
522,Qwen2.5-VL-3B,,118.86,72.97,191.83,0.207,130,2,132,1,No,no,Is the number of farmlands equal to the number of water areas?,4.40,4.46,10.95,56.0,2.19,0.0168,1.0928,0.0166,5581,2026,528,131,0.0040,0,0.000,0
523,Qwen2.5-VL-3B,,117.16,73.02,190.17,0.205,123,2,125,1,Yes,yes,Are there more buildings than parkings?,3.98,4.07,10.24,55.9,2.04,0.0166,1.0183,0.0163,5581,2026,528,124,0.0038,0,0.000,0
524,Qwen2.5-VL-3B,,106.75,213.01,319.76,0.334,121,4,125,0,100,6998,How many buildings are there?,3.84,4.18,10.06,55.9,3.00,0.0248,0.7497,0.0240,5581,2026,528,126,0.0038,0,0.000,0
525,Qwen2.5-VL-3B,,118.53,73.09,191.63,0.207,128,2,130,0,Yes,no,Is there a large road on the left of a  road?,4.00,4.11,10.35,56.1,2.06,0.0161,1.0282,0.0158,5581,2026,528,129,0.0039,0,0.000,0
526,Qwen2.5-VL-3B,,117.24,73.05,190.28,0.205,123,2,125,1,No,no,Are there more water areas than buildings?,3.78,3.92,9.86,56.1,1.96,0.0159,0.9799,0.0157,5581,2026,528,124,0.0038,0,0.000,0
527,Qwen2.5-VL-3B,,116.88,72.98,189.87,0.205,122,2,124,1,Yes,yes,Is a large commercial building present?,3.66,3.84,9.62,56.0,1.91,0.0157,0.9555,0.0154,5581,2026,528,123,0.0038,0,0.000,0
528,Qwen2.5-VL-3B,,118.53,73.01,191.54,0.206,129,2,131,1,No,no,Is the number of residential buildings equal to the number of village greens?,3.60,3.76,9.55,55.9,1.90,0.0147,0.9486,0.0145,5581,2026,528,130,0.0040,0,0.000,0
529,Qwen2.5-VL-3B,,117.16,73.08,190.24,0.205,123,2,125,1,Yes,yes,Are there less water areas than buildings?,3.55,3.72,9.54,55.9,1.90,0.0154,0.9475,0.0152,5581,2026,528,124,0.0038,0,0.000,0
530,Qwen2.5-VL-3B,,106.41,73.05,179.46,0.194,123,2,125,0,Yes,no,Are there less buildings than grass areas?,3.46,3.56,9.42,55.3,0.94,0.0077,0.4718,0.0075,5581,2026,528,124,0.0038,0,0.000,0
531,Qwen2.5-VL-3B,,116.88,73.00,189.88,0.205,124,2,126,1,No,no,Are there more square water areas than roads?,3.80,3.99,10.05,55.9,2.01,0.0162,1.0032,0.0159,5581,2026,528,125,0.0038,0,0.000,0
532,Qwen2.5-VL-3B,,116.86,73.01,189.87,0.205,122,2,124,1,Yes,yes,Is a square grass area present?,3.69,3.84,9.91,55.7,1.97,0.0161,0.9833,0.0159,5581,2026,528,123,0.0038,0,0.000,0
533,Qwen2.5-VL-3B,,173.62,73.01,246.63,0.262,129,2,131,1,No,no,Is the number of large buildings equal to the number of cemeterys?,3.38,3.64,9.38,55.4,1.86,0.0144,0.9288,0.0142,5581,2026,528,130,0.0040,0,0.000,0
534,Qwen2.5-VL-3B,,117.12,72.99,190.12,0.205,123,2,125,0,1,5,How many large commercial buildings are there?,3.77,3.92,9.93,55.8,1.97,0.0161,0.9873,0.0158,5581,2026,528,124,0.0038,0,0.000,0
535,Qwen2.5-VL-3B,,116.83,73.00,189.83,0.205,122,2,124,1,Yes,yes,Are there more roads than forests?,3.64,3.80,9.73,55.7,1.93,0.0159,0.9674,0.0156,5581,2026,528,123,0.0038,0,0.000,0
536,Qwen2.5-VL-3B,,106.38,73.00,179.38,0.194,120,2,122,1,Yes,yes,Is there a forest?,3.46,3.52,9.48,55.6,0.95,0.0079,0.4748,0.0078,5581,2026,528,121,0.0037,0,0.000,0
537,Qwen2.5-VL-3B,,118.25,73.04,191.29,0.206,127,2,129,0,Yes,no,Are there less residential buildings than grass areas in the image?,3.88,4.07,10.09,56.0,2.01,0.0159,1.0072,0.0156,5581,2026,528,128,0.0039,0,0.000,0
538,Qwen2.5-VL-3B,,116.85,73.01,189.86,0.205,122,2,124,1,Yes,yes,Is there a medium commercial building?,3.73,3.88,9.92,56.0,1.97,0.0162,0.9863,0.0159,5581,2026,528,123,0.0038,0,0.000,0
539,Qwen2.5-VL-3B,,117.17,73.03,190.20,0.205,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,3.62,3.80,9.66,55.7,1.92,0.0156,0.9595,0.0154,5581,2026,528,124,0.0038,0,0.000,0
540,Qwen2.5-VL-3B,,117.47,212.92,330.38,0.345,124,4,128,0,100,23,What is the number of medium residential buildings?,3.72,4.15,9.78,55.9,2.91,0.0235,0.7283,0.0228,5581,2026,528,129,0.0039,0,0.000,0
541,Qwen2.5-VL-3B,,106.36,72.96,179.32,0.194,120,2,122,0,No,yes,Is there a parking?,4.03,4.15,10.39,55.4,1.04,0.0087,0.5200,0.0085,5581,2026,528,121,0.0037,0,0.000,0
542,Qwen2.5-VL-3B,,106.80,73.03,179.83,0.194,122,2,124,0,No,yes,Is a small commercial building present?,4.11,4.15,10.61,55.7,1.06,0.0087,0.5310,0.0086,5581,2026,528,123,0.0038,0,0.000,0
543,Qwen2.5-VL-3B,,106.12,73.00,179.12,0.194,121,2,123,1,Yes,yes,Is a farmland present?,4.19,4.22,10.80,55.7,1.08,0.0089,0.5409,0.0088,5581,2026,528,122,0.0037,0,0.000,0
544,Qwen2.5-VL-3B,,116.83,73.04,189.87,0.205,124,2,126,1,Yes,yes,Is a rectangular building present in the image?,4.29,4.38,10.97,56.3,2.19,0.0177,1.0946,0.0174,5578,2029,528,125,0.0038,0,0.000,0
545,Qwen2.5-VL-3B,,106.42,72.90,179.32,0.194,121,2,123,1,Yes,yes,Is there a grass area?,3.92,4.07,10.21,55.5,1.02,0.0084,0.5111,0.0083,5579,2028,528,122,0.0037,0,0.000,0
546,Qwen2.5-VL-3B,,117.18,72.93,190.12,0.205,123,2,125,1,No,no,Are there more water areas than roads?,4.07,4.19,10.48,56.1,2.09,0.0170,1.0465,0.0167,5579,2028,528,124,0.0038,0,0.000,0
547,Qwen2.5-VL-3B,,106.21,73.04,179.25,0.194,122,2,124,1,Yes,yes,Are there more buildings than forests?,3.80,3.96,9.96,55.5,1.00,0.0082,0.4986,0.0080,5579,2028,528,123,0.0038,0,0.000,0
548,Qwen2.5-VL-3B,,106.76,73.04,179.80,0.195,124,2,126,1,Yes,yes,Are there more commercial buildings than water areas?,3.92,3.92,10.18,55.8,1.02,0.0082,0.5095,0.0081,5579,2028,528,125,0.0038,0,0.000,0
549,Qwen2.5-VL-3B,,106.71,73.03,179.74,0.194,121,2,123,1,Yes,yes,Is a large forest present?,4.11,4.15,10.48,56.0,1.05,0.0087,0.5246,0.0085,5580,2027,528,122,0.0037,0,0.000,0
550,Qwen2.5-VL-3B,,118.59,72.97,191.55,0.207,129,2,131,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,4.24,4.31,10.76,55.8,2.15,0.0167,1.0749,0.0164,5580,2027,528,130,0.0040,0,0.000,0
551,Qwen2.5-VL-3B,,116.82,72.94,189.77,0.205,122,2,124,0,2,0,How many large roads are there?,3.95,4.19,10.24,55.8,2.03,0.0167,1.0157,0.0164,5580,2027,528,123,0.0038,0,0.000,0
552,Qwen2.5-VL-3B,,118.84,73.03,191.87,0.206,129,2,131,1,No,no,Is the number of roads equal to the number of square grass areas?,3.70,3.88,9.88,55.7,1.96,0.0152,0.9793,0.0150,5580,2027,528,130,0.0040,0,0.000,0
553,Qwen2.5-VL-3B,,106.38,72.97,179.34,0.194,121,2,123,1,Yes,yes,Is a square building present?,3.56,3.76,9.56,55.2,0.96,0.0079,0.4787,0.0078,5580,2027,528,122,0.0037,0,0.000,0
554,Qwen2.5-VL-3B,,106.33,72.94,179.27,0.194,122,2,124,1,Yes,yes,Is a small grass area present?,3.70,3.72,9.86,55.9,0.99,0.0081,0.4937,0.0080,5580,2027,528,123,0.0038,0,0.000,0
555,Qwen2.5-VL-3B,,117.38,72.96,190.34,0.205,124,2,126,1,No,no,Are there more water areas than residential buildings?,4.05,4.19,10.39,55.7,2.08,0.0167,1.0375,0.0165,5580,2027,528,125,0.0038,0,0.000,0
556,Qwen2.5-VL-3B,,106.71,73.08,179.79,0.194,121,2,123,0,Yes,no,Is a rectangular road present?,3.84,4.11,10.12,55.7,1.01,0.0084,0.5066,0.0082,5580,2027,528,122,0.0037,0,0.000,0
557,Qwen2.5-VL-3B,,117.38,72.94,190.32,0.205,124,2,126,1,No,no,Are there less roads than square grass areas?,3.92,4.07,10.24,55.9,2.04,0.0165,1.0221,0.0162,5580,2027,528,125,0.0038,0,0.000,0
558,Qwen2.5-VL-3B,,117.12,73.02,190.14,0.205,123,2,125,0,1,0,What is the number of square roads?,3.81,4.11,10.03,55.9,1.99,0.0161,0.9928,0.0159,5581,2026,528,124,0.0038,0,0.000,0
559,Qwen2.5-VL-3B,,105.81,73.02,178.83,0.194,124,2,126,0,1,0,What is the number of square commercial buildings?,3.60,3.88,9.74,55.3,0.98,0.0079,0.4877,0.0077,5581,2026,528,125,0.0038,0,0.000,0
560,Qwen2.5-VL-3B,,133.56,73.02,206.58,0.221,131,2,133,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,3.77,3.96,9.96,55.8,1.99,0.0152,0.9953,0.0150,5581,2026,528,132,0.0040,0,0.000,0
561,Qwen2.5-VL-3B,,117.21,73.13,190.34,0.206,123,2,125,0,0,4,What is the number of sports centres?,3.93,4.23,10.09,55.7,2.00,0.0162,0.9978,0.0160,5581,2026,528,124,0.0038,0,0.000,0
562,Qwen2.5-VL-3B,,106.69,73.00,179.68,0.194,121,2,123,1,Yes,yes,Is a rectangular forest present?,3.66,3.92,9.78,55.2,0.98,0.0081,0.4897,0.0080,5581,2026,528,122,0.0037,0,0.000,0
563,Qwen2.5-VL-3B,,118.00,73.02,191.02,0.206,126,2,128,1,Yes,yes,Are there more buildings than water areas in the image?,3.80,3.96,10.04,56.0,2.01,0.0159,1.0032,0.0157,5581,2026,528,127,0.0039,0,0.000,0
564,Qwen2.5-VL-3B,,106.73,73.06,179.79,0.195,124,2,126,1,Yes,yes,Are there more water areas than medium buildings?,3.78,4.07,9.91,55.4,0.99,0.0080,0.4962,0.0079,5581,2026,528,125,0.0038,0,0.000,0
565,Qwen2.5-VL-3B,,116.88,73.02,189.90,0.205,122,2,124,1,No,no,Is a circular commercial building present?,3.88,4.03,10.09,55.8,2.02,0.0165,1.0092,0.0163,5581,2026,528,123,0.0038,0,0.000,0
566,Qwen2.5-VL-3B,,106.75,72.97,179.72,0.195,122,2,124,1,Yes,yes,Is there a rectangular residential building?,3.84,4.15,10.01,55.7,1.00,0.0082,0.5012,0.0081,5581,2026,528,123,0.0038,0,0.000,0
567,Qwen2.5-VL-3B,,117.16,72.96,190.12,0.205,123,2,125,1,Yes,yes,Are there more forests than commercial buildings?,3.88,3.99,10.09,56.1,2.02,0.0164,1.0101,0.0162,5581,2026,528,124,0.0038,0,0.000,0
568,Qwen2.5-VL-3B,,133.21,73.01,206.22,0.221,130,2,132,1,No,no,Is the number of medium cemeterys equal to the number of water areas?,3.77,4.11,10.01,55.6,1.98,0.0152,0.9912,0.0150,5581,2026,528,131,0.0040,0,0.000,0
569,Qwen2.5-VL-3B,,117.39,73.10,190.49,0.205,125,2,127,1,Yes,yes,Is there a large grass area in the image?,3.73,4.03,9.93,55.8,1.96,0.0157,0.9823,0.0155,5581,2026,528,126,0.0038,0,0.000,0
570,Qwen2.5-VL-3B,,106.16,73.00,179.16,0.194,120,2,122,0,No,yes,Is a pitch present?,3.60,3.88,9.64,55.3,0.97,0.0080,0.4827,0.0079,5581,2026,528,121,0.0037,0,0.000,0
571,Qwen2.5-VL-3B,,118.22,72.94,191.16,0.206,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,3.77,3.96,9.91,55.6,1.98,0.0155,0.9903,0.0152,5581,2026,528,129,0.0039,0,0.000,0
572,Qwen2.5-VL-3B,,117.17,73.01,190.18,0.205,123,2,125,0,2,29,How many small water areas are there?,3.74,4.07,9.87,55.9,1.95,0.0159,0.9764,0.0156,5581,2026,528,124,0.0038,0,0.000,0
573,Qwen2.5-VL-3B,,118.57,73.08,191.64,0.206,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,3.61,3.92,9.72,55.8,1.92,0.0150,0.9615,0.0148,5581,2026,528,129,0.0039,0,0.000,0
574,Qwen2.5-VL-3B,,117.42,72.98,190.40,0.205,124,2,126,1,No,no,Are there less commercial buildings than water areas?,3.59,3.88,9.60,55.7,1.90,0.0153,0.9495,0.0151,5581,2026,528,125,0.0038,0,0.000,0
575,Qwen2.5-VL-3B,,106.81,73.06,179.86,0.193,121,2,123,0,Yes,no,Is a large road present?,3.52,3.80,9.52,55.7,0.95,0.0079,0.4768,0.0078,5581,2026,528,122,0.0037,0,0.000,0
576,Qwen2.5-VL-3B,,118.83,73.04,191.87,0.207,130,2,132,1,No,no,Is the number of square commercial buildings equal to the number of residential buildings?,3.70,3.88,9.83,55.7,1.97,0.0151,0.9843,0.0149,5581,2026,528,131,0.0040,0,0.000,0
577,Qwen2.5-VL-3B,,117.76,73.00,190.75,0.206,129,2,131,1,No,no,Is the number of medium forests equal to the number of residential buildings?,3.76,4.11,9.87,55.6,1.96,0.0152,0.9779,0.0149,5581,2026,528,130,0.0040,0,0.000,0
578,Qwen2.5-VL-3B,,117.41,73.05,190.46,0.205,124,2,126,1,No,no,Are there less residential buildings than water areas?,3.61,3.96,9.73,55.6,1.93,0.0155,0.9635,0.0153,5581,2026,528,125,0.0038,0,0.000,0
579,Qwen2.5-VL-3B,,117.18,73.04,190.22,0.205,123,2,125,0,0,27,What is the number of parkings?,3.56,3.88,9.67,56.0,1.91,0.0156,0.9565,0.0153,5581,2026,528,124,0.0038,0,0.000,0
580,Qwen2.5-VL-3B,,117.17,73.02,190.19,0.205,123,2,125,1,No,no,Are there more commercial buildings than roads?,3.56,3.88,9.58,55.6,1.90,0.0154,0.9476,0.0152,5581,2026,528,124,0.0038,0,0.000,0
581,Qwen2.5-VL-3B,,117.38,144.52,261.90,0.277,124,3,127,0,10,1,What is the amount of large residential buildings?,3.56,3.88,9.50,56.0,1.88,0.0152,0.6264,0.0148,5578,2029,528,127,0.0039,0,0.000,0
582,Qwen2.5-VL-3B,,118.12,72.91,191.03,0.206,126,2,128,1,No,no,Are there more square water areas than medium residential buildings?,3.90,3.96,10.10,55.6,2.02,0.0160,1.0111,0.0158,5579,2028,528,127,0.0039,0,0.000,0
583,Qwen2.5-VL-3B,,134.70,72.96,207.66,0.222,135,2,137,1,No,no,Is the number of commercial buildings at the bottom of a  parking equal to the number of forests?,3.64,3.72,9.62,55.6,1.92,0.0142,0.9614,0.0140,5580,2027,528,136,0.0042,0,0.000,0
584,Qwen2.5-VL-3B,,118.01,73.03,191.04,0.205,132,2,134,1,No,no,Is the number of commercial buildings equal to the number of water areas in the image?,3.80,4.07,9.79,55.9,1.95,0.0147,0.9730,0.0145,5580,2027,528,133,0.0041,0,0.000,0
585,Qwen2.5-VL-3B,,117.16,72.99,190.15,0.205,123,2,125,1,0,0,What is the amount of circular forests?,3.51,3.64,9.34,55.5,1.87,0.0152,0.9327,0.0149,5580,2027,528,124,0.0038,0,0.000,0
586,Qwen2.5-VL-3B,,143.29,72.97,216.27,0.231,120,2,122,0,No,yes,Is there a playground?,3.34,3.36,9.10,55.3,1.82,0.0152,0.9119,0.0149,5580,2027,528,121,0.0037,0,0.000,0
587,Qwen2.5-VL-3B,,106.31,72.94,179.24,0.194,121,2,123,0,No,yes,Is a circular building present?,3.40,3.48,9.29,55.4,0.93,0.0077,0.4648,0.0076,5580,2027,528,122,0.0037,0,0.000,0
588,Qwen2.5-VL-3B,,117.59,72.98,190.57,0.205,124,2,126,0,Yes,no,Are there more grass areas than residential buildings?,3.97,4.19,10.14,55.9,2.02,0.0163,1.0107,0.0160,5580,2027,528,125,0.0038,0,0.000,0
589,Qwen2.5-VL-3B,,106.40,73.05,179.44,0.194,123,2,125,1,No,no,Are there more square roads than buildings?,3.60,3.64,9.62,55.5,0.96,0.0078,0.4817,0.0077,5580,2027,528,124,0.0038,0,0.000,0
590,Qwen2.5-VL-3B,,106.68,72.93,179.61,0.195,121,2,123,0,Yes,no,Is a medium road present?,3.92,3.96,10.24,55.7,1.03,0.0085,0.5125,0.0083,5580,2027,528,122,0.0037,0,0.000,0
591,Qwen2.5-VL-3B,,117.99,72.98,190.98,0.206,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,4.17,4.30,10.69,56.0,2.13,0.0168,1.0659,0.0165,5580,2027,528,128,0.0039,0,0.000,0
592,Qwen2.5-VL-3B,,117.66,72.90,190.56,0.205,125,2,127,1,No,no,Are there more commercial buildings than rectangular grass areas?,3.88,4.07,10.07,55.8,2.01,0.0161,1.0038,0.0158,5581,2026,528,126,0.0038,0,0.000,0
593,Qwen2.5-VL-3B,,117.20,73.05,190.26,0.205,123,2,125,0,1,0,What is the amount of medium roads?,3.72,3.96,9.77,55.8,1.95,0.0158,0.9730,0.0156,5581,2026,528,124,0.0038,0,0.000,0
594,Qwen2.5-VL-3B,,118.88,72.97,191.85,0.207,129,2,131,1,No,no,Is the number of water areas equal to the number of commercial buildings?,3.64,3.88,9.67,55.8,1.92,0.0149,0.9625,0.0147,5581,2026,528,130,0.0040,0,0.000,0
595,Qwen2.5-VL-3B,,117.09,72.94,190.03,0.205,124,2,126,0,Yes,no,Is there a circular road in the image?,3.59,3.80,9.59,55.8,1.91,0.0154,0.9545,0.0152,5581,2026,528,125,0.0038,0,0.000,0
596,Qwen2.5-VL-3B,,117.20,73.00,190.21,0.205,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,3.56,3.80,9.52,55.7,1.90,0.0154,0.9486,0.0152,5581,2026,528,124,0.0038,0,0.000,0
597,Qwen2.5-VL-3B,,116.96,72.94,189.90,0.205,122,2,124,0,1,0,How many circular roads are there?,3.52,3.76,9.50,55.8,1.89,0.0155,0.9456,0.0153,5581,2026,528,123,0.0038,0,0.000,0
598,Qwen2.5-VL-3B,,117.67,73.07,190.74,0.205,125,2,127,1,Yes,yes,Are there less medium water areas than commercial buildings?,3.52,3.76,9.52,55.8,1.90,0.0152,0.9476,0.0149,5581,2026,528,126,0.0038,0,0.000,0
599,Qwen2.5-VL-3B,,116.84,72.97,189.82,0.205,122,2,124,1,Yes,yes,Is there a square water area?,3.53,3.80,9.54,55.7,1.90,0.0156,0.9496,0.0153,5581,2026,528,123,0.0038,0,0.000,0
600,Qwen2.5-VL-3B,,593.00,144.89,737.89,0.760,124,3,127,1,Rural,rural,Is it a rural or an urban area,4.08,4.54,10.33,55.9,7.26,0.0585,2.4194,0.0572,5581,2026,528,127,0.0039,0,0.000,0
601,Qwen2.5-VL-3B,,106.16,73.03,179.18,0.193,120,2,122,1,Yes,yes,Is there a forest?,4.56,4.70,11.07,55.9,1.11,0.0092,0.5545,0.0091,5581,2026,528,121,0.0037,0,0.000,0
602,Qwen2.5-VL-3B,,106.71,72.95,179.66,0.193,121,2,123,0,0,21,How many buildings are there?,4.40,4.42,10.97,55.8,1.10,0.0091,0.5494,0.0089,5581,2026,528,122,0.0037,0,0.000,0
603,Qwen2.5-VL-3B,,116.79,72.90,189.69,0.204,122,2,124,0,1,170,What is the number of forests?,4.40,4.42,11.00,55.8,2.21,0.0181,1.1028,0.0178,5581,2026,528,123,0.0038,0,0.000,0
604,Qwen2.5-VL-3B,,106.39,72.96,179.35,0.192,123,2,125,1,0,0,What is the amount of large roads?,4.17,4.54,10.68,55.7,1.07,0.0087,0.5349,0.0086,5580,2027,528,124,0.0038,0,0.000,0
605,Qwen2.5-VL-3B,,106.69,72.98,179.68,0.194,121,2,123,1,Yes,yes,Is a grass area present?,4.07,4.07,10.50,55.3,1.05,0.0087,0.5256,0.0085,5580,2027,528,122,0.0037,0,0.000,0
606,Qwen2.5-VL-3B,,117.19,73.06,190.26,0.204,123,2,125,0,0,15,What is the number of residential buildings?,4.20,4.22,10.70,55.6,2.14,0.0174,1.0700,0.0171,5580,2027,528,124,0.0038,0,0.000,0
607,Qwen2.5-VL-3B,,106.74,72.97,179.70,0.194,121,2,123,0,No,yes,Is a water area present?,3.78,3.80,10.04,55.5,1.01,0.0083,0.5026,0.0082,5581,2026,528,122,0.0037,0,0.000,0
