question_id,latency_sec,correct,model_response,ground_truth,question_text,avg_cpu_gpu_cv_w,max_cpu_gpu_cv_w,integrated_cpu_gpu_cv_w,avg_vdd_soc_w,max_vdd_soc_w,integrated_vdd_soc_w,avg_vdd_in_w,max_vdd_in_w,integrated_vdd_in_w,max_gpu_temp_c
412,17.041,1,Yes,yes,Is there a grass area?,0.81,1.95,0.80,1.67,2.03,1.67,5.85,7.80,5.85,49.8
413,10.700,1,Yes,yes,Is there a nature reserve?,0.97,1.99,0.96,1.72,2.03,1.72,6.16,7.66,6.14,49.8
414,11.454,0,Yes,no,Is there a water area on the left of a  road?,0.97,1.99,0.97,1.72,2.03,1.72,6.16,7.76,6.16,49.8
415,13.246,0,No,yes,Are there less forests than roads?,0.90,1.95,0.88,1.70,2.03,1.69,5.99,7.80,5.97,49.8
416,13.345,1,No,no,Is a square road present?,0.90,1.95,0.90,1.70,2.03,1.70,6.02,7.64,6.01,49.9
417,14.333,0,Yes,no,Is a medium road present?,0.87,1.95,0.86,1.70,2.03,1.69,5.94,7.60,5.92,50.0
418,10.411,1,Yes,yes,Is a rectangular farmland present in the image?,0.99,1.95,0.99,1.73,1.99,1.73,6.17,7.56,6.17,49.8
419,11.634,0,1,2,How many medium forests are there?,0.95,1.99,0.95,1.71,2.03,1.71,6.07,7.85,6.06,49.8
420,13.055,0,Yes,no,Are there more farmlands than roads?,0.94,1.99,0.93,1.70,2.03,1.70,6.08,7.76,6.06,49.9
421,14.607,1,0,0,What is the amount of circular farmlands?,0.87,1.99,0.87,1.68,1.99,1.68,5.95,7.60,5.95,50.0
422,16.157,1,No,no,Is the number of farmlands equal to the number of water areas in the image?,0.81,1.91,0.81,1.68,2.03,1.68,5.90,7.64,5.89,49.8
423,14.614,0,2,0,What is the amount of large roads?,0.84,1.95,0.83,1.68,2.03,1.68,5.93,7.92,5.92,49.8
424,8.888,0,No,yes,Is a large forest present?,1.08,1.99,1.08,1.74,2.03,1.74,6.26,7.60,6.26,49.9
425,13.836,1,No,no,Are there more water areas than forests?,0.87,1.95,0.88,1.68,1.99,1.69,5.93,7.64,5.95,49.8
426,12.920,0,1,0,What is the number of medium water areas?,0.88,2.07,0.88,1.69,2.03,1.70,6.01,7.80,6.02,49.8
427,16.709,0,No,yes,Is there a orchard?,0.82,1.95,0.81,1.68,2.03,1.68,5.88,7.66,5.85,49.8
428,18.098,1,No,no,Are there less roads than rectangular grass areas?,0.80,1.95,0.78,1.68,1.99,1.67,5.86,7.46,5.83,49.8
429,13.342,0,10,2,What is the number of nature reserves?,0.97,1.95,0.94,1.71,2.03,1.70,6.10,7.72,6.06,49.8
430,16.235,0,Yes,no,Is a square farmland present?,0.78,1.95,0.78,1.67,2.03,1.67,5.82,7.64,5.81,49.7
431,10.595,0,10,0,What is the amount of rectangular roads?,1.02,1.91,1.03,1.70,2.07,1.71,6.12,7.66,6.15,49.8
432,11.607,0,Yes,no,Are there more grass areas than roads?,0.97,1.99,0.96,1.72,2.03,1.71,6.16,7.84,6.14,49.7
433,12.207,0,Yes,no,Are there less roads at the bottom of the  water area than farmlands?,1.01,1.95,0.98,1.72,2.03,1.71,6.14,7.60,6.09,49.8
434,10.625,1,Yes,yes,Are there more roads than nature reserves?,1.00,1.99,1.00,1.73,2.03,1.73,6.16,7.50,6.16,49.8
435,9.579,0,Yes,no,Is a small water area present?,1.05,1.99,1.05,1.74,2.03,1.74,6.26,7.64,6.27,49.7
436,11.236,1,No,no,Are there more water areas than roads?,0.97,1.95,0.96,1.72,2.03,1.72,6.12,7.56,6.12,49.8
437,14.003,1,No,no,Are there less roads than farmlands?,0.86,1.95,0.87,1.69,2.03,1.69,5.94,7.58,5.94,49.8
438,9.343,1,No,no,Are there less medium grass areas than small water areas?,1.03,1.99,1.03,1.74,2.03,1.73,6.24,7.74,6.23,49.8
439,15.604,0,Yes,no,Are there more small farmlands than water areas?,0.85,1.99,0.84,1.68,2.03,1.69,5.90,7.68,5.91,49.7
440,10.286,1,No,no,Is a rectangular road present?,1.02,1.95,1.02,1.73,2.03,1.72,6.20,7.64,6.19,49.7
441,10.928,1,No,no,Is there a circular road?,0.94,1.99,0.94,1.71,2.03,1.71,6.08,7.72,6.07,49.8
442,13.480,0,No,yes,Is a large water area present?,0.86,1.99,0.86,1.69,2.03,1.69,5.97,7.76,5.97,49.7
443,9.560,0,2,0,How many small water areas are there?,1.06,1.95,1.06,1.75,2.07,1.75,6.29,7.96,6.29,49.8
444,12.979,1,No,no,Is a rectangular water area present?,0.89,1.91,0.89,1.70,2.03,1.70,6.03,7.56,6.03,49.8
445,15.648,0,No,yes,Are there more nature reserves than water areas?,0.81,1.99,0.82,1.68,2.03,1.68,5.88,7.64,5.89,49.8
446,12.930,1,Yes,yes,Are there more roads than small forests?,0.91,1.99,0.90,1.71,2.03,1.71,6.05,7.64,6.04,49.7
447,14.502,0,No,yes,Are there more roads than farmlands?,0.93,1.99,0.92,1.70,2.03,1.69,6.05,7.72,6.04,49.8
448,11.941,0,10,1,What is the number of rectangular forests?,1.01,1.99,0.99,1.73,2.07,1.73,6.22,7.80,6.18,49.8
449,18.364,1,No,no,Is the number of water areas equal to the number of roads?,0.86,1.99,0.84,1.68,2.03,1.67,5.95,7.68,5.91,49.8
450,12.286,1,No,no,Is a circular water area present?,0.91,1.95,0.90,1.70,2.03,1.70,6.01,7.64,6.00,49.7
451,9.451,0,No,yes,Are there less water areas than roads?,1.06,1.95,1.06,1.74,2.07,1.74,6.26,7.64,6.25,49.8
452,17.215,0,10,0,How many medium farmlands are there in the image?,0.82,1.95,0.81,1.68,2.07,1.68,5.86,7.72,5.86,49.7
453,15.089,0,No,yes,Are there less farmlands than roads?,0.84,1.95,0.84,1.69,2.03,1.69,5.91,7.48,5.91,49.7
454,13.472,1,No,no,Are there more water areas than farmlands?,0.92,1.99,0.91,1.70,2.03,1.70,6.06,7.76,6.04,49.7
455,16.200,0,10,0,How many rectangular water areas are there?,0.85,1.99,0.84,1.70,2.03,1.70,5.96,7.68,5.95,49.7
456,12.056,1,No,no,Is the number of water areas equal to the number of medium nature reserves?,0.94,1.95,0.94,1.71,2.03,1.71,6.08,7.58,6.06,49.7
457,15.328,0,Yes,no,Is there a road on the right of the  water area?,0.85,1.95,0.84,1.69,2.03,1.69,5.93,7.80,5.93,49.8
458,10.563,1,No,no,Are there less roads than water areas?,1.01,1.99,1.01,1.73,2.03,1.73,6.23,7.80,6.23,49.9
459,12.690,0,Yes,no,Is there a small nature reserve?,0.97,1.95,0.92,1.72,2.07,1.71,6.09,7.84,6.02,49.8
460,19.979,0,2,4,What is the amount of large grass areas?,0.85,2.15,0.84,1.67,2.03,1.67,5.88,7.76,5.87,49.8
461,10.333,0,No,yes,Are there less water areas than forests?,0.99,2.03,0.98,1.73,2.03,1.72,6.19,7.76,6.17,49.9
462,11.172,1,Yes,yes,Are there more roads than forests?,0.99,1.95,0.98,1.72,2.03,1.72,6.16,7.52,6.15,49.8
463,15.621,0,No,yes,Are there more water areas than medium roads?,0.85,1.99,0.84,1.69,2.03,1.68,5.95,7.64,5.94,49.9
464,11.588,0,10,0,How many square roads are there?,1.01,1.95,1.01,1.74,2.07,1.74,6.19,7.76,6.18,49.8
465,13.927,1,No,no,Is the number of water areas equal to the number of farmlands?,0.91,2.07,0.90,1.70,2.03,1.70,6.04,7.72,6.03,49.8
466,14.059,1,No,no,Is the number of roads equal to the number of water areas in the image?,0.87,1.95,0.86,1.69,2.03,1.69,5.96,7.64,5.95,49.9
467,13.942,1,No,no,Are there less roads than circular farmlands?,0.89,1.91,0.89,1.70,2.03,1.70,6.04,7.62,6.03,49.8
468,15.060,1,Yes,yes,Is a water area next to a  road present?,0.89,1.99,0.86,1.70,2.03,1.69,6.00,7.84,5.95,49.7
469,10.033,1,No,no,Is there a circular grass area in the image?,1.03,1.95,1.02,1.73,2.03,1.73,6.21,7.52,6.20,49.8
470,12.488,1,Yes,yes,Are there more forests than water areas in the image?,0.92,1.95,0.92,1.70,2.03,1.71,6.05,7.64,6.05,49.7
471,17.485,1,Yes,yes,Is a road next to a  farmland present?,0.81,2.03,0.80,1.68,1.99,1.68,5.91,7.76,5.90,49.7
472,10.538,0,10,0,How many square water areas are there?,1.03,1.95,1.04,1.75,2.07,1.75,6.23,7.70,6.25,49.8
473,12.172,1,Yes,yes,Is a large grass area present?,0.94,1.95,0.93,1.71,2.03,1.71,6.08,7.60,6.07,49.8
474,13.488,1,No,no,Are there less farmlands than water areas?,0.88,1.95,0.87,1.70,2.03,1.69,5.99,7.60,5.99,49.8
475,12.564,0,Yes,no,Is a square orchard present?,0.89,1.91,0.89,1.70,2.03,1.70,6.01,7.72,6.01,49.7
476,8.959,1,No,no,Are there more circular roads than water areas?,1.08,1.95,1.07,1.75,2.03,1.75,6.29,7.60,6.28,49.8
477,16.740,1,No,no,Is the number of farmlands equal to the number of roads?,0.81,1.95,0.80,1.68,2.03,1.68,5.85,7.64,5.84,49.9
478,12.039,0,Yes,no,Are there more rectangular nature reserves than forests?,0.97,2.07,0.94,1.72,2.03,1.71,6.15,7.80,6.11,50.0
479,14.527,0,Yes,no,Is there a square grass area?,0.86,1.95,0.86,1.69,2.03,1.69,5.94,7.72,5.94,49.8
480,9.828,0,5,0,What is the amount of small forests?,1.00,1.99,0.99,1.73,2.03,1.73,6.21,7.64,6.20,49.8
481,14.398,1,No,no,Is the number of rectangular orchards equal to the number of roads?,0.84,1.95,0.84,1.66,2.03,1.67,5.85,7.60,5.87,49.8
482,14.182,0,No,yes,Are there less water areas than farmlands?,0.85,1.99,0.85,1.69,2.03,1.69,5.95,7.72,5.95,49.7
483,12.714,1,No,no,Is the number of grass areas equal to the number of roads?,0.90,2.03,0.89,1.70,1.99,1.70,6.03,7.68,6.02,49.8
484,12.602,0,2,0,What is the amount of roads next to a  small nature reserve?,0.91,1.87,0.90,1.70,2.03,1.70,6.04,7.54,6.03,49.8
485,18.203,0,Yes,no,Is a water area at the top of a  road present?,0.77,1.95,0.77,1.67,1.99,1.67,5.81,7.60,5.81,49.8
486,12.262,1,No,no,Is the number of nature reserves equal to the number of water areas?,0.92,1.99,0.92,1.70,1.99,1.70,6.06,7.60,6.06,49.9
487,12.895,0,10,0,What is the number of square forests?,0.97,1.95,0.98,1.72,2.03,1.72,6.15,7.76,6.16,49.9
488,12.527,0,20,0,How many square grass areas are there?,0.96,1.95,0.95,1.72,2.03,1.72,6.12,7.54,6.10,49.8
489,10.181,1,Yes,yes,Are there more roads than circular water areas?,1.00,1.95,0.99,1.73,2.03,1.73,6.19,7.66,6.19,49.8
490,17.261,1,No,no,Is the number of water areas equal to the number of forests?,0.79,1.99,0.79,1.68,1.99,1.67,5.84,7.64,5.83,49.6
491,11.338,1,No,no,Is the number of grass areas equal to the number of rectangular roads?,0.95,1.95,0.95,1.71,2.03,1.71,6.12,7.68,6.13,49.8
492,11.133,1,Yes,yes,Are there more farmlands than water areas in the image?,1.00,1.95,0.99,1.73,2.03,1.72,6.17,7.76,6.15,49.8
493,12.604,1,No,no,Is the number of square grass areas equal to the number of farmlands?,0.95,1.95,0.92,1.72,2.03,1.71,6.09,7.64,6.03,49.8
494,12.587,0,Yes,no,Is a water area at the bottom of a  forest present?,0.95,1.95,0.95,1.71,2.03,1.71,6.09,7.80,6.09,49.9
495,13.132,0,1,0,What is the number of water areas on the left of a  farmland?,0.94,1.95,0.91,1.71,2.03,1.70,6.10,7.60,6.06,49.8
496,15.287,0,2,0,What is the amount of roads at the bottom of a  medium water area?,0.82,1.95,0.82,1.67,2.03,1.67,5.84,7.72,5.84,49.9
497,15.045,1,No,no,Is the number of roads equal to the number of forests?,0.82,1.95,0.82,1.68,2.03,1.68,5.88,7.64,5.88,49.8
498,23.020,0,1,0,How many large water areas on the right of a  circular forest are there in the image?,0.71,1.99,0.71,1.66,1.99,1.66,5.72,7.64,5.72,49.7
499,11.617,0,2,0,What is the number of roads on the right of the  water area?,0.95,1.99,0.95,1.71,1.99,1.71,6.10,7.64,6.10,49.6
500,12.824,1,Urban,urban,Is it a rural or an urban area,0.93,2.11,0.93,1.70,2.03,1.70,6.08,7.72,6.08,49.8
501,11.387,1,Yes,yes,Is there a residential building?,0.95,1.87,0.95,1.71,2.03,1.71,6.11,7.52,6.11,49.8
502,11.403,0,Many,6891,What is the number of residential buildings?,0.97,1.99,0.97,1.73,2.03,1.73,6.16,7.68,6.16,49.9
503,11.971,0,10,984,What is the amount of roads in the image?,1.02,1.99,1.03,1.74,2.03,1.75,6.26,7.72,6.27,49.8
504,17.731,1,Yes,yes,Is a medium water area present?,0.83,1.95,0.77,1.68,2.03,1.67,5.91,7.60,5.81,49.8
505,13.834,0,100,44,How many commercial buildings are there in the image?,0.98,1.99,0.97,1.73,2.11,1.73,6.16,8.04,6.16,49.8
506,13.123,0,10,295,What is the number of grass areas?,1.01,1.87,0.99,1.73,2.03,1.72,6.23,7.92,6.19,49.8
507,10.953,1,Yes,yes,Is there a rectangular commercial building?,0.96,1.95,0.96,1.72,2.03,1.72,6.13,7.64,6.12,49.9
508,13.264,1,Yes,yes,Is a commercial building present?,0.90,1.87,0.89,1.69,2.03,1.69,6.00,7.74,6.01,49.9
509,19.975,0,2,48,How many medium forests are there?,0.76,1.95,0.75,1.66,2.03,1.66,5.79,7.62,5.79,49.8
510,13.749,1,Yes,yes,Is a building present?,0.84,1.99,0.84,1.69,2.03,1.69,5.90,7.62,5.89,49.8
511,15.021,0,2,40,What is the number of water areas?,0.83,1.95,0.83,1.69,2.03,1.69,5.91,7.76,5.92,49.8
512,8.848,0,Yes,no,Are there more water areas than commercial buildings?,1.11,1.91,1.11,1.76,2.03,1.76,6.35,7.56,6.35,49.8
513,11.419,0,1,178,How many forests are there?,0.97,1.95,0.98,1.72,2.07,1.72,6.10,7.92,6.12,49.8
514,10.075,0,0,4,What is the amount of scrubs?,1.03,1.91,1.02,1.73,2.03,1.73,6.25,7.60,6.24,49.8
515,19.366,0,10,38,How many farmlands are there?,0.79,1.95,0.79,1.67,2.07,1.67,5.81,7.66,5.82,49.8
516,15.130,0,10,50,What is the number of rectangular grass areas?,0.88,1.91,0.88,1.70,2.03,1.70,6.02,7.72,6.02,49.9
517,14.078,0,10,91,What is the amount of medium grass areas?,0.93,1.99,0.93,1.71,2.07,1.71,6.08,8.04,6.08,49.8
518,12.646,0,1,8,What is the number of large water areas?,0.96,1.91,0.93,1.71,2.03,1.71,6.13,7.68,6.07,49.8
519,13.264,1,Yes,yes,Is a small road present?,0.89,2.07,0.91,1.70,1.99,1.70,5.99,7.58,6.02,49.9
520,11.258,1,Yes,yes,Is there a road?,0.97,1.95,0.96,1.72,2.03,1.71,6.12,7.56,6.10,49.9
521,13.844,1,Yes,yes,Is there a water area?,0.87,1.95,0.87,1.69,1.99,1.69,5.95,7.44,5.96,49.8
522,15.632,1,No.,no,Is the number of farmlands equal to the number of water areas?,0.85,1.95,0.85,1.69,2.03,1.69,5.96,7.68,5.96,49.9
523,11.280,1,Yes,yes,Are there more buildings than parkings?,0.94,1.99,0.94,1.71,2.03,1.71,6.11,7.72,6.10,49.8
524,11.397,0,Many,6998,How many buildings are there?,0.98,1.99,0.97,1.72,2.03,1.72,6.17,7.64,6.15,49.8
525,10.950,0,Yes,no,Is there a large road on the left of a  road?,0.99,1.95,0.99,1.73,2.03,1.73,6.20,7.68,6.19,49.8
526,13.965,0,Yes,no,Are there more water areas than buildings?,0.87,1.95,0.87,1.70,2.03,1.69,5.97,7.68,5.95,49.8
527,11.889,1,Yes,yes,Is a large commercial building present?,0.98,2.19,0.98,1.71,2.03,1.71,6.15,7.88,6.14,49.8
528,11.945,1,No,no,Is the number of residential buildings equal to the number of village greens?,0.93,2.11,0.93,1.70,2.03,1.70,6.06,7.80,6.06,49.9
529,12.274,0,No,yes,Are there less water areas than buildings?,0.91,1.95,0.90,1.71,2.03,1.70,6.03,7.64,6.01,50.0
530,14.203,1,No,no,Are there less buildings than grass areas?,0.90,1.99,0.90,1.70,2.03,1.70,6.03,7.80,6.02,49.9
531,14.001,0,Yes,no,Are there more square water areas than roads?,0.86,1.95,0.86,1.69,2.03,1.69,5.95,7.68,5.94,50.0
532,14.555,1,Yes,yes,Is a square grass area present?,0.83,1.95,0.82,1.69,2.03,1.69,5.88,7.58,5.88,49.8
533,15.768,1,No,no,Is the number of large buildings equal to the number of cemeterys?,0.84,1.95,0.84,1.69,2.03,1.69,5.92,7.52,5.91,49.8
534,17.498,0,10,5,How many large commercial buildings are there?,0.79,1.95,0.79,1.63,1.99,1.64,5.71,7.64,5.72,49.8
535,11.539,1,Yes,yes,Are there more roads than forests?,0.93,1.99,0.92,1.71,2.03,1.71,6.07,7.68,6.06,49.8
536,14.110,0,No,yes,Is there a forest?,0.85,2.03,0.85,1.69,2.03,1.69,5.95,7.72,5.94,49.9
537,13.094,1,No,no,Are there less residential buildings than grass areas in the image?,0.89,1.91,0.89,1.70,2.03,1.70,6.01,7.72,6.01,49.9
538,12.177,1,Yes,yes,Is there a medium commercial building?,0.96,2.03,0.95,1.72,2.03,1.71,6.14,7.80,6.13,49.8
539,12.797,0,No,yes,Are there less roads than residential buildings?,0.93,1.91,0.93,1.70,2.03,1.70,6.06,7.76,6.06,49.8
540,11.039,0,10,23,What is the number of medium residential buildings?,1.02,1.99,1.02,1.73,2.03,1.73,6.22,7.74,6.24,49.9
541,10.508,1,Yes,yes,Is there a parking?,1.00,1.99,0.99,1.72,2.03,1.72,6.19,7.72,6.19,49.8
542,12.131,1,Yes,yes,Is a small commercial building present?,0.96,1.95,0.96,1.72,2.03,1.72,6.12,7.52,6.13,49.9
543,11.025,1,Yes,yes,Is a farmland present?,0.96,1.99,0.96,1.72,2.03,1.71,6.14,7.76,6.14,49.9
544,20.304,1,Yes,yes,Is a rectangular building present in the image?,0.74,1.99,0.73,1.66,2.03,1.66,5.76,7.76,5.75,49.8
545,11.444,1,Yes,yes,Is there a grass area?,0.95,1.95,0.95,1.72,2.03,1.72,6.11,7.56,6.12,49.8
546,15.432,0,Yes,no,Are there more water areas than roads?,0.81,1.95,0.80,1.68,1.99,1.68,5.87,7.56,5.85,49.8
547,10.716,1,Yes,yes,Are there more buildings than forests?,1.00,2.03,1.00,1.72,2.03,1.72,6.19,7.68,6.18,49.8
548,14.709,1,Yes,yes,Are there more commercial buildings than water areas?,0.87,1.95,0.86,1.68,2.03,1.68,5.94,7.76,5.93,49.8
549,14.893,0,No,yes,Is a large forest present?,0.86,1.91,0.85,1.69,2.03,1.69,5.99,7.64,5.97,49.8
550,12.792,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,0.92,1.95,0.91,1.70,2.03,1.70,6.03,7.64,6.01,49.8
551,10.282,0,3,0,How many large roads are there?,1.01,1.95,1.01,1.73,2.03,1.73,6.19,7.56,6.19,49.9
552,12.637,1,No,no,Is the number of roads equal to the number of square grass areas?,0.92,1.99,0.92,1.71,1.99,1.71,6.06,7.60,6.06,49.9
553,10.605,0,No,yes,Is a square building present?,1.00,1.99,1.00,1.73,2.03,1.73,6.19,7.56,6.18,49.9
554,12.375,1,Yes,yes,Is a small grass area present?,0.94,2.11,0.94,1.71,2.03,1.71,6.10,7.72,6.09,49.9
555,13.723,1,No,no,Are there more water areas than residential buildings?,0.86,1.91,0.85,1.69,2.03,1.69,5.97,7.68,5.94,49.9
556,15.945,0,Yes,no,Is a rectangular road present?,0.82,1.99,0.81,1.68,2.03,1.68,5.87,7.48,5.86,49.8
557,19.496,1,No,no,Are there less roads than square grass areas?,0.75,1.99,0.75,1.67,1.99,1.66,5.81,7.64,5.81,49.8
558,10.557,0,1,0,What is the number of square roads?,1.01,2.03,1.00,1.73,2.03,1.73,6.22,7.76,6.21,49.8
559,13.774,0,1,0,What is the number of square commercial buildings?,0.87,1.95,0.87,1.68,1.99,1.68,5.95,7.64,5.96,49.9
560,12.486,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,0.91,1.91,0.91,1.70,2.03,1.70,6.05,7.64,6.05,49.8
561,13.311,0,2,4,What is the number of sports centres?,0.91,1.99,0.90,1.70,1.99,1.70,6.04,7.60,6.03,49.8
562,11.781,0,No,yes,Is a rectangular forest present?,0.94,1.95,0.95,1.71,2.03,1.72,6.06,7.72,6.08,50.0
563,13.562,1,Yes,yes,Are there more buildings than water areas in the image?,0.93,1.95,0.91,1.70,2.03,1.69,6.08,7.52,6.03,49.9
564,13.391,1,Yes,yes,Are there more water areas than medium buildings?,0.87,1.95,0.89,1.69,2.03,1.70,5.97,7.60,5.99,49.8
565,15.293,1,No,no,Is a circular commercial building present?,0.81,1.99,0.81,1.68,2.03,1.68,5.85,7.48,5.85,49.9
566,17.382,1,Yes,yes,Is there a rectangular residential building?,0.75,1.95,0.75,1.67,2.03,1.67,5.77,7.80,5.76,49.8
567,12.159,1,Yes,yes,Are there more forests than commercial buildings?,0.94,2.11,0.93,1.71,2.03,1.71,6.10,7.80,6.09,49.8
568,13.343,1,No,no,Is the number of medium cemeterys equal to the number of water areas?,0.88,1.95,0.88,1.69,1.99,1.69,5.98,7.68,5.98,49.8
569,13.734,1,Yes,yes,Is there a large grass area in the image?,0.86,1.95,0.86,1.68,2.03,1.68,5.93,7.80,5.94,49.8
570,13.491,0,No,yes,Is a pitch present?,0.89,1.95,0.89,1.70,1.99,1.70,6.02,7.60,6.02,49.8
571,13.724,1,No,no,Is the number of grass areas equal to the number of buildings?,0.87,1.91,0.87,1.69,2.03,1.69,5.98,7.56,5.97,49.8
572,8.999,0,2,29,How many small water areas are there?,1.10,1.95,1.10,1.75,2.07,1.75,6.35,7.92,6.35,49.8
573,12.852,1,No,no,Is the number of water areas equal to the number of roads?,0.89,1.95,0.89,1.70,2.03,1.70,5.99,7.60,5.99,50.0
574,10.592,1,No,no,Are there less commercial buildings than water areas?,1.03,2.03,1.03,1.73,2.03,1.73,6.24,7.68,6.24,50.0
575,14.495,0,Yes,no,Is a large road present?,0.83,1.91,0.83,1.69,2.03,1.69,5.93,7.60,5.93,49.9
576,13.653,1,No,no,Is the number of square commercial buildings equal to the number of residential buildings?,0.92,1.99,0.89,1.71,2.03,1.70,6.09,7.74,6.03,50.1
577,11.034,1,No,no,Is the number of medium forests equal to the number of residential buildings?,0.98,1.95,0.98,1.72,2.03,1.72,6.14,7.72,6.14,49.9
578,10.171,1,No,no,Are there less residential buildings than water areas?,1.01,1.91,1.01,1.73,2.03,1.73,6.19,7.44,6.19,49.9
579,10.655,0,0,27,What is the number of parkings?,0.99,1.91,0.99,1.73,2.03,1.72,6.19,7.50,6.18,50.0
580,9.392,1,No,no,Are there more commercial buildings than roads?,1.05,1.95,1.05,1.74,2.03,1.74,6.26,7.64,6.26,50.0
581,10.514,0,10,1,What is the amount of large residential buildings?,1.05,1.95,1.05,1.75,2.03,1.75,6.29,7.84,6.29,49.9
582,18.464,1,No,no,Are there more square water areas than medium residential buildings?,0.78,1.83,0.78,1.67,2.03,1.67,5.84,7.72,5.84,49.9
583,17.756,1,No,no,Is the number of commercial buildings at the bottom of a  parking equal to the number of forests?,0.78,1.99,0.78,1.67,2.03,1.67,5.82,7.60,5.81,50.0
584,14.014,1,No,no,Is the number of commercial buildings equal to the number of water areas in the image?,0.85,1.95,0.85,1.69,2.03,1.69,5.94,7.68,5.93,49.9
585,14.646,1,0,0,What is the amount of circular forests?,0.84,1.99,0.84,1.69,2.03,1.69,5.92,7.60,5.92,49.9
586,8.690,0,No,yes,Is there a playground?,1.11,1.95,1.12,1.75,2.03,1.76,6.33,7.54,6.36,49.9
587,16.242,0,No,yes,Is a circular building present?,0.84,1.95,0.81,1.69,2.03,1.68,5.94,7.64,5.90,49.8
588,9.946,0,Yes,no,Are there more grass areas than residential buildings?,1.02,1.91,1.01,1.73,2.03,1.73,6.23,7.60,6.22,50.0
589,13.175,1,No,no,Are there more square roads than buildings?,0.88,1.95,0.88,1.70,2.03,1.70,5.97,7.60,5.97,49.8
590,13.360,0,Yes,no,Is a medium road present?,0.90,1.95,0.89,1.70,2.03,1.70,6.03,7.72,6.02,50.0
591,9.835,1,No,no,Is the number of buildings equal to the number of roads?,1.03,1.95,1.02,1.73,2.03,1.73,6.20,7.54,6.19,49.9
592,14.974,0,Yes,no,Are there more commercial buildings than rectangular grass areas?,0.83,1.99,0.83,1.68,2.03,1.68,5.93,7.68,5.92,49.9
593,17.405,0,1,0,What is the amount of medium roads?,0.80,1.99,0.79,1.68,2.03,1.67,5.85,7.76,5.84,49.8
594,14.668,1,No,no,Is the number of water areas equal to the number of commercial buildings?,0.87,1.99,0.87,1.69,2.03,1.69,5.97,7.68,5.96,49.9
595,11.463,1,No,no,Is there a circular road in the image?,0.98,1.99,0.96,1.73,1.99,1.72,6.15,7.52,6.12,49.9
596,14.462,1,Yes,yes,Are there more residential buildings than roads?,0.86,1.99,0.85,1.69,2.03,1.69,5.95,7.52,5.93,49.8
597,9.366,0,1,0,How many circular roads are there?,1.07,1.99,1.07,1.75,2.03,1.75,6.31,7.56,6.30,49.9
598,20.284,0,No,yes,Are there less medium water areas than commercial buildings?,0.77,2.03,0.77,1.66,2.03,1.67,5.82,7.76,5.82,50.0
599,16.005,1,Yes,yes,Is there a square water area?,0.82,1.95,0.81,1.68,2.03,1.68,5.89,7.72,5.87,49.8
600,11.398,1,Rural,rural,Is it a rural or an urban area,1.00,1.95,0.99,1.74,2.03,1.73,6.19,7.76,6.19,49.9
601,13.158,1,Yes,yes,Is there a forest?,0.89,1.95,0.89,1.70,2.03,1.70,6.01,7.60,6.01,49.8
602,14.636,0,0,21,How many buildings are there?,0.84,2.03,0.84,1.69,2.03,1.69,5.94,7.80,5.94,49.8
603,11.973,0,1,170,What is the number of forests?,0.95,1.91,0.98,1.71,2.03,1.73,6.12,7.62,6.18,49.8
604,11.025,0,2,0,What is the amount of large roads?,0.99,1.99,0.98,1.73,2.07,1.72,6.20,8.08,6.19,49.9
605,11.400,1,Yes,yes,Is a grass area present?,0.96,1.95,0.95,1.71,2.03,1.71,6.10,7.84,6.09,50.0
606,11.273,0,10,15,What is the number of residential buildings?,1.05,2.07,1.03,1.74,2.03,1.74,6.30,7.70,6.27,50.0
607,11.768,1,Yes,yes,Is a water area present?,0.92,1.87,0.92,1.71,2.03,1.70,6.07,7.64,6.07,49.8
608,11.746,0,2,23,What is the number of water areas?,0.94,2.03,0.93,1.71,2.03,1.71,6.09,7.84,6.09,49.9
609,9.258,1,Yes,yes,Is there a road?,1.03,1.91,1.03,1.73,2.03,1.73,6.26,7.68,6.26,49.8
610,18.532,1,Yes,yes,Are there less commercial buildings than water areas?,0.79,1.95,0.77,1.68,2.03,1.67,5.84,7.64,5.80,49.8
611,12.034,0,2,182,What is the number of roads?,0.94,1.91,0.94,1.71,2.03,1.71,6.09,7.68,6.09,49.8
612,10.593,0,No,yes,Is a rectangular commercial building present?,0.98,1.95,0.99,1.72,1.99,1.73,6.16,7.60,6.17,49.8
613,10.569,1,No,no,Are there more buildings than forests?,1.01,1.95,0.99,1.73,2.03,1.72,6.18,7.60,6.13,50.0
614,12.358,1,No,no,Is the number of roads equal to the number of commercial buildings?,0.90,1.83,0.90,1.70,1.99,1.70,6.04,7.62,6.04,49.8
615,14.396,0,0,6,What is the number of commercial buildings?,0.87,1.95,0.86,1.68,1.99,1.68,5.95,7.52,5.95,49.9
616,17.177,1,Yes,yes,Are there less buildings than roads?,0.77,1.95,0.76,1.67,1.99,1.67,5.79,7.52,5.79,49.7
617,15.809,0,No,yes,Is there a residential building?,0.83,1.95,0.82,1.69,1.99,1.68,5.88,7.32,5.87,49.8
618,8.833,0,4,17,What is the amount of small water areas?,1.03,1.95,1.03,1.74,2.03,1.74,6.19,7.72,6.19,49.8
