question_id,latency_sec,correct,model_response,ground_truth,question_text,avg_cpu_gpu_cv_w,max_cpu_gpu_cv_w,integrated_cpu_gpu_cv_w,avg_vdd_soc_w,max_vdd_soc_w,integrated_vdd_soc_w,avg_vdd_in_w,max_vdd_in_w,integrated_vdd_in_w,max_gpu_temp_c
408,8.596,0,10,7,What is the number of farmlands in the image?,1.77,1.87,1.77,1.97,2.11,1.97,7.33,7.76,7.34,51.8
409,8.823,1,Yes,yes,Is there a farmland?,1.77,1.99,1.77,1.97,2.11,1.97,7.34,7.80,7.34,51.7
411,8.970,0,10,4,How many grass areas are there?,1.78,2.15,1.78,1.97,2.19,1.97,7.36,8.28,7.36,51.8
415,6.818,1,Yes,yes,Are there less forests than roads?,1.72,1.87,1.72,1.94,2.11,1.94,7.23,7.72,7.23,51.7
412,8.723,1,Yes,yes,Is there a grass area?,1.77,1.99,1.77,1.96,2.15,1.97,7.34,8.08,7.34,51.7
414,8.717,0,Yes,no,Is there a water area on the left of a  road?,1.77,1.99,1.77,1.96,2.15,1.97,7.34,8.08,7.34,51.7
413,8.878,1,Yes,yes,Is there a nature reserve?,1.78,2.11,1.78,1.97,2.15,1.97,7.36,8.08,7.36,51.7
418,9.001,1,Yes,yes,Is a rectangular farmland present in the image?,1.75,1.99,1.76,1.95,2.11,1.95,7.30,7.76,7.30,51.8
419,8.982,0,10,2,How many medium forests are there?,1.76,1.99,1.76,1.96,2.11,1.96,7.30,7.80,7.31,51.8
416,8.990,1,No,no,Is a square road present?,1.76,1.99,1.76,1.95,2.11,1.95,7.30,7.76,7.30,51.8
417,9.169,0,Yes,no,Is a medium road present?,1.77,2.11,1.77,1.96,2.11,1.96,7.31,7.92,7.31,51.7
420,5.596,0,Yes,no,Are there more farmlands than roads?,1.71,1.87,1.71,1.93,2.11,1.93,7.18,7.72,7.19,51.8
423,8.817,0,1,0,What is the amount of large roads?,1.78,1.95,1.78,1.97,2.15,1.97,7.36,8.04,7.37,51.8
422,8.870,1,No,no,Is the number of farmlands equal to the number of water areas in the image?,1.77,1.95,1.77,1.97,2.15,1.97,7.36,8.04,7.36,51.8
421,9.252,0,1000,0,What is the amount of circular farmlands?,1.79,2.11,1.79,1.98,2.15,1.98,7.39,8.20,7.39,51.8
427,5.517,1,Yes,yes,Is there a orchard?,1.72,1.95,1.73,1.92,2.07,1.92,7.17,7.72,7.18,51.6
425,8.507,0,Yes,no,Are there more water areas than forests?,1.77,1.95,1.78,1.97,2.15,1.97,7.34,8.00,7.34,51.7
426,8.733,0,1,0,What is the number of medium water areas?,1.77,1.95,1.78,1.97,2.15,1.97,7.35,8.00,7.35,51.7
424,8.695,1,Yes,yes,Is a large forest present?,1.78,1.95,1.78,1.97,2.15,1.97,7.35,8.00,7.35,51.7
428,9.049,0,Yes,no,Are there less roads than rectangular grass areas?,1.78,2.03,1.78,1.97,2.11,1.97,7.35,7.80,7.35,51.8
430,9.013,0,Yes,no,Is a square farmland present?,1.79,2.03,1.79,1.97,2.11,1.97,7.35,7.80,7.35,51.8
431,9.056,0,10,0,What is the amount of rectangular roads?,1.78,2.03,1.78,1.97,2.11,1.97,7.34,7.80,7.35,51.8
429,9.806,0,1000,2,What is the number of nature reserves?,1.81,2.27,1.81,1.98,2.27,1.98,7.41,8.60,7.41,51.8
433,5.736,0,Yes,no,Are there less roads at the bottom of the  water area than farmlands?,1.74,1.99,1.74,1.92,2.07,1.92,7.18,7.72,7.18,51.7
435,9.266,0,Yes,no,Is a small water area present?,1.80,2.03,1.80,1.96,2.15,1.96,7.37,8.08,7.38,51.7
434,9.653,1,Yes,yes,Are there more roads than nature reserves?,1.81,2.03,1.81,1.97,2.15,1.97,7.38,8.08,7.38,51.8
432,9.610,0,Yes,no,Are there more grass areas than roads?,1.82,2.07,1.82,1.97,2.15,1.97,7.39,8.08,7.39,51.9
437,6.903,0,Yes,no,Are there less roads than farmlands?,1.72,1.87,1.72,1.95,2.11,1.95,7.25,7.72,7.25,51.7
436,8.936,0,Yes,no,Are there more water areas than roads?,1.76,1.99,1.76,1.97,2.15,1.97,7.34,8.04,7.34,51.8
438,8.908,0,Yes,no,Are there less medium grass areas than small water areas?,1.76,1.99,1.76,1.97,2.15,1.97,7.34,8.00,7.34,51.8
439,9.099,0,Yes,no,Are there more small farmlands than water areas?,1.77,2.07,1.77,1.97,2.15,1.97,7.35,8.00,7.36,51.8
440,5.497,0,Yes,no,Is a rectangular road present?,1.72,1.87,1.72,1.93,2.11,1.93,7.19,7.76,7.20,51.8
441,8.481,0,Yes,no,Is there a circular road?,1.78,1.99,1.78,1.97,2.15,1.97,7.37,8.04,7.37,51.7
442,8.662,1,Yes,yes,Is a large water area present?,1.78,1.95,1.78,1.97,2.15,1.97,7.38,8.04,7.38,51.8
443,8.908,0,10,0,How many small water areas are there?,1.78,2.07,1.78,1.98,2.15,1.98,7.39,8.08,7.39,51.7
447,6.803,1,Yes,yes,Are there more roads than farmlands?,1.74,1.87,1.74,1.95,2.11,1.95,7.26,7.72,7.26,51.7
444,8.847,0,Yes,no,Is a rectangular water area present?,1.77,1.99,1.77,1.97,2.15,1.97,7.36,8.04,7.36,51.7
446,8.864,1,Yes,yes,Are there more roads than small forests?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.36,51.7
445,9.003,1,Yes,yes,Are there more nature reserves than water areas?,1.79,2.11,1.79,1.98,2.15,1.98,7.38,8.00,7.38,51.7
450,7.033,0,Yes,no,Is a circular water area present?,1.75,1.99,1.75,1.94,2.07,1.94,7.26,7.76,7.27,51.7
451,8.928,1,Yes,yes,Are there less water areas than roads?,1.78,1.99,1.78,1.96,2.15,1.96,7.35,8.00,7.35,51.7
448,8.898,1,1,1,What is the number of rectangular forests?,1.79,1.99,1.79,1.97,2.15,1.97,7.36,8.00,7.36,51.7
449,9.113,1,No,no,Is the number of water areas equal to the number of roads?,1.79,2.07,1.79,1.96,2.15,1.96,7.35,8.00,7.35,51.7
454,7.218,0,Yes,no,Are there more water areas than farmlands?,1.74,2.03,1.75,1.95,2.11,1.95,7.28,7.76,7.28,51.7
455,9.253,0,1,0,How many rectangular water areas are there?,1.78,2.03,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.7
452,9.638,0,10,0,How many medium farmlands are there in the image?,1.79,2.07,1.79,1.97,2.15,1.97,7.38,8.04,7.38,51.8
453,9.630,1,Yes,yes,Are there less farmlands than roads?,1.79,2.07,1.79,1.97,2.15,1.97,7.38,8.04,7.38,51.7
457,5.620,0,Yes,no,Is there a road on the right of the  water area?,1.71,1.87,1.72,1.93,2.11,1.93,7.17,7.72,7.18,51.7
456,8.638,1,No,no,Is the number of water areas equal to the number of medium nature reserves?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.35,51.7
458,8.837,0,Yes,no,Are there less roads than water areas?,1.78,1.99,1.78,1.97,2.15,1.97,7.36,8.08,7.36,51.7
459,8.797,0,Yes,no,Is there a small nature reserve?,1.78,1.99,1.78,1.97,2.15,1.97,7.37,8.04,7.37,51.7
463,7.000,1,Yes,yes,Are there more water areas than medium roads?,1.75,1.95,1.75,1.94,2.07,1.94,7.26,7.72,7.26,51.7
461,8.909,1,Yes,yes,Are there less water areas than forests?,1.77,1.99,1.77,1.96,2.15,1.96,7.33,8.00,7.33,51.7
462,8.890,1,Yes,yes,Are there more roads than forests?,1.78,1.99,1.78,1.96,2.15,1.96,7.34,8.00,7.34,51.7
460,9.615,0,1000,4,What is the amount of large grass areas?,1.80,2.15,1.81,1.97,2.19,1.97,7.39,8.36,7.39,51.8
465,9.268,1,No,no,Is the number of water areas equal to the number of farmlands?,1.77,1.99,1.77,1.95,2.11,1.95,7.29,7.72,7.29,51.7
467,9.265,0,Yes,no,Are there less roads than circular farmlands?,1.77,1.99,1.77,1.95,2.11,1.95,7.29,7.76,7.30,51.7
464,9.645,0,100,0,How many square roads are there?,1.78,2.07,1.78,1.95,2.11,1.95,7.31,7.88,7.31,51.7
466,9.607,0,Yes,no,Is the number of roads equal to the number of water areas in the image?,1.78,2.11,1.78,1.95,2.11,1.95,7.32,8.08,7.32,51.8
470,4.334,0,No,yes,Are there more forests than water areas in the image?,1.71,1.99,1.72,1.89,2.07,1.89,7.09,7.72,7.09,51.6
469,9.151,0,Yes,no,Is there a circular grass area in the image?,1.79,1.99,1.79,1.97,2.15,1.97,7.36,8.00,7.37,51.8
468,9.109,1,Yes,yes,Is a water area next to a  road present?,1.80,1.99,1.80,1.97,2.15,1.97,7.37,8.00,7.37,51.7
471,9.150,1,Yes,yes,Is a road next to a  farmland present?,1.80,1.99,1.80,1.97,2.15,1.97,7.37,8.00,7.37,51.8
474,7.079,0,Yes,no,Are there less farmlands than water areas?,1.75,2.03,1.75,1.96,2.11,1.96,7.30,7.72,7.30,51.8
475,9.148,0,Yes,no,Is a square orchard present?,1.79,2.03,1.79,1.98,2.15,1.98,7.38,8.12,7.39,51.9
473,9.141,1,Yes,yes,Is a large grass area present?,1.79,2.03,1.79,1.98,2.15,1.98,7.39,8.12,7.39,51.7
472,9.298,0,1,0,How many square water areas are there?,1.80,2.07,1.80,1.98,2.15,1.98,7.40,8.12,7.40,51.8
476,6.122,0,Yes,no,Are there more circular roads than water areas?,1.74,2.03,1.75,1.92,2.11,1.92,7.20,7.72,7.20,51.8
478,9.033,0,Yes,no,Are there more rectangular nature reserves than forests?,1.79,2.03,1.79,1.96,2.11,1.96,7.33,7.96,7.33,51.8
479,9.251,0,Yes,no,Is there a square grass area?,1.79,2.03,1.79,1.96,2.11,1.96,7.34,7.96,7.34,51.8
477,9.215,1,No,no,Is the number of farmlands equal to the number of roads?,1.80,2.03,1.80,1.96,2.11,1.96,7.35,7.96,7.35,51.8
481,5.681,1,No,no,Is the number of rectangular orchards equal to the number of roads?,1.73,1.95,1.73,1.93,2.07,1.93,7.19,7.72,7.19,51.8
482,9.183,1,Yes,yes,Are there less water areas than farmlands?,1.79,2.03,1.79,1.97,2.15,1.97,7.36,8.04,7.37,51.7
483,9.578,1,No,no,Is the number of grass areas equal to the number of roads?,1.80,2.07,1.80,1.97,2.15,1.97,7.37,8.04,7.38,51.8
480,10.109,0,1000,0,What is the amount of small forests?,1.82,2.15,1.82,1.98,2.19,1.98,7.42,8.28,7.42,51.8
486,5.458,1,No,no,Is the number of nature reserves equal to the number of water areas?,1.70,1.87,1.71,1.94,2.11,1.94,7.19,7.76,7.20,51.7
487,9.364,0,1,0,What is the number of square forests?,1.79,2.07,1.79,1.98,2.15,1.98,7.37,8.00,7.37,51.8
485,9.422,0,Yes,no,Is a water area at the top of a  road present?,1.79,2.07,1.79,1.97,2.15,1.97,7.36,8.00,7.37,51.7
484,9.414,0,10,0,What is the amount of roads next to a  small nature reserve?,1.79,2.07,1.79,1.98,2.15,1.98,7.38,8.00,7.38,51.8
490,8.827,1,No,no,Is the number of water areas equal to the number of forests?,1.75,2.03,1.75,1.97,2.11,1.97,7.33,7.72,7.33,51.8
491,9.246,1,No,no,Is the number of grass areas equal to the number of rectangular roads?,1.77,2.11,1.77,1.97,2.11,1.97,7.35,7.97,7.35,51.7
489,9.235,1,Yes,yes,Are there more roads than circular water areas?,1.77,2.11,1.77,1.97,2.11,1.97,7.35,7.96,7.35,51.7
488,9.257,0,10,0,How many square grass areas are there?,1.77,2.11,1.77,1.97,2.11,1.97,7.35,8.04,7.35,51.7
492,7.282,1,Yes,yes,Are there more farmlands than water areas in the image?,1.74,2.03,1.74,1.95,2.11,1.95,7.26,7.68,7.27,51.7
494,9.317,0,Yes,no,Is a water area at the bottom of a  forest present?,1.78,2.03,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.7
495,9.311,0,2,0,What is the number of water areas on the left of a  farmland?,1.78,2.03,1.78,1.97,2.15,1.97,7.35,8.04,7.36,51.8
493,9.484,1,No,no,Is the number of square grass areas equal to the number of farmlands?,1.79,2.07,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.7
496,9.046,0,10,0,What is the amount of roads at the bottom of a  medium water area?,1.76,1.99,1.76,1.97,2.11,1.97,7.32,7.72,7.32,51.7
497,9.030,1,No,no,Is the number of roads equal to the number of forests?,1.76,1.99,1.76,1.96,2.11,1.96,7.31,7.72,7.32,51.7
498,9.062,0,2,0,How many large water areas on the right of a  circular forest are there in the image?,1.76,1.99,1.76,1.97,2.11,1.97,7.31,7.72,7.32,51.7
499,9.450,0,10,0,What is the number of roads on the right of the  water area?,1.77,2.19,1.77,1.97,2.15,1.97,7.34,8.28,7.34,51.8
500,9.000,1,Urban,urban,Is it a rural or an urban area,1.78,1.99,1.78,1.96,2.11,1.96,7.34,7.76,7.35,51.7
503,9.319,0,100,984,What is the amount of roads in the image?,1.78,1.99,1.78,1.96,2.11,1.96,7.35,7.81,7.35,51.8
501,9.303,1,Yes,yes,Is there a residential building?,1.78,1.99,1.78,1.96,2.11,1.96,7.35,7.85,7.35,51.7
502,9.888,0,1000,6891,What is the number of residential buildings?,1.81,2.23,1.81,1.98,2.23,1.98,7.41,8.56,7.41,51.8
507,5.388,1,Yes,yes,Is there a rectangular commercial building?,1.71,1.91,1.72,1.94,2.11,1.94,7.20,7.76,7.20,51.7
504,9.316,1,Yes,yes,Is a medium water area present?,1.80,2.03,1.80,1.98,2.15,1.98,7.39,8.08,7.39,51.7
506,9.313,0,10,295,What is the number of grass areas?,1.80,2.03,1.80,1.98,2.15,1.98,7.40,8.08,7.40,51.8
505,9.658,0,100,44,How many commercial buildings are there in the image?,1.81,2.11,1.81,1.98,2.15,1.98,7.41,8.20,7.42,51.8
510,6.631,1,Yes,yes,Is a building present?,1.73,1.87,1.73,1.96,2.11,1.96,7.27,7.76,7.27,51.8
508,8.914,1,Yes,yes,Is a commercial building present?,1.78,1.99,1.78,1.99,2.15,1.99,7.39,8.04,7.40,51.7
511,8.956,0,10,40,What is the number of water areas?,1.78,1.99,1.78,1.98,2.15,1.98,7.38,8.08,7.39,51.8
509,8.962,0,10,48,How many medium forests are there?,1.78,1.99,1.78,1.98,2.15,1.98,7.38,8.04,7.38,51.7
513,8.653,0,1,178,How many forests are there?,1.74,1.99,1.74,1.96,2.11,1.96,7.31,7.76,7.31,51.7
512,9.034,0,Yes,no,Are there more water areas than commercial buildings?,1.76,2.07,1.76,1.97,2.11,1.96,7.33,7.96,7.33,51.7
514,9.068,0,100,4,What is the amount of scrubs?,1.76,2.07,1.76,1.96,2.11,1.96,7.32,7.96,7.32,51.7
515,9.282,0,100,38,How many farmlands are there?,1.76,2.15,1.76,1.97,2.15,1.97,7.34,8.16,7.34,51.7
519,6.979,1,Yes,yes,Is a small road present?,1.73,1.87,1.74,1.95,2.11,1.95,7.27,7.76,7.27,51.7
518,8.891,0,3,8,What is the number of large water areas?,1.77,1.99,1.77,1.96,2.15,1.96,7.34,8.04,7.34,51.8
516,9.651,0,10,50,What is the number of rectangular grass areas?,1.79,2.07,1.79,1.97,2.15,1.97,7.38,8.04,7.38,51.7
517,9.636,0,100,91,What is the amount of medium grass areas?,1.79,2.07,1.79,1.97,2.15,1.97,7.39,8.04,7.39,51.8
521,4.460,1,Yes,yes,Is there a water area?,1.72,1.99,1.72,1.89,2.07,1.89,7.07,7.68,7.07,51.7
523,8.738,1,Yes,yes,Are there more buildings than parkings?,1.80,1.99,1.80,1.96,2.15,1.96,7.35,8.04,7.35,51.8
520,8.796,1,Yes,yes,Is there a road?,1.78,1.99,1.79,1.96,2.15,1.96,7.34,8.08,7.34,51.7
522,8.789,1,No,no,Is the number of farmlands equal to the number of water areas?,1.79,1.99,1.79,1.96,2.15,1.96,7.34,8.04,7.34,51.8
526,8.908,0,Yes,no,Are there more water areas than buildings?,1.76,2.03,1.76,1.97,2.11,1.97,7.33,7.72,7.33,51.8
527,8.898,1,Yes,yes,Is a large commercial building present?,1.76,1.99,1.76,1.97,2.11,1.97,7.33,7.72,7.33,51.8
525,9.249,0,Yes,no,Is there a large road on the left of a  road?,1.78,2.11,1.78,1.97,2.11,1.97,7.35,8.12,7.35,51.8
524,9.292,0,100,6998,How many buildings are there?,1.77,2.15,1.77,1.97,2.15,1.97,7.36,8.20,7.36,51.8
530,7.117,0,Yes,no,Are there less buildings than grass areas?,1.75,1.99,1.75,1.94,2.07,1.94,7.25,7.72,7.25,51.8
531,9.030,0,Yes,no,Are there more square water areas than roads?,1.78,1.99,1.78,1.96,2.15,1.96,7.34,8.08,7.34,51.7
528,9.040,1,No,no,Is the number of residential buildings equal to the number of village greens?,1.78,1.99,1.78,1.96,2.15,1.96,7.34,8.08,7.34,51.8
529,9.203,1,Yes,yes,Are there less water areas than buildings?,1.79,2.07,1.79,1.96,2.15,1.96,7.35,8.04,7.35,51.7
532,5.704,1,Yes,yes,Is a square grass area present?,1.74,2.03,1.74,1.93,2.11,1.93,7.21,7.76,7.21,51.8
535,9.038,1,Yes,yes,Are there more roads than forests?,1.79,2.03,1.79,1.97,2.15,1.97,7.36,8.04,7.37,51.8
533,8.989,1,No,no,Is the number of large buildings equal to the number of cemeterys?,1.79,2.03,1.79,1.98,2.15,1.98,7.38,8.04,7.38,51.8
534,9.410,0,1000,5,How many large commercial buildings are there?,1.80,2.07,1.80,1.98,2.19,1.98,7.40,8.20,7.40,51.8
539,5.426,1,Yes,yes,Are there less roads than residential buildings?,1.72,1.91,1.72,1.94,2.11,1.94,7.21,7.84,7.22,51.8
536,8.971,1,Yes,yes,Is there a forest?,1.79,2.07,1.79,1.97,2.15,1.97,7.37,8.00,7.38,51.9
537,9.334,0,Yes,no,Are there less residential buildings than grass areas in the image?,1.80,2.07,1.80,1.97,2.15,1.97,7.39,8.04,7.39,51.8
538,9.310,1,Yes,yes,Is there a medium commercial building?,1.80,2.07,1.80,1.98,2.15,1.98,7.40,8.00,7.40,51.9
543,8.317,1,Yes,yes,Is a farmland present?,1.75,1.87,1.76,1.96,2.11,1.96,7.30,7.76,7.31,51.8
541,8.739,1,Yes,yes,Is there a parking?,1.76,2.03,1.76,1.96,2.11,1.96,7.32,7.92,7.32,51.9
542,8.695,1,Yes,yes,Is a small commercial building present?,1.77,2.03,1.77,1.96,2.11,1.96,7.33,7.92,7.33,51.9
540,9.138,0,1000,23,What is the number of medium residential buildings?,1.78,2.15,1.78,1.97,2.19,1.97,7.36,8.32,7.36,51.9
544,7.081,0,No,yes,Is a rectangular building present in the image?,1.76,2.03,1.76,1.95,2.11,1.95,7.29,7.76,7.30,51.8
547,9.116,1,Yes,yes,Are there more buildings than forests?,1.79,2.03,1.79,1.98,2.15,1.98,7.39,8.12,7.40,51.8
545,9.083,1,Yes,yes,Is there a grass area?,1.80,2.03,1.80,1.98,2.15,1.98,7.40,8.08,7.40,51.8
546,9.279,0,Yes,no,Are there more water areas than roads?,1.80,2.07,1.80,1.98,2.15,1.98,7.40,8.08,7.40,51.9
548,6.900,1,Yes,yes,Are there more commercial buildings than water areas?,1.74,1.87,1.74,1.95,2.11,1.95,7.25,7.76,7.26,51.9
551,8.814,0,2,0,How many large roads are there?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.35,51.8
549,8.806,1,Yes,yes,Is a large forest present?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.35,51.9
550,8.967,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,1.78,2.11,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.9
554,7.040,1,Yes,yes,Is a small grass area present?,1.74,1.91,1.74,1.96,2.11,1.96,7.29,7.76,7.29,51.8
553,9.046,1,Yes,yes,Is a square building present?,1.78,2.03,1.78,1.97,2.15,1.98,7.37,8.04,7.37,51.8
555,9.060,0,Yes,no,Are there more water areas than residential buildings?,1.78,1.99,1.78,1.98,2.15,1.98,7.38,8.04,7.38,51.9
552,9.256,1,No,no,Is the number of roads equal to the number of square grass areas?,1.79,2.03,1.79,1.98,2.15,1.98,7.38,8.04,7.38,51.9
556,9.151,0,Yes,no,Is a rectangular road present?,1.77,1.95,1.77,1.96,2.11,1.96,7.34,7.76,7.34,51.9
557,9.114,0,Yes,no,Are there less roads than square grass areas?,1.78,1.95,1.78,1.96,2.11,1.96,7.35,7.76,7.35,51.8
558,9.153,0,100,0,What is the number of square roads?,1.78,1.95,1.78,1.96,2.11,1.96,7.34,7.76,7.35,51.9
559,9.355,0,100,0,What is the number of square commercial buildings?,1.78,1.99,1.78,1.96,2.11,1.96,7.35,7.76,7.35,51.8
560,9.366,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,1.78,1.99,1.79,1.95,2.11,1.95,7.33,7.80,7.33,51.9
561,9.366,0,10,4,What is the number of sports centres?,1.79,1.99,1.79,1.95,2.11,1.95,7.33,7.76,7.33,51.8
563,9.360,1,Yes,yes,Are there more buildings than water areas in the image?,1.79,1.99,1.79,1.95,2.11,1.95,7.34,7.80,7.34,51.9
562,9.516,1,Yes,yes,Is a rectangular forest present?,1.80,2.03,1.80,1.96,2.11,1.96,7.35,7.80,7.35,51.8
566,7.132,1,Yes,yes,Is there a rectangular residential building?,1.75,2.03,1.75,1.95,2.11,1.95,7.27,7.72,7.27,51.8
567,9.191,1,Yes,yes,Are there more forests than commercial buildings?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.39,51.9
564,9.190,1,Yes,yes,Are there more water areas than medium buildings?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.38,51.9
565,9.352,0,Yes,no,Is a circular commercial building present?,1.80,2.03,1.80,1.97,2.15,1.97,7.39,8.08,7.39,51.9
570,5.495,1,Yes,yes,Is a pitch present?,1.70,1.87,1.70,1.94,2.11,1.94,7.18,7.76,7.19,51.9
571,9.027,1,No,no,Is the number of grass areas equal to the number of buildings?,1.78,2.07,1.78,1.97,2.15,1.98,7.36,8.04,7.37,52.0
568,9.436,1,No,no,Is the number of medium cemeterys equal to the number of water areas?,1.78,2.07,1.78,1.97,2.15,1.97,7.37,8.04,7.37,51.9
569,9.391,1,Yes,yes,Is there a large grass area in the image?,1.80,2.07,1.80,1.97,2.15,1.97,7.38,8.04,7.38,52.0
575,6.667,0,Yes,no,Is a large road present?,1.72,1.87,1.72,1.95,2.07,1.95,7.24,7.72,7.24,51.9
573,8.535,0,Yes,no,Is the number of water areas equal to the number of roads?,1.76,1.99,1.76,1.97,2.15,1.97,7.34,8.08,7.34,51.9
574,8.533,0,Yes,no,Are there less commercial buildings than water areas?,1.76,1.99,1.76,1.97,2.15,1.97,7.34,8.08,7.34,51.9
572,8.902,0,10,29,How many small water areas are there?,1.78,2.15,1.78,1.98,2.15,1.98,7.38,8.20,7.38,51.9
578,7.209,0,Yes,no,Are there less residential buildings than water areas?,1.75,2.03,1.76,1.95,2.11,1.95,7.29,7.72,7.29,51.9
577,9.238,1,No,no,Is the number of medium forests equal to the number of residential buildings?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.9
576,9.426,1,No,no,Is the number of square commercial buildings equal to the number of residential buildings?,1.79,2.07,1.79,1.97,2.15,1.97,7.38,8.04,7.38,51.9
579,9.855,0,1000,27,What is the number of parkings?,1.80,2.15,1.80,1.98,2.15,1.98,7.40,8.24,7.40,51.9
582,5.780,0,Yes,no,Are there more square water areas than medium residential buildings?,1.73,2.03,1.73,1.93,2.11,1.93,7.19,7.72,7.19,51.9
583,8.687,1,No,no,Is the number of commercial buildings at the bottom of a  parking equal to the number of forests?,1.78,2.03,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.9
580,8.900,0,Yes,no,Are there more commercial buildings than roads?,1.79,2.03,1.79,1.97,2.15,1.97,7.36,8.04,7.36,51.9
581,9.488,0,1000,1,What is the amount of large residential buildings?,1.80,2.11,1.80,1.98,2.23,1.98,7.41,8.36,7.41,52.0
584,5.822,1,No,no,Is the number of commercial buildings equal to the number of water areas in the image?,1.74,1.99,1.74,1.92,2.07,1.92,7.18,7.72,7.18,51.9
585,9.050,0,10,0,What is the amount of circular forests?,1.78,1.99,1.78,1.97,2.15,1.97,7.35,8.08,7.35,52.0
586,8.988,1,Yes,yes,Is there a playground?,1.79,1.99,1.79,1.97,2.15,1.97,7.37,8.04,7.37,52.0
587,8.966,0,No,yes,Is a circular building present?,1.79,1.99,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.9
590,5.723,0,Yes,no,Is a medium road present?,1.74,2.03,1.74,1.93,2.11,1.93,7.21,7.76,7.22,51.9
589,8.622,0,Yes,no,Are there more square roads than buildings?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.04,7.37,52.0
591,8.844,1,No,no,Is the number of buildings equal to the number of roads?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.9
588,8.802,0,Yes,no,Are there more grass areas than residential buildings?,1.80,2.03,1.80,1.97,2.15,1.97,7.38,8.04,7.38,52.0
595,7.154,0,Yes,no,Is there a circular road in the image?,1.75,2.03,1.75,1.95,2.11,1.95,7.28,7.72,7.29,51.9
592,9.223,0,Yes,no,Are there more commercial buildings than rectangular grass areas?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.04,7.38,51.9
594,9.574,1,No,no,Is the number of water areas equal to the number of commercial buildings?,1.80,2.07,1.80,1.98,2.15,1.97,7.39,8.04,7.39,52.0
593,9.993,0,1000,0,What is the amount of medium roads?,1.81,2.11,1.81,1.98,2.15,1.98,7.42,8.20,7.42,52.0
598,7.101,1,Yes,yes,Are there less medium water areas than commercial buildings?,1.75,1.99,1.76,1.94,2.07,1.94,7.25,7.72,7.26,51.9
599,8.988,1,Yes,yes,Is there a square water area?,1.79,1.99,1.79,1.96,2.15,1.96,7.35,8.08,7.35,52.1
596,8.994,1,Yes,yes,Are there more residential buildings than roads?,1.79,1.99,1.79,1.96,2.15,1.96,7.35,8.08,7.35,52.0
597,9.163,0,3,0,How many circular roads are there?,1.79,2.03,1.79,1.96,2.15,1.96,7.34,8.08,7.35,52.0
601,7.077,1,Yes,yes,Is there a forest?,1.75,2.03,1.75,1.95,2.11,1.95,7.28,7.72,7.29,52.0
602,9.130,0,0,21,How many buildings are there?,1.79,2.03,1.79,1.97,2.15,1.97,7.39,8.08,7.39,52.0
600,9.493,1,Rural,rural,Is it a rural or an urban area,1.80,2.07,1.80,1.98,2.15,1.98,7.41,8.08,7.41,51.9
603,10.020,0,1000,170,What is the number of forests?,1.82,2.11,1.82,1.99,2.19,1.99,7.46,8.28,7.46,52.0
605,6.734,1,Yes,yes,Is a grass area present?,1.75,1.91,1.75,1.96,2.11,1.96,7.27,7.76,7.28,51.9
604,8.767,1,0,0,What is the amount of large roads?,1.79,1.99,1.79,1.98,2.15,1.98,7.38,8.08,7.39,51.9
607,8.950,1,Yes,yes,Is a water area present?,1.80,1.99,1.80,1.98,2.15,1.98,7.39,8.08,7.39,52.0
606,9.196,0,100,15,What is the number of residential buildings?,1.80,2.11,1.80,1.98,2.15,1.98,7.40,8.08,7.40,51.9
611,8.785,0,10,182,What is the number of roads?,1.77,1.95,1.77,1.97,2.11,1.97,7.34,7.76,7.34,51.9
609,8.768,0,No,yes,Is there a road?,1.77,1.95,1.77,1.97,2.11,1.97,7.35,7.76,7.35,52.0
608,9.011,0,1,23,What is the number of water areas?,1.77,1.95,1.78,1.97,2.11,1.97,7.35,7.76,7.35,51.9
610,8.980,1,Yes,yes,Are there less commercial buildings than water areas?,1.78,1.99,1.78,1.97,2.11,1.97,7.35,7.80,7.36,52.0
612,9.331,0,No,yes,Is a rectangular commercial building present?,1.79,2.07,1.79,1.97,2.11,1.97,7.36,7.76,7.36,52.0
613,9.634,0,Yes,no,Are there more buildings than forests?,1.79,2.11,1.79,1.97,2.11,1.97,7.37,7.78,7.37,52.0
615,9.632,0,100,6,What is the number of commercial buildings?,1.80,2.11,1.80,1.97,2.11,1.97,7.37,7.81,7.37,52.0
