question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens,prompt_cache_mb
504,Qwen2.5-VL-3B,,699.18,72.12,771.30,0.785,122,2,124,1,Yes,yes,Is a medium water area present?,5.13,5.52,11.92,59.2,8.33,0.0683,4.1646,0.0672,5551,2056,400,0.0000,0,0.00
505,Qwen2.5-VL-3B,,699.92,211.68,911.59,0.926,125,4,129,0,100,44,How many commercial buildings are there in the image?,5.29,5.56,12.09,59.4,10.89,0.0871,2.7214,0.0844,5551,2056,400,0.0000,0,0.00
506,Qwen2.5-VL-3B,,699.47,142.94,842.41,0.856,123,3,126,0,10,295,What is the number of grass areas?,5.05,5.56,11.81,59.2,9.41,0.0765,3.1369,0.0747,5551,2056,400,0.0000,0,0.00
507,Qwen2.5-VL-3B,,699.44,72.61,772.05,0.786,122,2,124,1,Yes,yes,Is there a rectangular commercial building?,5.10,5.44,11.89,59.2,8.31,0.0681,4.1530,0.0670,5551,2056,400,0.0000,0,0.00
508,Qwen2.5-VL-3B,,699.35,72.14,771.50,0.785,121,2,123,1,Yes,yes,Is a commercial building present?,5.16,5.32,12.01,59.0,8.41,0.0695,4.2063,0.0684,5551,2056,400,0.0000,0,0.00
509,Qwen2.5-VL-3B,,699.21,142.87,842.08,0.856,122,3,125,0,10,48,How many medium forests are there?,5.28,5.52,12.05,59.1,9.63,0.0789,3.2105,0.0771,5551,2056,400,0.0000,0,0.00
510,Qwen2.5-VL-3B,,698.97,72.13,771.10,0.785,120,2,122,1,Yes,yes,Is a building present?,5.12,5.36,11.92,59.0,8.34,0.0695,4.1720,0.0684,5551,2056,400,0.0000,0,0.00
511,Qwen2.5-VL-3B,,698.96,72.50,771.46,0.786,123,2,125,0,3,40,What is the number of water areas?,5.22,5.48,12.08,59.1,8.47,0.0688,4.2342,0.0677,5551,2056,400,0.0000,0,0.00
512,Qwen2.5-VL-3B,,700.27,72.08,772.35,0.786,124,2,126,0,Yes,no,Are there more water areas than commercial buildings?,5.22,5.48,12.05,59.1,8.43,0.0680,4.2161,0.0669,5551,2056,400,0.0000,0,0.00
513,Qwen2.5-VL-3B,,699.53,277.95,977.48,0.991,121,5,126,0,1000,178,How many forests are there?,5.30,5.52,12.08,59.1,10.87,0.0898,2.1739,0.0863,5551,2056,400,0.0000,0,0.00
514,Qwen2.5-VL-3B,,699.74,210.46,910.20,0.924,123,4,127,0,100,4,What is the amount of scrubs?,5.34,5.56,12.29,59.1,11.06,0.0899,2.7640,0.0871,5551,2056,400,0.0000,0,0.00
515,Qwen2.5-VL-3B,,699.20,278.09,977.28,0.991,123,5,128,0,1000,38,How many farmlands are there?,5.09,5.48,11.90,59.1,10.69,0.0869,2.1375,0.0835,5551,2056,400,0.0000,0,0.00
516,Qwen2.5-VL-3B,,699.95,142.95,842.90,0.857,124,3,127,0,10,50,What is the number of rectangular grass areas?,5.30,5.52,12.30,59.0,9.84,0.0794,3.2800,0.0775,5550,2057,400,0.0000,0,0.00
517,Qwen2.5-VL-3B,,698.54,210.42,908.96,0.923,124,4,128,0,100,91,What is the amount of medium grass areas?,5.18,5.48,12.06,59.1,10.83,0.0873,2.7069,0.0846,5550,2057,400,0.0000,0,0.00
518,Qwen2.5-VL-3B,,698.70,72.06,770.76,0.784,124,2,126,0,2,8,What is the number of large water areas?,4.90,5.16,11.71,58.9,8.21,0.0662,4.1032,0.0651,5550,2057,400,0.0000,0,0.00
519,Qwen2.5-VL-3B,,700.25,72.52,772.77,0.787,121,2,123,1,Yes,yes,Is a small road present?,5.18,5.40,11.96,59.2,8.38,0.0692,4.1885,0.0681,5550,2057,400,0.0000,0,0.00
520,Qwen2.5-VL-3B,,698.25,72.08,770.33,0.784,120,2,122,1,Yes,yes,Is there a road?,5.25,5.48,12.07,59.1,8.45,0.0704,4.2241,0.0692,5550,2057,400,0.0000,0,0.00
521,Qwen2.5-VL-3B,,698.28,72.16,770.44,0.784,121,2,123,1,Yes,yes,Is there a water area?,5.23,5.56,12.08,59.2,8.46,0.0699,4.2282,0.0688,5550,2057,400,0.0000,0,0.00
522,Qwen2.5-VL-3B,,712.13,72.12,784.25,0.798,130,2,132,1,No,no,Is the number of farmlands equal to the number of water areas?,5.24,5.52,12.00,59.0,8.40,0.0646,4.2012,0.0637,5550,2057,400,0.0000,0,0.00
523,Qwen2.5-VL-3B,,699.78,72.03,771.81,0.786,123,2,125,1,Yes,yes,Are there more buildings than parkings?,5.33,5.52,12.12,59.2,8.49,0.0690,4.2441,0.0679,5550,2057,400,0.0000,0,0.00
524,Qwen2.5-VL-3B,,698.88,211.17,910.05,0.924,121,4,125,0,100,6998,How many buildings are there?,5.32,5.56,12.13,59.2,10.92,0.0902,2.7288,0.0873,5550,2057,400,0.0000,0,0.00
525,Qwen2.5-VL-3B,,710.84,72.10,782.94,0.797,128,2,130,0,Yes,no,Is there a large road on the left of a  road?,5.02,5.52,11.78,59.1,8.22,0.0642,4.1084,0.0632,5550,2057,400,0.0000,0,0.00
526,Qwen2.5-VL-3B,,699.57,72.14,771.71,0.786,123,2,125,0,Yes,no,Are there more water areas than buildings?,5.24,5.48,12.12,59.1,8.49,0.0690,4.2458,0.0679,5550,2057,400,0.0000,0,0.00
527,Qwen2.5-VL-3B,,699.39,72.18,771.56,0.785,122,2,124,1,Yes,yes,Is a large commercial building present?,5.21,5.36,12.03,59.0,8.43,0.0691,4.2153,0.0680,5550,2057,400,0.0000,0,0.00
528,Qwen2.5-VL-3B,,710.78,72.06,782.84,0.797,129,2,131,1,No,no,Is the number of residential buildings equal to the number of village greens?,5.24,5.52,12.01,59.1,8.41,0.0652,4.2042,0.0642,5550,2057,400,0.0000,0,0.00
529,Qwen2.5-VL-3B,,700.21,72.46,772.67,0.786,123,2,125,1,Yes,yes,Are there less water areas than buildings?,5.32,5.52,12.13,59.2,8.50,0.0691,4.2489,0.0680,5550,2057,400,0.0000,0,0.00
530,Qwen2.5-VL-3B,,698.93,72.10,771.03,0.785,123,2,125,0,Yes,no,Are there less buildings than grass areas?,5.28,5.44,12.06,59.0,8.45,0.0687,4.2274,0.0676,5550,2057,400,0.0000,0,0.00
531,Qwen2.5-VL-3B,,699.61,72.08,771.69,0.785,124,2,126,0,Yes,no,Are there more square water areas than roads?,5.24,5.52,12.03,59.1,8.42,0.0679,4.2093,0.0668,5550,2057,400,0.0000,0,0.00
532,Qwen2.5-VL-3B,,699.24,72.05,771.29,0.785,122,2,124,1,Yes,yes,Is a square grass area present?,5.26,5.52,12.04,59.1,8.42,0.0691,4.2122,0.0679,5550,2057,400,0.0000,0,0.00
533,Qwen2.5-VL-3B,,712.01,72.49,784.50,0.798,129,2,131,1,No,no,Is the number of large buildings equal to the number of cemeterys?,5.26,5.36,12.03,59.2,8.43,0.0654,4.2171,0.0644,5550,2057,400,0.0000,0,0.00
534,Qwen2.5-VL-3B,,699.11,278.06,977.17,0.991,123,5,128,0,1000,5,How many large commercial buildings are there?,5.36,5.52,12.15,59.1,10.94,0.0889,2.1878,0.0855,5550,2057,400,0.0000,0,0.00
535,Qwen2.5-VL-3B,,699.33,72.05,771.37,0.785,122,2,124,1,Yes,yes,Are there more roads than forests?,5.28,5.55,12.31,59.0,8.62,0.0706,4.3096,0.0695,5550,2057,400,0.0000,0,0.00
536,Qwen2.5-VL-3B,,698.92,72.10,771.02,0.785,120,2,122,1,Yes,yes,Is there a forest?,5.28,5.56,12.12,59.1,8.49,0.0707,4.2430,0.0696,5551,2056,400,0.0000,0,0.00
537,Qwen2.5-VL-3B,,710.83,72.17,783.00,0.797,127,2,129,0,Yes,no,Are there less residential buildings than grass areas in the image?,5.24,5.52,12.07,59.1,8.45,0.0665,4.2252,0.0655,5551,2056,400,0.0000,0,0.00
538,Qwen2.5-VL-3B,,700.18,72.52,772.70,0.786,122,2,124,1,Yes,yes,Is there a medium commercial building?,5.24,5.48,12.17,59.0,8.53,0.0699,4.2638,0.0688,5551,2056,400,0.0000,0,0.00
539,Qwen2.5-VL-3B,,699.79,72.11,771.89,0.786,123,2,125,1,Yes,yes,Are there less roads than residential buildings?,5.25,5.52,12.08,59.0,8.46,0.0688,4.2292,0.0677,5551,2056,400,0.0000,0,0.00
540,Qwen2.5-VL-3B,,699.67,210.43,910.11,0.924,124,4,128,0,100,23,What is the number of medium residential buildings?,5.29,5.48,12.13,59.2,10.90,0.0879,2.7262,0.0852,5551,2056,400,0.0000,0,0.00
541,Qwen2.5-VL-3B,,698.36,72.06,770.42,0.784,120,2,122,1,Yes,yes,Is there a parking?,4.90,5.16,11.73,59.0,8.23,0.0686,4.1134,0.0674,5551,2056,400,0.0000,0,0.00
542,Qwen2.5-VL-3B,,699.32,72.15,771.47,0.785,122,2,124,1,Yes,yes,Is a small commercial building present?,5.17,5.40,11.98,59.2,8.39,0.0688,4.1954,0.0677,5551,2056,400,0.0000,0,0.00
543,Qwen2.5-VL-3B,,698.48,72.43,770.90,0.785,121,2,123,1,Yes,yes,Is a farmland present?,5.24,5.48,12.09,59.1,8.46,0.0699,4.2303,0.0688,5551,2056,400,0.0000,0,0.00
544,Qwen2.5-VL-3B,,699.47,72.09,771.57,0.785,124,2,126,0,No,yes,Is a rectangular building present in the image?,5.19,5.40,12.08,59.2,8.46,0.0683,4.2320,0.0672,5551,2056,400,0.0000,0,0.00
545,Qwen2.5-VL-3B,,699.02,72.12,771.13,0.785,121,2,123,1,Yes,yes,Is there a grass area?,5.22,5.52,12.05,59.1,8.43,0.0697,4.2168,0.0686,5551,2056,400,0.0000,0,0.00
546,Qwen2.5-VL-3B,,700.27,72.15,772.42,0.786,123,2,125,0,Yes,no,Are there more water areas than roads?,5.25,5.48,12.09,59.4,8.46,0.0688,4.2311,0.0677,5551,2056,400,0.0000,0,0.00
547,Qwen2.5-VL-3B,,698.78,72.15,770.93,0.785,122,2,124,1,Yes,yes,Are there more buildings than forests?,5.21,5.40,12.07,59.2,8.45,0.0693,4.2262,0.0682,5551,2056,400,0.0000,0,0.00
548,Qwen2.5-VL-3B,,699.30,72.44,771.74,0.786,124,2,126,1,Yes,yes,Are there more commercial buildings than water areas?,5.24,5.52,12.08,59.1,8.46,0.0682,4.2300,0.0671,5551,2056,400,0.0000,0,0.00
549,Qwen2.5-VL-3B,,698.79,72.01,770.79,0.784,121,2,123,0,No,yes,Is a large forest present?,5.25,5.52,12.06,59.3,8.44,0.0698,4.2201,0.0686,5551,2056,400,0.0000,0,0.00
550,Qwen2.5-VL-3B,,711.69,72.10,783.79,0.798,129,2,131,1,No,no,Is the number of grass areas equal to the number of commercial buildings?,5.21,5.36,12.03,59.1,8.43,0.0653,4.2133,0.0643,5551,2056,400,0.0000,0,0.00
551,Qwen2.5-VL-3B,,699.74,72.11,771.85,0.786,122,2,124,0,2,0,How many large roads are there?,5.32,5.52,12.13,59.2,8.50,0.0696,4.2481,0.0685,5551,2056,400,0.0000,0,0.00
552,Qwen2.5-VL-3B,,711.85,72.53,784.38,0.798,129,2,131,1,No,no,Is the number of roads equal to the number of square grass areas?,5.27,5.52,12.09,59.3,8.46,0.0656,4.2310,0.0646,5551,2056,400,0.0000,0,0.00
553,Qwen2.5-VL-3B,,698.62,72.07,770.69,0.784,121,2,123,1,Yes,yes,Is a square building present?,5.34,5.52,12.14,59.5,8.51,0.0703,4.2548,0.0692,5551,2056,400,0.0000,0,0.00
554,Qwen2.5-VL-3B,,698.82,72.05,770.87,0.785,122,2,124,1,Yes,yes,Is a small grass area present?,5.25,5.56,12.06,59.2,8.44,0.0692,4.2202,0.0681,5551,2056,400,0.0000,0,0.00
555,Qwen2.5-VL-3B,,699.91,72.04,771.95,0.786,124,2,126,0,Yes,no,Are there more water areas than residential buildings?,5.28,5.52,12.07,59.3,8.45,0.0681,4.2233,0.0670,5551,2056,400,0.0000,0,0.00
556,Qwen2.5-VL-3B,,699.63,72.43,772.06,0.786,121,2,123,0,Yes,no,Is a rectangular road present?,5.24,5.36,12.08,59.4,8.46,0.0700,4.2322,0.0688,5551,2056,400,0.0000,0,0.00
557,Qwen2.5-VL-3B,,699.97,72.15,772.12,0.786,124,2,126,0,Yes,no,Are there less roads than square grass areas?,5.24,5.48,12.04,59.5,8.43,0.0680,4.2130,0.0669,5551,2056,400,0.0000,0,0.00
558,Qwen2.5-VL-3B,,700.02,210.43,910.45,0.924,123,4,127,0,100,0,What is the number of square roads?,5.27,5.52,12.10,59.3,10.89,0.0885,2.7219,0.0857,5551,2056,400,0.0000,0,0.00
559,Qwen2.5-VL-3B,,697.74,210.49,908.23,0.922,124,4,128,0,100,0,What is the number of square commercial buildings?,5.06,5.48,11.87,59.4,10.64,0.0858,2.6605,0.0831,5551,2056,400,0.0000,0,0.00
560,Qwen2.5-VL-3B,,713.73,72.07,785.80,0.800,131,2,133,1,No,no,Is the number of buildings equal to the number of grass areas in the image?,4.93,5.32,11.73,59.3,8.20,0.0626,4.0981,0.0616,5551,2056,400,0.0000,0,0.00
561,Qwen2.5-VL-3B,,699.62,143.03,842.65,0.856,123,3,126,0,10,4,What is the number of sports centres?,5.28,5.52,12.15,59.5,9.73,0.0791,3.2417,0.0772,5551,2056,400,0.0000,0,0.00
562,Qwen2.5-VL-3B,,698.75,72.08,770.83,0.785,121,2,123,1,Yes,yes,Is a rectangular forest present?,5.12,5.48,11.91,59.4,8.32,0.0688,4.1609,0.0677,5550,2057,400,0.0000,0,0.00
563,Qwen2.5-VL-3B,,710.75,72.56,783.31,0.797,126,2,128,1,Yes,yes,Are there more buildings than water areas in the image?,5.22,5.48,12.08,59.2,8.45,0.0671,4.2272,0.0660,5551,2056,400,0.0000,0,0.00
564,Qwen2.5-VL-3B,,698.62,72.06,770.68,0.785,124,2,126,1,Yes,yes,Are there more water areas than medium buildings?,5.29,5.52,12.18,59.3,8.53,0.0688,4.2646,0.0677,5551,2056,400,0.0000,0,0.00
565,Qwen2.5-VL-3B,,699.56,72.06,771.62,0.785,122,2,124,0,Yes,no,Is a circular commercial building present?,5.23,5.52,12.10,59.3,8.47,0.0695,4.2369,0.0683,5551,2056,400,0.0000,0,0.00
566,Qwen2.5-VL-3B,,698.98,72.07,771.05,0.785,122,2,124,1,Yes,yes,Is there a rectangular residential building?,5.26,5.52,12.09,59.5,8.46,0.0694,4.2311,0.0682,5551,2056,400,0.0000,0,0.00
567,Qwen2.5-VL-3B,,700.10,72.47,772.57,0.786,123,2,125,1,Yes,yes,Are there more forests than commercial buildings?,5.23,5.36,12.06,59.2,8.45,0.0687,4.2255,0.0676,5551,2056,400,0.0000,0,0.00
568,Qwen2.5-VL-3B,,712.68,72.11,784.78,0.799,130,2,132,1,No,no,Is the number of medium cemeterys equal to the number of water areas?,5.22,5.52,12.10,59.3,8.47,0.0652,4.2368,0.0642,5551,2056,400,0.0000,0,0.00
569,Qwen2.5-VL-3B,,699.40,72.03,771.44,0.785,125,2,127,1,Yes,yes,Is there a large grass area in the image?,5.30,5.52,12.15,59.4,8.51,0.0681,4.2558,0.0670,5551,2056,400,0.0000,0,0.00
570,Qwen2.5-VL-3B,,698.39,72.08,770.47,0.784,120,2,122,1,Yes,yes,Is a pitch present?,5.24,5.36,12.07,59.2,8.46,0.0705,4.2292,0.0693,5551,2056,400,0.0000,0,0.00
571,Qwen2.5-VL-3B,,712.12,72.48,784.60,0.798,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,5.21,5.48,12.07,59.4,8.45,0.0660,4.2262,0.0650,5551,2056,400,0.0000,0,0.00
572,Qwen2.5-VL-3B,,699.93,142.99,842.92,0.857,123,3,126,0,10,29,How many small water areas are there?,5.32,5.52,12.21,59.4,9.78,0.0795,3.2589,0.0776,5551,2056,400,0.0000,0,0.00
573,Qwen2.5-VL-3B,,711.64,72.16,783.80,0.798,128,2,130,0,Yes,no,Is the number of water areas equal to the number of roads?,5.11,5.48,11.98,59.1,8.38,0.0654,4.1879,0.0644,5551,2056,400,0.0000,0,0.00
574,Qwen2.5-VL-3B,,700.41,72.08,772.49,0.786,124,2,126,0,Yes,no,Are there less commercial buildings than water areas?,5.26,5.44,12.13,59.2,8.50,0.0685,4.2495,0.0675,5551,2056,400,0.0000,0,0.00
575,Qwen2.5-VL-3B,,699.10,72.15,771.25,0.785,121,2,123,0,Yes,no,Is a large road present?,5.23,5.52,12.14,59.2,8.50,0.0703,4.2507,0.0691,5551,2056,400,0.0000,0,0.00
576,Qwen2.5-VL-3B,,712.77,72.52,785.29,0.800,130,2,132,1,No,no,Is the number of square commercial buildings equal to the number of residential buildings?,5.25,5.52,12.09,59.2,8.47,0.0652,4.2360,0.0642,5551,2056,400,0.0000,0,0.00
577,Qwen2.5-VL-3B,,699.21,72.10,771.31,0.785,129,2,131,1,No,no,Is the number of medium forests equal to the number of residential buildings?,5.30,5.52,12.19,59.2,8.54,0.0662,4.2717,0.0652,5551,2056,400,0.0000,0,0.00
578,Qwen2.5-VL-3B,,699.28,72.17,771.45,0.785,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,5.22,5.48,12.11,59.3,8.48,0.0684,4.2411,0.0673,5551,2056,400,0.0000,0,0.00
579,Qwen2.5-VL-3B,,699.40,278.00,977.40,0.991,123,5,128,0,1000,27,What is the number of parkings?,5.28,5.52,12.15,59.2,10.93,0.0889,2.1860,0.0854,5551,2056,400,0.0000,0,0.00
580,Qwen2.5-VL-3B,,699.58,72.27,771.85,0.786,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,5.28,5.51,12.29,59.2,8.60,0.0699,4.3014,0.0688,5551,2056,400,0.0000,0,0.00
581,Qwen2.5-VL-3B,,700.04,279.04,979.08,0.993,124,5,129,0,1000,1,What is the amount of large residential buildings?,5.26,5.48,12.20,59.1,10.97,0.0885,2.1949,0.0851,5551,2056,400,0.0000,0,0.00
582,Qwen2.5-VL-3B,,711.68,72.19,783.88,0.798,126,2,128,0,Yes,no,Are there more square water areas than medium residential buildings?,5.27,5.47,12.31,59.5,8.62,0.0684,4.3093,0.0673,5551,2056,400,0.0000,0,0.00
583,Qwen2.5-VL-3B,,728.28,72.16,800.44,0.814,135,2,137,1,No,no,Is the number of commercial buildings at the bottom of a  parking equal to the number of forests?,5.33,5.52,12.16,59.3,9.74,0.0721,4.8687,0.0711,5551,2056,400,0.0000,0,0.00
584,Qwen2.5-VL-3B,,711.38,72.16,783.54,0.798,132,2,134,1,No,no,Is the number of commercial buildings equal to the number of water areas in the image?,4.97,5.56,11.63,59.4,8.10,0.0614,4.0521,0.0605,5551,2056,400,0.0000,0,0.00
585,Qwen2.5-VL-3B,,700.04,143.28,843.32,0.857,123,3,126,0,10,0,What is the amount of circular forests?,5.26,5.48,12.06,59.3,9.65,0.0784,3.2162,0.0766,5551,2056,400,0.0000,0,0.00
586,Qwen2.5-VL-3B,,698.42,72.17,770.59,0.784,120,2,122,1,Yes,yes,Is there a playground?,5.07,5.24,11.92,59.2,8.35,0.0696,4.1749,0.0684,5551,2056,400,0.0000,0,0.00
587,Qwen2.5-VL-3B,,699.52,72.59,772.12,0.786,121,2,123,0,No,yes,Is a circular building present?,5.23,5.48,12.04,59.3,8.44,0.0697,4.2178,0.0686,5551,2056,400,0.0000,0,0.00
588,Qwen2.5-VL-3B,,699.47,72.21,771.68,0.786,124,2,126,0,Yes,no,Are there more grass areas than residential buildings?,5.26,5.52,12.06,59.2,8.44,0.0681,4.2204,0.0670,5551,2056,400,0.0000,0,0.00
589,Qwen2.5-VL-3B,,699.17,72.34,771.51,0.785,123,2,125,0,Yes,no,Are there more square roads than buildings?,5.23,5.52,12.09,59.1,8.47,0.0688,4.2342,0.0677,5551,2056,400,0.0000,0,0.00
590,Qwen2.5-VL-3B,,699.19,72.29,771.48,0.785,121,2,123,0,Yes,no,Is a medium road present?,5.24,5.52,12.05,59.2,8.44,0.0698,4.2202,0.0686,5551,2056,400,0.0000,0,0.00
591,Qwen2.5-VL-3B,,711.58,72.60,784.17,0.798,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,5.25,5.52,12.07,59.4,8.45,0.0665,4.2243,0.0655,5551,2056,400,0.0000,0,0.00
592,Qwen2.5-VL-3B,,700.68,72.61,773.29,0.787,125,2,127,0,Yes,no,Are there more commercial buildings than rectangular grass areas?,5.28,5.52,12.12,59.3,8.50,0.0680,4.2481,0.0669,5551,2056,400,0.0000,0,0.00
593,Qwen2.5-VL-3B,,700.88,210.74,911.62,0.926,123,4,127,0,100,0,What is the amount of medium roads?,5.29,5.52,12.16,59.4,10.95,0.0890,2.7365,0.0862,5551,2056,400,0.0000,0,0.00
594,Qwen2.5-VL-3B,,712.29,72.22,784.52,0.798,129,2,131,1,No,no,Is the number of water areas equal to the number of commercial buildings?,4.99,5.36,11.78,59.5,8.24,0.0639,4.1184,0.0629,5552,2055,400,0.0000,0,0.00
595,Qwen2.5-VL-3B,,700.00,72.27,772.28,0.786,124,2,126,0,Yes,no,Is there a circular road in the image?,5.27,5.40,12.09,59.5,8.48,0.0684,4.2382,0.0673,5552,2055,400,0.0000,0,0.00
596,Qwen2.5-VL-3B,,699.47,72.34,771.81,0.786,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,5.27,5.52,12.07,59.3,8.45,0.0687,4.2244,0.0676,5552,2055,400,0.0000,0,0.00
597,Qwen2.5-VL-3B,,700.60,72.58,773.19,0.787,122,2,124,0,3,0,How many circular roads are there?,5.24,5.52,12.02,59.2,8.42,0.0690,4.2104,0.0679,5552,2055,400,0.0000,0,0.00
598,Qwen2.5-VL-3B,,701.25,72.17,773.43,0.787,125,2,127,1,Yes,yes,Are there less medium water areas than commercial buildings?,5.27,5.52,12.02,59.2,8.42,0.0674,4.2109,0.0663,5552,2055,400,0.0000,0,0.00
599,Qwen2.5-VL-3B,,699.92,72.21,772.13,0.786,122,2,124,1,Yes,yes,Is there a square water area?,5.25,5.52,12.10,59.1,8.47,0.0695,4.2374,0.0683,5552,2055,400,0.0000,0,0.00
600,Qwen2.5-VL-3B,,700.01,143.22,843.24,0.857,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.26,5.52,12.12,59.4,9.69,0.0782,3.2314,0.0763,5552,2055,400,0.0000,0,0.00
601,Qwen2.5-VL-3B,,699.35,72.69,772.04,0.785,120,2,122,1,Yes,yes,Is there a forest?,5.11,5.48,11.96,59.4,8.36,0.0697,4.1799,0.0685,5552,2055,400,0.0000,0,0.00
602,Qwen2.5-VL-3B,,699.24,72.19,771.43,0.784,121,2,123,0,0,21,How many buildings are there?,5.24,5.48,12.01,59.5,8.41,0.0695,4.2043,0.0684,5552,2055,400,0.0000,0,0.00
603,Qwen2.5-VL-3B,,699.74,278.55,978.29,0.991,122,5,127,0,1000,170,What is the number of forests?,5.28,5.52,12.14,59.3,10.92,0.0895,2.1847,0.0860,5552,2055,400,0.0000,0,0.00
604,Qwen2.5-VL-3B,,699.00,72.21,771.21,0.784,123,2,125,1,0,0,What is the amount of large roads?,5.26,5.48,12.30,59.3,8.61,0.0700,4.3048,0.0689,5552,2055,400,0.0000,0,0.00
605,Qwen2.5-VL-3B,,698.90,72.20,771.10,0.784,121,2,123,1,Yes,yes,Is a grass area present?,5.24,5.48,12.10,59.3,8.47,0.0700,4.2352,0.0689,5552,2055,400,0.0000,0,0.00
606,Qwen2.5-VL-3B,,700.09,210.96,911.04,0.924,123,4,127,0,100,15,What is the number of residential buildings?,5.24,5.48,12.05,59.2,10.85,0.0882,2.7121,0.0854,5552,2055,400,0.0000,0,0.00
607,Qwen2.5-VL-3B,,700.10,72.71,772.81,0.786,121,2,123,1,Yes,yes,Is a water area present?,4.97,5.32,11.78,59.6,8.22,0.0680,4.1114,0.0669,5552,2055,400,0.0000,0,0.00
608,Qwen2.5-VL-3B,,700.02,72.20,772.22,0.785,123,2,125,0,1,23,What is the number of water areas?,5.17,5.40,12.03,59.2,8.42,0.0685,4.2123,0.0674,5552,2055,400,0.0000,0,0.00
609,Qwen2.5-VL-3B,,698.69,72.17,770.86,0.784,120,2,122,0,No,yes,Is there a road?,5.24,5.52,12.04,59.5,8.43,0.0703,4.2175,0.0691,5552,2055,400,0.0000,0,0.00
610,Qwen2.5-VL-3B,,700.39,72.46,772.86,0.786,124,2,126,1,Yes,yes,Are there less commercial buildings than water areas?,5.24,5.52,12.10,59.5,8.47,0.0683,4.2345,0.0672,5552,2055,400,0.0000,0,0.00
611,Qwen2.5-VL-3B,,700.01,143.25,843.26,0.856,122,3,125,0,10,182,What is the number of roads?,5.24,5.52,12.14,59.4,9.71,0.0796,3.2367,0.0777,5556,2051,400,0.0000,0,0.00
612,Qwen2.5-VL-3B,,700.01,72.66,772.66,0.786,122,2,124,0,No,yes,Is a rectangular commercial building present?,5.11,5.52,11.92,59.3,8.33,0.0683,4.1670,0.0672,5555,2052,400,0.0000,0,0.00
613,Qwen2.5-VL-3B,,700.30,72.25,772.55,0.786,122,2,124,0,Yes,no,Are there more buildings than forests?,5.22,5.44,12.10,59.4,8.47,0.0695,4.2370,0.0683,5555,2052,400,0.0000,0,0.00
614,Qwen2.5-VL-3B,,712.78,72.18,784.96,0.798,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,5.21,5.44,12.12,59.2,8.49,0.0663,4.2431,0.0653,5555,2052,400,0.0000,0,0.00
615,Qwen2.5-VL-3B,,699.81,210.66,910.47,0.923,123,4,127,0,100,6,What is the number of commercial buildings?,5.35,5.52,12.19,59.3,10.97,0.0892,2.7428,0.0864,5555,2052,400,0.0000,0,0.00
616,Qwen2.5-VL-3B,,699.44,72.21,771.65,0.785,122,2,124,1,Yes,yes,Are there less buildings than roads?,5.00,5.40,11.77,59.1,8.23,0.0675,4.1163,0.0664,5555,2052,400,0.0000,0,0.00
617,Qwen2.5-VL-3B,,699.50,72.69,772.19,0.785,121,2,123,0,No,yes,Is there a residential building?,5.15,5.32,12.03,59.6,8.44,0.0697,4.2175,0.0686,5555,2052,400,0.0000,0,0.00
618,Qwen2.5-VL-3B,,700.36,210.78,911.13,0.924,124,4,128,0,100,17,What is the amount of small water areas?,5.28,5.52,12.14,59.4,10.92,0.0881,2.7299,0.0853,5555,2052,400,0.0000,0,0.00
619,Qwen2.5-VL-3B,,698.19,278.60,976.79,0.990,124,5,129,0,1000,0,What is the amount of square commercial buildings?,5.03,5.44,11.83,59.5,10.64,0.0858,2.1284,0.0825,5555,2052,400,0.0000,0,0.00
620,Qwen2.5-VL-3B,,699.04,72.25,771.29,0.784,121,2,123,0,No,yes,Is a commercial building present?,5.23,5.43,12.24,59.5,8.57,0.0708,4.2840,0.0697,5555,2052,400,0.0000,0,0.00
621,Qwen2.5-VL-3B,,698.83,72.14,770.97,0.784,122,2,124,1,No,no,Is there a circular commercial building?,5.26,5.52,12.11,59.4,8.48,0.0695,4.2391,0.0684,5555,2052,400,0.0000,0,0.00
622,Qwen2.5-VL-3B,,699.01,72.27,771.28,0.784,122,2,124,0,Yes,no,Is there a square residential building?,5.18,5.36,12.07,59.3,8.45,0.0693,4.2262,0.0682,5555,2052,400,0.0000,0,0.00
623,Qwen2.5-VL-3B,,700.53,72.62,773.15,0.786,125,2,127,0,3,25,How many medium forests are there in the image?,5.24,5.52,12.06,59.4,8.45,0.0676,4.2227,0.0665,5559,2048,400,0.0000,0,0.00
624,Qwen2.5-VL-3B,,713.12,72.32,785.45,0.799,130,2,132,1,No,no,Is the number of square water areas equal to the number of commercial buildings?,5.25,5.48,12.04,59.4,8.43,0.0649,4.2154,0.0639,5560,2047,400,0.0000,0,0.00
