question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens
248,Qwen2.5-VL-3B,,639.79,66.15,705.94,0.729,124,2,126,0,Yes,no,Are there less grass areas than water areas?,6.50,6.87,14.62,62.4,10.24,0.0826,5.1187,0.0812,6919,701,231,0.0000,0
249,Qwen2.5-VL-3B,,607.92,64.75,672.67,0.699,124,2,126,0,Yes,no,Are there more water areas than nature reserves?,6.40,6.63,14.43,62.3,8.67,0.0699,4.3340,0.0688,6919,701,231,0.0000,0
250,Qwen2.5-VL-3B,,664.17,71.11,735.28,0.761,122,2,124,0,Yes,no,Is a medium water area present?,6.56,6.79,14.81,62.3,10.39,0.0851,5.1937,0.0838,6927,693,231,0.0000,0
251,Qwen2.5-VL-3B,,635.34,68.06,703.40,0.730,128,2,130,1,Yes,yes,Is there a water area on the left of a  road?,6.47,6.79,14.62,62.3,10.23,0.0799,5.1146,0.0787,6930,690,231,0.0000,0
252,Qwen2.5-VL-3B,,602.93,146.39,749.32,0.778,123,3,126,0,10,0,What is the number of square roads?,6.39,6.79,14.44,62.2,10.14,0.0824,3.3789,0.0804,6937,683,231,0.0000,0
253,Qwen2.5-VL-3B,,650.39,66.48,716.88,0.743,121,2,123,1,Yes,yes,Is a medium forest present?,6.38,6.75,14.72,62.6,10.31,0.0852,5.1546,0.0838,6942,678,231,0.0000,0
254,Qwen2.5-VL-3B,,626.29,77.96,704.25,0.731,127,2,129,1,No,no,Is the number of forests equal to the number of roads?,6.45,6.71,14.53,62.4,10.18,0.0802,5.0915,0.0789,6947,673,231,0.0000,0
255,Qwen2.5-VL-3B,,614.77,222.41,837.18,0.871,129,4,133,0,100,10,What is the amount of forests at the bottom of a  road?,6.40,6.75,14.47,62.4,11.56,0.0896,2.8909,0.0869,6952,668,231,0.0000,0
256,Qwen2.5-VL-3B,,634.12,68.04,702.17,0.737,123,2,125,0,1,0,What is the number of large roads?,6.38,6.67,14.64,62.4,10.25,0.0833,5.1250,0.0820,6957,663,231,0.0000,0
257,Qwen2.5-VL-3B,,629.01,65.18,694.19,0.722,129,2,131,1,No,no,Is the number of water areas equal to the number of small roads?,6.33,6.67,14.49,62.3,10.17,0.0788,5.0840,0.0776,6955,665,237,0.0000,0
258,Qwen2.5-VL-3B,,594.11,67.30,661.41,0.689,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,6.37,6.71,14.41,62.3,8.62,0.0674,4.3122,0.0663,6966,654,237,0.0000,0
259,Qwen2.5-VL-3B,,656.75,68.04,724.80,0.749,122,2,124,0,Yes,no,Is there a large water area?,6.47,6.75,14.76,62.3,10.34,0.0848,5.1713,0.0834,6976,644,237,0.0000,0
260,Qwen2.5-VL-3B,,641.09,67.43,708.52,0.736,131,2,133,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,6.46,6.71,14.58,62.6,10.20,0.0778,5.0982,0.0767,6981,639,237,0.0000,0
261,Qwen2.5-VL-3B,,518.15,65.59,583.74,0.615,122,2,124,0,1,0,How many circular roads are there?,6.50,6.90,14.42,62.4,8.63,0.0707,4.3147,0.0696,6984,636,240,0.0000,0
262,Qwen2.5-VL-3B,,602.01,146.57,748.59,0.773,123,3,126,0,10,0,What is the number of rectangular roads?,6.47,6.83,14.42,62.5,10.12,0.0823,3.3749,0.0804,6988,632,240,0.0000,0
263,Qwen2.5-VL-3B,,669.41,64.74,734.15,0.759,139,2,141,0,Yes,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,6.44,6.75,14.67,62.3,10.28,0.0739,5.1376,0.0729,6988,632,240,0.0000,0
264,Qwen2.5-VL-3B,,632.65,67.12,699.77,0.724,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,6.48,6.75,14.65,62.5,10.26,0.0827,5.1285,0.0814,6990,630,240,0.0000,0
265,Qwen2.5-VL-3B,,604.97,68.11,673.08,0.700,123,2,125,0,Yes,no,Are there less forests than water areas?,6.30,6.63,14.33,62.4,8.62,0.0701,4.3099,0.0690,6996,624,240,0.0000,0
266,Qwen2.5-VL-3B,,667.54,65.12,732.66,0.759,123,2,125,0,Yes,no,Are there more water areas than forests?,6.44,6.75,14.75,62.5,10.34,0.0841,5.1700,0.0827,7003,617,240,0.0000,0
267,Qwen2.5-VL-3B,,634.07,67.24,701.32,0.724,122,2,124,0,Yes,no,Is there a medium nature reserve?,6.44,6.59,14.67,62.3,10.28,0.0843,5.1422,0.0829,7006,614,240,0.0000,0
268,Qwen2.5-VL-3B,,505.95,68.13,574.08,0.604,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,6.45,6.90,14.36,62.4,8.59,0.0671,4.2927,0.0660,7011,609,240,0.0000,0
269,Qwen2.5-VL-3B,,592.14,69.28,661.42,0.685,123,2,125,1,1,1,What is the number of square forests?,6.36,6.75,14.28,62.5,8.56,0.0696,4.2798,0.0685,7014,606,240,0.0000,0
270,Qwen2.5-VL-3B,,662.02,70.41,732.43,0.758,124,2,126,0,Yes,no,Are there less roads than circular water areas?,6.47,6.83,14.76,62.4,10.34,0.0834,5.1716,0.0821,7014,606,240,0.0000,0
271,Qwen2.5-VL-3B,,637.25,70.77,708.03,0.732,129,2,131,0,No,yes,Is the number of circular forests equal to the number of water areas?,6.48,6.75,14.62,62.5,10.23,0.0793,5.1149,0.0781,7012,608,250,0.0000,0
272,Qwen2.5-VL-3B,,517.83,141.45,659.28,0.690,122,3,125,0,10,30,How many small roads are there?,6.46,6.87,14.40,62.6,8.64,0.0708,2.8784,0.0691,7019,601,250,0.0000,0
273,Qwen2.5-VL-3B,,665.59,69.77,735.36,0.758,121,2,123,1,Yes,yes,Is a small road present?,6.45,6.75,14.82,62.4,10.39,0.0859,5.1950,0.0845,7024,596,250,0.0000,0
274,Qwen2.5-VL-3B,,534.11,67.11,601.21,0.631,121,2,123,1,No,no,Is there a square road?,6.49,6.83,14.56,62.6,8.73,0.0721,4.3625,0.0709,7024,596,250,0.0000,0
275,Qwen2.5-VL-3B,,626.20,65.61,691.81,0.714,129,2,131,1,No,no,Is the number of roads equal to the number of rectangular water areas?,6.48,6.71,14.49,62.4,10.15,0.0787,5.0769,0.0775,7027,593,250,0.0000,0
276,Qwen2.5-VL-3B,,629.93,67.97,697.89,0.725,127,2,129,0,2,3,How many nature reserves next to a  road are there?,6.27,6.83,14.15,62.7,9.85,0.0776,4.9256,0.0764,7027,593,250,0.0000,0
277,Qwen2.5-VL-3B,,610.64,71.84,682.49,0.708,123,2,125,0,Yes,no,Are there less roads than grass areas?,6.44,6.75,14.46,62.5,10.11,0.0822,5.0562,0.0809,7035,585,250,0.0000,0
278,Qwen2.5-VL-3B,,598.14,69.11,667.25,0.696,124,2,126,0,3,0,What is the number of rectangular grass areas?,6.26,6.59,14.33,62.4,8.62,0.0695,4.3091,0.0684,7040,580,250,0.0000,0
279,Qwen2.5-VL-3B,,660.47,70.31,730.78,0.755,122,2,124,0,Yes,no,Are there more forests than roads?,6.47,6.75,14.78,62.6,10.36,0.0849,5.1798,0.0835,7041,579,256,0.0000,0
280,Qwen2.5-VL-3B,,641.24,68.75,710.00,0.736,128,2,130,0,2,1,What is the number of water areas next to a  forest?,6.48,6.79,14.61,62.7,10.22,0.0799,5.1120,0.0786,7047,573,256,0.0000,0
281,Qwen2.5-VL-3B,,621.07,69.32,690.39,0.718,128,2,130,1,3,3,How many grass areas next to the  water area are there?,6.36,6.79,14.37,62.6,10.08,0.0788,5.0407,0.0775,7050,570,256,0.0000,0
282,Qwen2.5-VL-3B,,604.87,69.24,674.10,0.698,125,2,127,0,Yes,no,Are there more large water areas than medium forests?,6.36,6.71,14.36,62.4,8.60,0.0688,4.2989,0.0677,7056,564,256,0.0000,0
283,Qwen2.5-VL-3B,,568.92,66.61,635.53,0.665,121,2,123,1,No,no,Is there a rectangular road?,6.58,6.83,14.77,62.4,8.87,0.0733,4.4334,0.0721,7060,560,256,0.0000,0
284,Qwen2.5-VL-3B,,638.12,141.00,779.12,0.803,124,3,127,0,10,0,What is the amount of circular nature reserves?,6.49,6.71,14.59,62.5,11.70,0.0944,3.9005,0.0921,7067,553,256,0.0000,0
285,Qwen2.5-VL-3B,,509.82,70.11,579.94,0.611,124,2,126,1,1,1,What is the number of rectangular water areas?,6.33,6.87,14.18,62.7,8.49,0.0685,4.2475,0.0674,7067,553,256,0.0000,0
286,Qwen2.5-VL-3B,,622.78,66.31,689.10,0.712,135,2,137,0,1,no,Is the number of forests equal to the number of water areas on the right of a  road?,6.39,6.71,14.38,62.6,10.09,0.0747,5.0456,0.0737,7074,546,256,0.0000,0
287,Qwen2.5-VL-3B,,607.12,73.08,680.20,0.714,128,2,130,0,3,13,How many forests at the top of a  road are there?,6.42,6.79,14.37,62.6,10.04,0.0784,5.0179,0.0772,7074,546,256,0.0000,0
288,Qwen2.5-VL-3B,,613.41,67.24,680.64,0.707,126,2,128,1,Yes,yes,Is there a nature reserve next to a  road?,6.38,6.83,14.41,62.6,10.10,0.0801,5.0485,0.0789,7068,552,262,0.0000,0
289,Qwen2.5-VL-3B,,596.33,64.97,661.30,0.687,122,2,124,0,Yes,no,Is a circular grass area present?,6.19,6.67,14.07,62.4,8.46,0.0694,4.2312,0.0682,7076,544,262,0.0000,0
290,Qwen2.5-VL-3B,,561.11,67.19,628.30,0.654,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.60,6.79,14.70,62.7,8.83,0.0718,4.4153,0.0706,7081,539,262,0.0000,0
291,Qwen2.5-VL-3B,,627.82,71.02,698.83,0.722,124,2,126,1,Yes,yes,Are there more water areas than rectangular roads?,6.55,6.79,14.63,62.5,10.25,0.0827,5.1257,0.0814,7084,536,262,0.0000,0
292,Qwen2.5-VL-3B,,616.80,69.97,686.77,0.719,131,2,133,1,1,1,What is the number of square water areas at the bottom of a  road?,6.44,6.83,14.44,62.6,10.09,0.0770,5.0458,0.0759,7084,536,262,0.0000,0
293,Qwen2.5-VL-3B,,603.48,69.31,672.78,0.700,124,2,126,0,Yes,no,Are there more medium forests than water areas?,6.36,6.71,14.35,62.6,8.61,0.0694,4.3047,0.0683,7087,533,266,0.0000,0
294,Qwen2.5-VL-3B,,664.11,69.99,734.10,0.760,126,2,128,1,Yes,yes,Are there more roads than large forests in the image?,6.46,6.79,14.80,62.5,10.38,0.0824,5.1918,0.0811,7094,526,266,0.0000,0
295,Qwen2.5-VL-3B,,629.24,67.42,696.66,0.721,122,2,124,1,1,1,How many medium forests are there?,6.44,6.75,14.63,62.6,10.25,0.0841,5.1275,0.0827,7097,523,266,0.0000,0
296,Qwen2.5-VL-3B,,614.73,66.94,681.67,0.710,129,2,131,1,Yes,yes,Is a forest on the right of the  circular water area present?,6.43,6.83,14.41,62.7,10.11,0.0784,5.0561,0.0772,7105,515,266,0.0000,0
297,Qwen2.5-VL-3B,,504.84,65.01,569.85,0.604,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,6.27,6.89,13.98,62.8,8.40,0.0651,4.1989,0.0641,7110,510,266,0.0000,0
298,Qwen2.5-VL-3B,,596.83,71.40,668.23,0.693,124,2,126,1,Yes,yes,Are there less rectangular nature reserves than roads?,6.36,6.71,14.27,62.8,8.54,0.0689,4.2697,0.0678,7113,507,266,0.0000,0
299,Qwen2.5-VL-3B,,662.60,67.61,730.21,0.755,121,2,123,1,Yes,yes,Is a square forest present?,6.48,6.79,14.78,62.6,10.36,0.0856,5.1815,0.0843,7114,506,265,0.0000,0
300,Qwen2.5-VL-3B,,524.29,147.68,671.97,0.708,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.44,6.83,14.39,62.7,10.09,0.0814,3.3636,0.0795,7124,496,262,0.0000,0
301,Qwen2.5-VL-3B,,597.78,68.42,666.20,0.690,121,2,123,1,No,no,Is a rectangular road present?,6.29,6.71,14.32,62.9,8.57,0.0709,4.2868,0.0697,7128,492,263,0.0000,0
302,Qwen2.5-VL-3B,,658.41,70.71,729.12,0.756,122,2,124,0,0,7,How many commercial buildings are there?,6.48,6.83,14.77,62.6,10.35,0.0848,5.1757,0.0835,7128,492,263,0.0000,0
303,Qwen2.5-VL-3B,,640.77,68.08,708.85,0.734,126,2,128,0,1,164,What is the amount of residential buildings in the image?,6.46,6.75,14.61,62.6,10.22,0.0811,5.1121,0.0799,7131,489,263,0.0000,0
304,Qwen2.5-VL-3B,,517.30,533.13,1050.43,1.083,122,8,130,0,1000000,152,What is the amount of forests?,6.48,6.87,14.60,62.8,14.61,0.1198,1.8263,0.1124,7136,484,263,0.0000,0
305,Qwen2.5-VL-3B,,572.35,67.56,639.90,0.665,120,2,122,1,Yes,yes,Is a building present?,6.23,6.51,14.77,62.6,8.88,0.0740,4.4381,0.0728,7141,479,263,0.0000,0
306,Qwen2.5-VL-3B,,640.96,68.71,709.67,0.733,124,2,126,0,1,187,How many roads are there in the image?,6.37,6.59,14.63,62.7,10.25,0.0827,5.1250,0.0813,7142,478,263,0.0000,0
307,Qwen2.5-VL-3B,,631.86,141.82,773.68,0.803,126,3,129,1,10,10,What is the number of orchards in the image?,6.34,6.71,14.52,62.6,11.67,0.0926,3.8888,0.0904,7142,478,263,0.0000,0
308,Qwen2.5-VL-3B,,591.65,70.30,661.95,0.689,121,2,123,0,No,yes,Is a residential building present?,6.22,6.67,14.24,62.7,8.53,0.0705,4.2629,0.0693,7151,469,264,0.0000,0
309,Qwen2.5-VL-3B,,654.95,68.68,723.63,0.750,123,2,125,0,No,yes,Is a road present in the image?,6.49,6.83,14.73,62.8,10.33,0.0840,5.1637,0.0826,7151,469,266,0.0000,0
310,Qwen2.5-VL-3B,,527.62,65.11,592.73,0.625,121,2,123,1,Yes,yes,Is there a commercial building?,6.40,6.83,14.37,62.7,8.63,0.0713,4.3163,0.0702,7157,463,266,0.0000,0
311,Qwen2.5-VL-3B,,514.72,69.33,584.05,0.614,121,2,123,1,Yes,yes,Is a water area present?,6.52,6.90,14.40,62.8,8.62,0.0713,4.3114,0.0701,7161,459,266,0.0000,0
312,Qwen2.5-VL-3B,,497.01,70.24,567.25,0.596,121,2,123,1,Yes,yes,Is a grass area present?,6.43,6.94,14.20,62.8,7.09,0.0586,3.5466,0.0577,7161,459,266,0.0000,0
313,Qwen2.5-VL-3B,,663.97,301.41,965.38,0.990,123,5,128,0,1000,25,What is the amount of water areas?,6.60,6.98,14.83,62.5,13.41,0.1090,2.6817,0.1048,7161,459,266,0.0000,0
314,Qwen2.5-VL-3B,,658.75,68.22,726.97,0.754,122,2,124,0,No,yes,Is there a circular orchard?,6.27,6.59,14.73,62.7,10.33,0.0847,5.1640,0.0833,7161,459,266,0.0000,0
315,Qwen2.5-VL-3B,,527.51,220.59,748.10,0.802,124,4,128,0,100,79,What is the number of farmlands?,6.46,6.83,14.49,62.8,10.15,0.0818,2.5366,0.0793,7166,454,266,0.0000,0
316,Qwen2.5-VL-3B,,671.73,67.16,738.90,0.760,121,2,123,0,Yes,no,Is there a medium road?,6.39,6.71,14.79,62.7,10.37,0.0857,5.1847,0.0843,7162,458,281,0.0000,0
317,Qwen2.5-VL-3B,,635.86,68.28,704.14,0.728,122,2,124,1,Yes,yes,Is there a circular water area?,6.43,6.63,14.68,62.6,10.28,0.0842,5.1378,0.0829,7162,458,281,0.0000,0
318,Qwen2.5-VL-3B,,505.25,64.65,569.90,0.604,123,2,125,0,1,0,How many large residential buildings are there?,6.41,6.89,14.38,62.8,8.60,0.0699,4.2997,0.0688,7168,452,281,0.0000,0
319,Qwen2.5-VL-3B,,592.55,69.17,661.72,0.685,121,2,123,0,1,191,How many buildings are there?,6.41,6.75,14.29,62.6,8.57,0.0708,4.2847,0.0697,7175,445,281,0.0000,0
320,Qwen2.5-VL-3B,,668.51,67.57,736.08,0.764,126,2,128,0,Yes,no,Are there less roads than commercial buildings in the image?,6.46,6.83,14.75,62.7,10.34,0.0821,5.1717,0.0808,7175,445,281,0.0000,0
321,Qwen2.5-VL-3B,,539.57,67.97,607.54,0.637,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,6.54,6.79,14.58,62.8,8.74,0.0683,4.3721,0.0673,7180,440,281,0.0000,0
322,Qwen2.5-VL-3B,,613.41,66.69,680.10,0.706,122,2,124,0,No,yes,Is a large water area present?,6.50,6.79,14.53,62.7,10.17,0.0833,5.0843,0.0820,7185,435,281,0.0000,0
323,Qwen2.5-VL-3B,,598.54,70.69,669.23,0.697,124,2,126,0,1,0,What is the number of square commercial buildings?,6.32,6.67,14.32,62.7,8.63,0.0696,4.3131,0.0685,7185,435,281,0.0000,0
324,Qwen2.5-VL-3B,,674.71,71.39,746.10,0.771,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,6.50,6.83,14.77,62.7,10.36,0.0809,5.1788,0.0797,7178,442,298,0.0000,0
325,Qwen2.5-VL-3B,,638.65,64.86,703.52,0.731,123,2,125,0,Yes,no,Are there less buildings than grass areas?,6.45,6.75,14.71,62.8,10.30,0.0838,5.1518,0.0824,7181,439,298,0.0000,0
326,Qwen2.5-VL-3B,,605.59,66.90,672.49,0.700,120,2,122,1,Yes,yes,Is there a forest?,6.39,6.75,14.43,62.8,8.63,0.0720,4.3173,0.0708,7188,432,298,0.0000,0
327,Qwen2.5-VL-3B,,569.38,69.74,639.12,0.669,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,6.57,6.75,14.71,62.5,8.84,0.0691,4.4214,0.0680,7193,427,298,0.0000,0
328,Qwen2.5-VL-3B,,546.62,70.36,616.98,0.643,121,2,123,1,Yes,yes,Is a small road present?,6.57,6.71,14.70,62.7,8.83,0.0730,4.4152,0.0718,7198,422,298,0.0000,0
329,Qwen2.5-VL-3B,,636.28,69.29,705.57,0.724,129,2,131,0,1,164,How many residential buildings at the top of a  road are there?,6.50,6.83,14.58,62.8,10.20,0.0791,5.1021,0.0779,7198,422,298,0.0000,0
330,Qwen2.5-VL-3B,,607.20,70.40,677.60,0.708,122,2,124,0,Yes,no,Are there more roads than buildings?,6.41,6.83,14.44,62.7,10.11,0.0828,5.0526,0.0815,7198,422,298,0.0000,0
331,Qwen2.5-VL-3B,,603.04,73.16,676.19,0.704,123,2,125,0,1,0,How many circular commercial buildings are there?,6.31,6.83,14.30,62.8,10.05,0.0817,5.0226,0.0804,7203,417,298,0.0000,0
332,Qwen2.5-VL-3B,,497.47,298.73,796.20,0.830,123,5,128,0,1000,114,What is the amount of grass areas?,6.50,7.01,14.40,62.8,11.51,0.0936,2.3023,0.0899,7209,411,298,0.0000,0
333,Qwen2.5-VL-3B,,617.77,221.45,839.21,0.864,124,4,128,0,100,101,What is the amount of rectangular residential buildings?,6.33,6.67,14.54,62.7,11.66,0.0940,2.9142,0.0911,7214,406,298,0.0000,0
334,Qwen2.5-VL-3B,,538.80,67.47,606.27,0.643,121,2,123,1,No,no,Is there a circular road?,6.36,6.67,14.59,62.7,8.74,0.0723,4.3724,0.0711,7215,405,298,0.0000,0
335,Qwen2.5-VL-3B,,620.01,144.21,764.23,0.792,123,3,126,0,10,3,What is the number of residential areas?,6.43,6.75,14.57,62.8,10.20,0.0829,3.3992,0.0809,7213,407,304,0.0000,0
336,Qwen2.5-VL-3B,,564.65,70.28,634.93,0.663,121,2,123,1,Yes,yes,Is a farmland present?,6.47,6.63,14.79,62.7,8.88,0.0734,4.4413,0.0722,7213,407,304,0.0000,0
337,Qwen2.5-VL-3B,,632.86,222.22,855.08,0.880,124,4,128,0,100,8,What is the amount of medium water areas?,6.48,6.75,14.65,62.7,11.72,0.0945,2.9308,0.0916,7221,399,304,0.0000,0
338,Qwen2.5-VL-3B,,660.24,67.28,727.53,0.755,128,2,130,0,No,yes,Is there a residential building at the top of a  road?,6.33,6.51,14.76,62.4,10.34,0.0808,5.1692,0.0795,7221,399,304,0.0000,0
339,Qwen2.5-VL-3B,,631.13,67.54,698.66,0.729,125,2,127,1,No,no,Is a large residential building present in the image?,6.40,6.67,14.59,62.8,10.20,0.0816,5.1020,0.0803,7224,396,304,0.0000,0
340,Qwen2.5-VL-3B,,518.43,221.32,739.75,0.772,123,4,127,0,100,23,What is the amount of rectangular forests?,6.50,6.87,14.45,62.6,10.11,0.0822,2.5273,0.0796,7229,391,304,0.0000,0
341,Qwen2.5-VL-3B,,645.85,65.40,711.25,0.736,122,2,124,0,1,0,How many large roads are there?,6.41,6.63,14.70,62.6,10.31,0.0845,5.1549,0.0831,7237,383,304,0.0000,0
342,Qwen2.5-VL-3B,,516.65,70.75,587.40,0.623,124,2,126,1,Yes,yes,Are there less commercial buildings than water areas?,6.43,6.83,14.44,62.7,8.64,0.0697,4.3216,0.0686,7237,383,304,0.0000,0
343,Qwen2.5-VL-3B,,601.63,69.09,670.72,0.700,124,2,126,1,Yes,yes,Is a medium building present in the image?,6.39,6.75,14.37,62.6,8.62,0.0695,4.3107,0.0684,7235,385,311,0.0000,0
344,Qwen2.5-VL-3B,,675.74,144.07,819.81,0.848,127,3,130,0,10,14,What is the number of small grass areas in the image?,6.54,6.79,14.80,62.8,11.86,0.0934,3.9547,0.0913,7235,385,311,0.0000,0
345,Qwen2.5-VL-3B,,627.73,68.32,696.06,0.723,124,2,126,0,1,3,What is the number of square residential buildings?,6.37,6.67,14.59,62.8,10.22,0.0824,5.1090,0.0811,7242,378,311,0.0000,0
346,Qwen2.5-VL-3B,,597.37,68.61,665.97,0.716,123,2,125,0,Yes,no,Are there less buildings than water areas?,6.31,6.75,14.32,62.7,10.05,0.0817,5.0261,0.0804,7247,373,311,0.0000,0
347,Qwen2.5-VL-3B,,600.10,66.14,666.24,0.693,124,2,126,1,Yes,yes,Are there more grass areas than water areas?,6.36,6.67,14.35,62.8,8.58,0.0692,4.2914,0.0681,7241,379,323,0.0000,0
348,Qwen2.5-VL-3B,,655.92,70.17,726.09,0.753,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,6.52,6.83,14.74,62.8,10.33,0.0826,5.1642,0.0813,7247,373,323,0.0000,0
349,Qwen2.5-VL-3B,,629.36,69.55,698.92,0.727,121,2,123,1,Yes,yes,Is a orchard present?,6.37,6.67,14.50,62.5,10.17,0.0841,5.0864,0.0827,7252,368,323,0.0000,0
350,Qwen2.5-VL-3B,,506.83,67.60,574.42,0.611,123,2,125,1,Yes,yes,Are there less residential buildings than roads?,6.44,6.94,14.34,62.8,8.58,0.0698,4.2915,0.0687,7257,363,326,0.0000,0
351,Qwen2.5-VL-3B,,600.81,71.38,672.19,0.696,122,2,124,0,Yes,no,Is a small farmland present?,6.43,6.79,14.35,62.4,8.62,0.0707,4.3125,0.0696,7261,359,330,0.0000,0
352,Qwen2.5-VL-3B,,669.90,70.02,739.92,0.767,122,2,124,1,Yes,yes,Is a small commercial building present?,6.55,6.79,14.80,62.6,10.38,0.0851,5.1886,0.0837,7261,359,330,0.0000,0
353,Qwen2.5-VL-3B,,650.22,68.97,719.20,0.747,128,2,130,0,Yes,no,Are there more commercial buildings than farmlands in the image?,6.46,6.75,14.64,62.5,10.25,0.0801,5.1274,0.0789,7263,357,339,0.0000,0
354,Qwen2.5-VL-3B,,623.51,64.86,688.37,0.720,123,2,125,0,1,2,How many medium commercial buildings are there?,6.34,6.63,14.54,62.7,10.21,0.0830,5.1062,0.0817,7269,351,339,0.0000,0
355,Qwen2.5-VL-3B,,614.56,68.90,683.47,0.712,127,2,129,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,6.43,6.79,14.43,62.8,10.08,0.0794,5.0396,0.0781,7274,346,339,0.0000,0
356,Qwen2.5-VL-3B,,597.19,70.68,667.87,0.696,127,2,129,0,Yes,no,Are there more circular water areas than buildings in the image?,6.32,6.71,14.31,62.7,8.59,0.0677,4.2962,0.0666,7278,342,340,0.0000,0
357,Qwen2.5-VL-3B,,557.61,70.25,627.86,0.659,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,6.57,6.75,14.74,62.7,8.85,0.0686,4.4245,0.0675,7286,334,340,0.0000,0
358,Qwen2.5-VL-3B,,632.73,69.50,702.23,0.727,122,2,124,1,Yes,yes,Are there less forests than buildings?,6.46,6.87,14.61,62.8,10.22,0.0838,5.1124,0.0825,7292,328,340,0.0000,0
359,Qwen2.5-VL-3B,,511.61,66.54,578.14,0.615,123,2,125,0,Yes,no,Are there more water areas than roads?,6.44,6.90,14.33,63.0,8.60,0.0699,4.3001,0.0688,7291,329,340,0.0000,0
360,Qwen2.5-VL-3B,,502.23,65.68,567.91,0.597,121,2,123,0,No,yes,Is a circular building present?,6.26,6.78,13.95,62.6,6.97,0.0576,3.4848,0.0567,7284,336,344,0.0000,0
361,Qwen2.5-VL-3B,,665.11,70.31,735.42,0.758,122,2,124,0,Yes,no,Is there a large commercial building?,6.63,7.01,14.75,62.9,10.34,0.0848,5.1707,0.0834,7285,335,344,0.0000,0
362,Qwen2.5-VL-3B,,531.09,71.31,602.40,0.632,123,2,125,1,Yes,yes,Are there more buildings than water areas?,6.57,6.90,14.58,62.8,8.75,0.0711,4.3732,0.0700,7285,335,344,0.0000,0
363,Qwen2.5-VL-3B,,614.27,71.26,685.53,0.710,123,2,125,1,Yes,yes,Are there more roads than grass areas?,6.39,6.79,14.37,62.6,10.09,0.0820,5.0435,0.0807,7290,330,344,0.0000,0
364,Qwen2.5-VL-3B,,610.87,67.47,678.34,0.706,128,2,130,1,Yes,yes,Is there a building on the right of a  water area?,6.38,6.83,14.34,62.7,10.04,0.0785,5.0213,0.0773,7290,330,344,0.0000,0
365,Qwen2.5-VL-3B,,597.01,225.41,822.43,0.849,124,4,128,0,100,9,What is the amount of rectangular water areas?,6.41,6.83,14.43,62.8,11.59,0.0935,2.8972,0.0905,7295,325,344,0.0000,0
366,Qwen2.5-VL-3B,,527.74,66.26,593.99,0.624,121,2,123,1,No,no,Is there a square road?,6.40,6.79,14.54,62.8,8.71,0.0720,4.3570,0.0708,7300,320,345,0.0000,0
367,Qwen2.5-VL-3B,,607.60,144.76,752.37,0.777,123,3,126,0,10,163,How many small residential buildings are there?,6.44,6.79,14.46,62.8,10.13,0.0824,3.3768,0.0804,7308,312,345,0.0000,0
368,Qwen2.5-VL-3B,,558.89,69.94,628.83,0.660,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,6.40,6.59,14.57,62.6,8.75,0.0706,4.3749,0.0694,7308,312,345,0.0000,0
369,Qwen2.5-VL-3B,,638.01,69.06,707.07,0.730,124,2,126,0,1,0,What is the number of large commercial buildings?,6.42,6.75,14.61,62.8,10.23,0.0825,5.1125,0.0812,7309,311,349,0.0000,0
370,Qwen2.5-VL-3B,,626.45,68.88,695.33,0.721,128,2,130,1,No,no,Is the number of buildings equal to the number of grass areas?,6.40,6.67,14.48,62.8,10.15,0.0793,5.0769,0.0781,7310,310,349,0.0000,0
371,Qwen2.5-VL-3B,,521.98,68.54,590.52,0.621,122,2,124,1,Yes,yes,Is there a small water area?,6.45,6.83,14.39,62.7,8.62,0.0706,4.3083,0.0695,7313,307,349,0.0000,0
372,Qwen2.5-VL-3B,,603.94,223.52,827.46,0.851,124,4,128,0,100,3,What is the amount of large water areas?,6.46,6.83,14.51,62.7,11.61,0.0937,2.9034,0.0907,7297,323,377,0.0000,0
373,Qwen2.5-VL-3B,,626.87,220.72,847.59,0.874,124,4,128,0,100,1,What is the amount of medium orchards?,6.37,6.63,14.62,62.7,11.73,0.0946,2.9325,0.0916,7297,323,377,0.0000,0
