question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
243,Qwen2.5-VL-3B,,570.49,68.69,639.18,0.661,124,2,126,1,Yes,yes,Are there more forests than medium water areas?,6.30,6.94,14.06,61.7,8.44,0.0681,4.2223,0.0670,6738,882,435,0,8192,0.0
244,Qwen2.5-VL-3B,,577.93,69.11,647.04,0.665,121,2,123,1,Yes,yes,Is there a circular forest?,6.19,6.79,13.88,61.8,8.36,0.0691,4.1797,0.0680,6739,881,435,0,8192,0.0
245,Qwen2.5-VL-3B,,565.64,68.07,633.71,0.658,122,2,124,1,Yes,yes,Are there less forests than roads?,6.29,6.94,13.98,61.8,8.38,0.0687,4.1908,0.0676,6750,870,438,0,8192,0.0
246,Qwen2.5-VL-3B,,573.04,68.76,641.80,0.663,124,2,126,0,Yes,no,Are there more water areas than square forests?,6.14,6.75,13.87,61.9,8.34,0.0673,4.1708,0.0662,6755,865,438,0,8192,0.0
247,Qwen2.5-VL-3B,,484.29,70.48,554.77,0.581,122,2,124,1,Yes,yes,Is a circular water area present?,6.23,6.94,13.86,61.7,6.90,0.0566,3.4503,0.0557,6759,861,438,0,8192,0.0
248,Qwen2.5-VL-3B,,650.37,68.40,718.77,0.740,124,2,126,0,Yes,no,Are there less grass areas than water areas?,6.58,6.98,14.74,61.9,10.33,0.0833,5.1649,0.0820,6765,855,438,0,8192,0.0
249,Qwen2.5-VL-3B,,595.64,65.59,661.23,0.687,124,2,126,0,Yes,no,Are there more water areas than nature reserves?,6.30,6.75,14.31,61.8,8.60,0.0694,4.3023,0.0683,6766,854,438,0,8192,0.0
250,Qwen2.5-VL-3B,,653.61,67.72,721.34,0.747,122,2,124,0,Yes,no,Is a medium water area present?,6.50,6.63,14.71,61.6,10.33,0.0847,5.1637,0.0833,6768,852,438,0,8192,0.0
251,Qwen2.5-VL-3B,,606.27,68.43,674.70,0.701,128,2,130,1,Yes,yes,Is there a water area on the left of a  road?,6.18,6.71,14.02,61.8,8.43,0.0658,4.2130,0.0648,6777,843,439,0,8192,0.0
252,Qwen2.5-VL-3B,,663.90,147.22,811.12,0.839,123,3,126,0,10,0,What is the number of square roads?,6.48,6.75,14.75,61.8,11.83,0.0962,3.9430,0.0939,6782,838,439,0,8192,0.0
253,Qwen2.5-VL-3B,,581.64,67.14,648.78,0.674,121,2,123,1,Yes,yes,Is a medium forest present?,6.13,6.67,14.09,61.9,8.43,0.0697,4.2151,0.0685,6786,834,443,0,8192,0.0
254,Qwen2.5-VL-3B,,640.16,66.16,706.32,0.735,127,2,129,1,No,no,Is the number of forests equal to the number of roads?,6.58,6.83,14.68,62.0,10.28,0.0810,5.1406,0.0797,6791,829,443,0,8192,0.0
255,Qwen2.5-VL-3B,,605.59,220.52,826.11,0.853,129,4,133,0,100,10,What is the amount of forests at the bottom of a  road?,6.47,6.83,14.40,61.9,11.56,0.0896,2.8890,0.0869,6795,825,443,0,8192,0.0
256,Qwen2.5-VL-3B,,584.52,66.15,650.67,0.678,123,2,125,0,1,0,What is the number of large roads?,6.12,6.75,14.05,61.9,8.42,0.0684,4.2077,0.0673,6801,819,443,0,8192,0.0
257,Qwen2.5-VL-3B,,655.48,69.21,724.69,0.749,129,2,131,1,No,no,Is the number of water areas equal to the number of small roads?,6.52,6.83,14.73,61.8,10.32,0.0800,5.1593,0.0788,6807,813,443,0,8192,0.0
258,Qwen2.5-VL-3B,,580.45,65.78,646.23,0.673,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,6.35,6.83,14.31,61.8,8.60,0.0672,4.2976,0.0661,6813,807,443,0,8192,0.0
259,Qwen2.5-VL-3B,,641.45,68.61,710.06,0.738,122,2,124,0,Yes,no,Is there a large water area?,6.48,6.67,14.59,61.8,10.23,0.0839,5.1156,0.0825,6815,805,444,0,8192,0.0
260,Qwen2.5-VL-3B,,618.63,69.19,687.83,0.710,131,2,133,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,6.37,6.75,14.43,61.7,10.10,0.0771,5.0495,0.0759,6823,797,447,0,8192,0.0
261,Qwen2.5-VL-3B,,488.82,68.30,557.12,0.602,122,2,124,0,1,0,How many circular roads are there?,6.32,6.98,14.12,62.1,8.46,0.0694,4.2319,0.0683,6828,792,447,0,8192,0.0
262,Qwen2.5-VL-3B,,569.83,144.53,714.36,0.740,123,3,126,0,10,0,What is the number of rectangular roads?,6.36,6.90,14.12,62.0,9.89,0.0804,3.2963,0.0785,6831,789,447,0,8192,0.0
263,Qwen2.5-VL-3B,,619.91,68.81,688.72,0.720,139,2,141,0,Yes,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,6.36,6.87,14.27,61.9,9.99,0.0719,4.9958,0.0709,6831,789,447,0,8192,0.0
264,Qwen2.5-VL-3B,,593.88,69.74,663.62,0.689,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,6.35,6.67,14.29,61.7,8.59,0.0693,4.2956,0.0682,6838,782,447,0,8192,0.0
265,Qwen2.5-VL-3B,,650.33,68.04,718.37,0.744,123,2,125,0,Yes,no,Are there less forests than water areas?,6.48,6.63,14.71,61.8,10.33,0.0840,5.1654,0.0826,6843,777,447,0,8192,0.0
266,Qwen2.5-VL-3B,,592.39,69.12,661.51,0.687,123,2,125,0,Yes,no,Are there more water areas than forests?,6.30,6.71,14.30,61.9,8.55,0.0695,4.2729,0.0684,6846,774,447,0,8192,0.0
267,Qwen2.5-VL-3B,,656.58,68.56,725.14,0.750,122,2,124,0,Yes,no,Is there a medium nature reserve?,6.48,6.83,14.71,61.9,10.31,0.0845,5.1559,0.0832,6854,766,448,0,8192,0.0
268,Qwen2.5-VL-3B,,504.87,65.05,569.92,0.598,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,6.23,6.75,14.13,61.9,7.04,0.0550,3.5189,0.0541,6857,763,448,0,8192,0.0
269,Qwen2.5-VL-3B,,645.94,69.54,715.48,0.732,123,2,125,1,1,1,What is the number of square forests?,6.54,6.87,14.71,61.8,10.31,0.0838,5.1539,0.0825,6862,758,449,0,8192,0.0
270,Qwen2.5-VL-3B,,598.20,68.73,666.93,0.690,124,2,126,0,Yes,no,Are there less roads than circular water areas?,6.34,6.75,14.31,62.0,8.59,0.0693,4.2964,0.0682,6862,758,449,0,8192,0.0
271,Qwen2.5-VL-3B,,667.77,69.21,736.98,0.763,129,2,131,0,No,yes,Is the number of circular forests equal to the number of water areas?,6.50,6.79,14.79,61.8,10.38,0.0804,5.1889,0.0792,6870,750,453,0,8192,0.0
272,Qwen2.5-VL-3B,,502.82,144.29,647.12,0.677,122,3,125,0,10,30,How many small roads are there?,6.38,6.83,14.26,61.9,8.58,0.0703,2.8586,0.0686,6873,747,453,0,8192,0.0
273,Qwen2.5-VL-3B,,594.87,67.62,662.49,0.683,121,2,123,1,Yes,yes,Is a small road present?,6.34,6.75,14.31,61.8,8.58,0.0709,4.2882,0.0697,6877,743,453,0,8192,0.0
274,Qwen2.5-VL-3B,,548.11,70.26,618.37,0.645,121,2,123,1,No,no,Is there a square road?,6.58,6.83,14.72,61.7,8.84,0.0730,4.4194,0.0719,6877,743,453,0,8192,0.0
275,Qwen2.5-VL-3B,,588.38,70.46,658.85,0.679,129,2,131,1,No,no,Is the number of roads equal to the number of rectangular water areas?,6.21,6.75,14.05,61.9,8.42,0.0653,4.2112,0.0643,6880,740,453,0,8192,0.0
276,Qwen2.5-VL-3B,,658.44,71.10,729.54,0.753,127,2,129,0,2,3,How many nature reserves next to a  road are there?,6.53,6.83,14.74,61.8,10.33,0.0813,5.1639,0.0801,6880,740,453,0,8192,0.0
277,Qwen2.5-VL-3B,,586.90,68.60,655.50,0.685,123,2,125,0,Yes,no,Are there less roads than grass areas?,6.32,6.83,14.24,62.2,8.55,0.0695,4.2743,0.0684,6884,736,458,0,8192,0.0
278,Qwen2.5-VL-3B,,658.78,69.36,728.13,0.753,124,2,126,0,3,0,What is the number of rectangular grass areas?,6.51,6.75,14.77,61.9,10.36,0.0836,5.1806,0.0822,6891,729,458,0,8192,0.0
279,Qwen2.5-VL-3B,,599.37,66.23,665.60,0.688,122,2,124,0,Yes,no,Are there more forests than roads?,6.25,6.63,14.32,61.7,8.62,0.0707,4.3120,0.0695,6897,723,458,0,8192,0.0
280,Qwen2.5-VL-3B,,665.83,69.59,735.42,0.759,128,2,130,0,2,1,What is the number of water areas next to a  forest?,6.50,6.75,14.75,61.8,10.35,0.0808,5.1729,0.0796,6901,719,458,0,8192,0.0
281,Qwen2.5-VL-3B,,608.79,68.25,677.04,0.701,128,2,130,1,3,3,How many grass areas next to the  water area are there?,6.30,6.71,14.31,61.8,8.55,0.0668,4.2727,0.0657,6901,719,458,0,8192,0.0
282,Qwen2.5-VL-3B,,662.15,70.94,733.09,0.764,125,2,127,0,Yes,no,Are there more large water areas than medium forests?,6.46,6.75,14.74,62.0,10.34,0.0827,5.1694,0.0814,6906,714,458,0,8192,0.0
283,Qwen2.5-VL-3B,,501.35,70.40,571.75,0.598,121,2,123,1,No,no,Is there a rectangular road?,6.27,6.79,14.17,61.8,7.04,0.0582,3.5209,0.0573,6904,716,458,0,8192,0.0
284,Qwen2.5-VL-3B,,640.15,143.42,783.57,0.806,124,3,127,0,10,0,What is the amount of circular nature reserves?,6.58,6.90,14.70,62.1,11.78,0.0950,3.9276,0.0928,6910,710,458,0,8192,0.0
285,Qwen2.5-VL-3B,,493.62,66.79,560.41,0.589,124,2,126,1,1,1,What is the number of rectangular water areas?,6.14,6.87,13.88,62.1,6.91,0.0557,3.4556,0.0549,6911,709,458,0,8192,0.0
286,Qwen2.5-VL-3B,,665.59,70.62,736.21,0.764,135,2,137,0,1,no,Is the number of forests equal to the number of water areas on the right of a  road?,6.57,6.94,14.67,61.9,10.27,0.0761,5.1371,0.0750,6917,703,459,0,8192,0.0
287,Qwen2.5-VL-3B,,612.87,65.49,678.36,0.705,128,2,130,0,3,13,How many forests at the top of a  road are there?,6.34,6.79,14.32,61.9,10.02,0.0783,5.0113,0.0771,6918,702,459,0,8192,0.0
288,Qwen2.5-VL-3B,,608.50,67.07,675.57,0.702,126,2,128,1,Yes,yes,Is there a nature reserve next to a  road?,6.37,6.75,14.32,61.8,10.06,0.0798,5.0296,0.0786,6924,696,459,0,8192,0.0
289,Qwen2.5-VL-3B,,586.31,70.04,656.34,0.681,122,2,124,0,Yes,no,Is a circular grass area present?,6.16,6.71,13.99,61.9,8.41,0.0690,4.2061,0.0678,6931,689,459,0,8192,0.0
290,Qwen2.5-VL-3B,,548.67,64.76,613.43,0.640,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.59,6.87,14.68,61.9,8.82,0.0717,4.4077,0.0705,6935,685,459,0,8192,0.0
291,Qwen2.5-VL-3B,,573.12,70.39,643.51,0.667,124,2,126,1,Yes,yes,Are there more water areas than rectangular roads?,6.10,6.75,13.78,61.9,8.28,0.0668,4.1422,0.0657,6937,683,459,0,8192,0.0
292,Qwen2.5-VL-3B,,581.77,69.92,651.69,0.683,131,2,133,1,1,1,What is the number of square water areas at the bottom of a  road?,6.21,6.79,13.98,61.9,8.37,0.0639,4.1853,0.0629,6937,683,459,0,8192,0.0
293,Qwen2.5-VL-3B,,657.13,71.20,728.33,0.755,124,2,126,0,Yes,no,Are there more medium forests than water areas?,6.43,6.87,14.77,62.1,10.36,0.0836,5.1807,0.0822,6942,678,459,0,8192,0.0
294,Qwen2.5-VL-3B,,586.16,68.45,654.61,0.682,126,2,128,1,Yes,yes,Are there more roads than large forests in the image?,6.30,6.79,14.27,62.2,8.57,0.0680,4.2848,0.0669,6943,677,462,0,8192,0.0
295,Qwen2.5-VL-3B,,642.42,70.27,712.69,0.745,122,2,124,1,1,1,How many medium forests are there?,6.46,6.71,14.73,61.9,10.33,0.0847,5.1673,0.0833,6948,672,462,0,8192,0.0
296,Qwen2.5-VL-3B,,611.20,67.65,678.86,0.703,129,2,131,1,Yes,yes,Is a forest on the right of the  circular water area present?,6.30,6.79,14.30,62.0,10.07,0.0780,5.0338,0.0769,6954,666,462,0,8192,0.0
297,Qwen2.5-VL-3B,,495.86,65.45,561.31,0.590,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,6.29,6.83,14.08,61.9,7.00,0.0543,3.5000,0.0534,6961,659,462,0,8192,0.0
298,Qwen2.5-VL-3B,,647.94,69.17,717.12,0.741,124,2,126,1,Yes,yes,Are there less rectangular nature reserves than roads?,6.56,6.98,14.68,62.1,10.29,0.0830,5.1453,0.0817,6966,654,462,0,8192,0.0
299,Qwen2.5-VL-3B,,603.88,69.24,673.12,0.705,121,2,123,1,Yes,yes,Is a square forest present?,6.37,6.83,14.33,62.0,10.05,0.0830,5.0226,0.0817,6966,654,462,0,8192,0.0
300,Qwen2.5-VL-3B,,495.30,144.58,639.88,0.677,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.34,6.87,14.13,62.2,8.49,0.0685,2.8294,0.0668,6936,684,504,0,8192,0.0
301,Qwen2.5-VL-3B,,594.78,69.82,664.60,0.687,121,2,123,1,No,no,Is a rectangular road present?,6.34,6.75,14.29,62.1,8.56,0.0707,4.2777,0.0696,6942,678,504,0,8192,0.0
302,Qwen2.5-VL-3B,,654.84,69.51,724.34,0.751,122,2,124,0,0,7,How many commercial buildings are there?,6.46,6.83,14.76,62.0,10.35,0.0848,5.1753,0.0835,6942,678,504,0,8192,0.0
303,Qwen2.5-VL-3B,,611.63,65.87,677.50,0.701,126,2,128,0,1,164,What is the amount of residential buildings in the image?,6.38,6.75,14.37,62.0,10.08,0.0800,5.0416,0.0788,6949,671,504,0,8192,0.0
304,Qwen2.5-VL-3B,,495.53,528.88,1024.41,1.053,122,8,130,0,1000000,152,What is the amount of forests?,6.37,6.94,14.27,62.3,14.32,0.1174,1.7896,0.1101,6955,665,504,0,8192,0.0
305,Qwen2.5-VL-3B,,500.33,68.78,569.11,0.598,120,2,122,1,Yes,yes,Is a building present?,5.95,6.63,14.00,62.1,7.01,0.0584,3.5056,0.0575,6962,658,504,0,8192,0.0
306,Qwen2.5-VL-3B,,649.93,67.21,717.14,0.742,124,2,126,0,1,187,How many roads are there in the image?,6.39,6.59,14.68,61.8,10.30,0.0830,5.1490,0.0817,6962,658,504,0,8192,0.0
307,Qwen2.5-VL-3B,,635.50,147.97,783.47,0.811,126,3,129,1,10,10,What is the number of orchards in the image?,6.23,6.83,14.09,62.1,11.30,0.0897,3.7659,0.0876,6962,658,504,0,8192,0.0
308,Qwen2.5-VL-3B,,579.09,69.51,648.59,0.676,121,2,123,0,No,yes,Is a residential building present?,6.21,6.75,14.09,62.0,8.44,0.0697,4.2176,0.0686,6936,684,554,0,8192,0.0
309,Qwen2.5-VL-3B,,642.86,68.93,711.79,0.735,123,2,125,0,No,yes,Is a road present in the image?,6.55,6.87,14.69,62.1,10.29,0.0837,5.1460,0.0823,6942,678,554,0,8192,0.0
310,Qwen2.5-VL-3B,,506.70,71.21,577.91,0.613,121,2,123,1,Yes,yes,Is there a commercial building?,6.32,6.79,14.16,62.2,8.49,0.0702,4.2461,0.0690,6949,671,554,0,8192,0.0
311,Qwen2.5-VL-3B,,494.64,65.90,560.54,0.586,121,2,123,1,Yes,yes,Is a water area present?,6.14,6.79,13.92,62.2,6.94,0.0574,3.4718,0.0565,6957,663,554,0,8192,0.0
312,Qwen2.5-VL-3B,,539.88,70.83,610.71,0.635,121,2,123,1,Yes,yes,Is a grass area present?,6.65,6.98,14.71,62.0,8.83,0.0730,4.4165,0.0718,6957,663,554,0,8192,0.0
313,Qwen2.5-VL-3B,,565.59,302.95,868.54,0.893,123,5,128,0,1000,25,What is the amount of water areas?,6.40,6.94,14.20,62.2,11.36,0.0924,2.2726,0.0888,6958,662,553,0,8192,0.0
314,Qwen2.5-VL-3B,,604.18,68.58,672.76,0.697,122,2,124,0,No,yes,Is there a circular orchard?,6.13,6.59,14.24,61.9,8.58,0.0703,4.2899,0.0692,6958,662,553,0,8192,0.0
315,Qwen2.5-VL-3B,,563.58,220.97,784.55,0.813,124,4,128,0,100,79,What is the number of farmlands?,6.59,6.79,14.76,62.2,11.82,0.0953,2.9555,0.0924,6972,648,553,0,8192,0.0
316,Qwen2.5-VL-3B,,585.61,64.98,650.58,0.678,121,2,123,0,Yes,no,Is there a medium road?,6.11,6.71,14.06,61.9,8.42,0.0696,4.2104,0.0685,6976,644,553,0,8192,0.0
317,Qwen2.5-VL-3B,,646.34,69.67,716.01,0.738,122,2,124,1,Yes,yes,Is there a circular water area?,6.47,6.79,14.75,62.1,10.34,0.0848,5.1712,0.0834,6976,644,553,0,8192,0.0
318,Qwen2.5-VL-3B,,502.50,69.86,572.36,0.599,123,2,125,0,1,0,How many large residential buildings are there?,6.33,6.75,14.20,62.3,7.12,0.0579,3.5600,0.0570,6981,639,553,0,8192,0.0
319,Qwen2.5-VL-3B,,639.73,66.42,706.15,0.728,121,2,123,0,1,191,How many buildings are there?,6.53,6.67,14.72,62.0,10.33,0.0854,5.1666,0.0840,6988,632,553,0,8192,0.0
320,Qwen2.5-VL-3B,,607.06,68.47,675.53,0.700,126,2,128,0,Yes,no,Are there less roads than commercial buildings in the image?,6.35,6.79,14.30,62.2,8.55,0.0678,4.2738,0.0668,6988,632,553,0,8192,0.0
321,Qwen2.5-VL-3B,,565.95,67.51,633.46,0.666,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,6.60,6.83,14.71,62.0,8.84,0.0690,4.4177,0.0680,6995,625,553,0,8192,0.0
322,Qwen2.5-VL-3B,,568.97,68.72,637.69,0.661,122,2,124,0,No,yes,Is a large water area present?,6.24,6.75,14.06,62.2,8.46,0.0693,4.2292,0.0682,7000,620,553,0,8192,0.0
323,Qwen2.5-VL-3B,,570.63,68.91,639.55,0.665,124,2,126,0,1,0,What is the number of square commercial buildings?,6.25,6.83,14.00,62.2,8.38,0.0676,4.1910,0.0665,7000,620,553,0,8192,0.0
324,Qwen2.5-VL-3B,,578.64,70.17,648.81,0.674,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,6.33,6.98,14.09,62.3,8.47,0.0662,4.2351,0.0652,7005,615,553,0,8192,0.0
325,Qwen2.5-VL-3B,,639.59,67.59,707.18,0.732,123,2,125,0,Yes,no,Are there less buildings than grass areas?,6.55,6.71,14.63,62.0,10.26,0.0834,5.1284,0.0821,7007,613,553,0,8192,0.0
326,Qwen2.5-VL-3B,,592.82,65.60,658.42,0.681,120,2,122,1,Yes,yes,Is there a forest?,6.35,6.71,14.30,62.1,8.55,0.0712,4.2730,0.0700,7011,609,553,0,8192,0.0
327,Qwen2.5-VL-3B,,547.81,68.43,616.24,0.645,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,6.61,6.87,14.68,62.3,8.81,0.0688,4.4045,0.0678,7017,603,553,0,8192,0.0
328,Qwen2.5-VL-3B,,486.17,68.70,554.86,0.581,121,2,123,1,Yes,yes,Is a small road present?,6.02,6.87,13.56,62.2,6.78,0.0560,3.3901,0.0551,7006,614,568,0,8192,0.0
329,Qwen2.5-VL-3B,,653.14,69.82,722.95,0.745,129,2,131,0,1,164,How many residential buildings at the top of a  road are there?,6.58,6.98,14.69,62.3,10.29,0.0798,5.1439,0.0785,7007,613,566,0,8192,0.0
330,Qwen2.5-VL-3B,,593.62,70.86,664.48,0.690,122,2,124,0,Yes,no,Are there more roads than buildings?,6.33,6.71,14.26,62.0,8.53,0.0699,4.2643,0.0688,7007,613,566,0,8192,0.0
331,Qwen2.5-VL-3B,,661.27,70.81,732.08,0.760,123,2,125,0,1,0,How many circular commercial buildings are there?,6.50,6.87,14.74,62.0,10.34,0.0841,5.1711,0.0827,7019,601,566,0,8192,0.0
332,Qwen2.5-VL-3B,,506.82,300.10,806.92,0.843,123,5,128,0,1000,114,What is the amount of grass areas?,6.40,6.90,14.36,62.2,11.49,0.0934,2.2985,0.0898,7025,595,566,0,8192,0.0
333,Qwen2.5-VL-3B,,592.81,217.90,810.71,0.836,124,4,128,0,100,101,What is the amount of rectangular residential buildings?,6.31,6.75,14.42,62.1,11.55,0.0932,2.8886,0.0903,7016,604,576,0,8192,0.0
334,Qwen2.5-VL-3B,,496.12,70.33,566.45,0.595,121,2,123,1,No,no,Is there a circular road?,6.07,6.83,13.89,62.3,6.91,0.0571,3.4568,0.0562,7017,603,576,0,8192,0.0
335,Qwen2.5-VL-3B,,644.04,146.89,790.92,0.814,123,3,126,0,10,3,What is the number of residential areas?,6.51,6.79,14.73,62.0,11.79,0.0959,3.9316,0.0936,7020,600,576,0,8192,0.0
336,Qwen2.5-VL-3B,,492.12,69.96,562.08,0.593,121,2,123,1,Yes,yes,Is a farmland present?,6.11,6.83,13.92,62.2,6.96,0.0575,3.4780,0.0566,7020,600,576,0,8192,0.0
337,Qwen2.5-VL-3B,,644.01,221.56,865.57,0.890,124,4,128,0,100,8,What is the amount of medium water areas?,6.54,6.83,14.74,62.3,11.82,0.0953,2.9539,0.0923,7027,593,576,0,8192,0.0
338,Qwen2.5-VL-3B,,617.21,65.32,682.53,0.706,128,2,130,0,No,yes,Is there a residential building at the top of a  road?,6.23,6.75,14.39,62.1,10.07,0.0787,5.0370,0.0775,7027,593,576,0,8192,0.0
339,Qwen2.5-VL-3B,,594.24,65.55,659.79,0.687,125,2,127,1,No,no,Is a large residential building present in the image?,6.27,6.63,14.24,62.0,8.57,0.0685,4.2839,0.0675,7033,587,576,0,8192,0.0
340,Qwen2.5-VL-3B,,554.70,225.49,780.19,0.808,123,4,127,0,100,23,What is the amount of rectangular forests?,6.62,6.83,14.74,62.1,11.81,0.0960,2.9528,0.0930,7038,582,576,0,8192,0.0
341,Qwen2.5-VL-3B,,579.35,69.81,649.17,0.674,122,2,124,0,1,0,How many large roads are there?,6.10,6.67,14.10,62.2,8.44,0.0691,4.2176,0.0680,7043,577,576,0,8192,0.0
342,Qwen2.5-VL-3B,,543.29,71.30,614.59,0.647,124,2,126,1,Yes,yes,Are there less commercial buildings than water areas?,6.59,6.83,14.64,62.2,8.79,0.0709,4.3947,0.0698,7044,576,576,0,8192,0.0
343,Qwen2.5-VL-3B,,578.58,68.50,647.08,0.670,124,2,126,1,Yes,yes,Is a medium building present in the image?,6.21,6.75,14.04,62.0,8.41,0.0679,4.2067,0.0668,7029,591,589,0,8192,0.0
344,Qwen2.5-VL-3B,,649.86,146.11,795.97,0.823,127,3,130,0,10,14,What is the number of small grass areas in the image?,6.53,6.87,14.72,62.2,11.79,0.0928,3.9289,0.0907,7029,591,589,0,8192,0.0
345,Qwen2.5-VL-3B,,577.08,68.97,646.05,0.672,124,2,126,0,1,3,What is the number of square residential buildings?,6.19,6.83,14.09,62.2,8.46,0.0682,4.2314,0.0672,7036,584,589,0,8192,0.0
346,Qwen2.5-VL-3B,,654.31,68.53,722.84,0.748,123,2,125,0,Yes,no,Are there less buildings than water areas?,6.47,6.63,14.73,62.2,10.36,0.0842,5.1776,0.0828,7040,580,589,0,8192,0.0
347,Qwen2.5-VL-3B,,590.00,69.78,659.78,0.685,124,2,126,1,Yes,yes,Are there more grass areas than water areas?,6.21,6.71,14.06,62.1,8.46,0.0682,4.2311,0.0672,7045,575,589,0,8192,0.0
348,Qwen2.5-VL-3B,,652.48,68.38,720.86,0.746,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,6.49,6.83,14.72,61.9,10.33,0.0826,5.1629,0.0813,7052,568,589,0,8192,0.0
349,Qwen2.5-VL-3B,,589.93,68.40,658.33,0.684,121,2,123,1,Yes,yes,Is a orchard present?,6.30,6.75,14.26,62.0,8.53,0.0705,4.2661,0.0694,7057,563,589,0,8192,0.0
350,Qwen2.5-VL-3B,,554.23,67.46,621.69,0.665,123,2,125,1,Yes,yes,Are there less residential buildings than roads?,6.62,6.90,14.66,62.1,8.80,0.0715,4.3981,0.0704,7065,555,589,0,8192,0.0
351,Qwen2.5-VL-3B,,580.35,69.47,649.83,0.675,122,2,124,0,Yes,no,Is a small farmland present?,6.08,6.71,13.85,62.2,8.34,0.0683,4.1685,0.0672,7041,579,636,0,8192,0.0
352,Qwen2.5-VL-3B,,644.23,70.11,714.34,0.739,122,2,124,1,Yes,yes,Is a small commercial building present?,6.52,6.90,14.66,62.1,10.28,0.0843,5.1398,0.0829,7036,584,636,0,8192,0.0
353,Qwen2.5-VL-3B,,603.02,69.41,672.43,0.698,128,2,130,0,Yes,no,Are there more commercial buildings than farmlands in the image?,6.33,6.75,14.26,62.0,8.55,0.0668,4.2755,0.0658,7047,573,636,0,8192,0.0
354,Qwen2.5-VL-3B,,661.26,70.70,731.97,0.756,123,2,125,0,1,2,How many medium commercial buildings are there?,6.47,6.83,14.78,62.2,10.37,0.0843,5.1837,0.0829,7050,570,636,0,8192,0.0
355,Qwen2.5-VL-3B,,607.68,68.05,675.73,0.701,127,2,129,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,6.29,6.71,14.30,62.2,8.60,0.0677,4.3010,0.0667,7060,560,636,0,8192,0.0
356,Qwen2.5-VL-3B,,658.86,69.14,728.00,0.755,127,2,129,0,Yes,no,Are there more circular water areas than buildings in the image?,6.52,6.75,14.80,62.3,10.40,0.0819,5.1976,0.0806,7068,552,636,0,8192,0.0
357,Qwen2.5-VL-3B,,508.95,67.16,576.12,0.608,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,6.33,6.83,14.14,62.2,8.51,0.0659,4.2527,0.0649,7069,551,636,0,8192,0.0
358,Qwen2.5-VL-3B,,572.90,67.91,640.81,0.665,122,2,124,1,Yes,yes,Are there less forests than buildings?,6.23,6.75,14.04,62.2,8.46,0.0693,4.2280,0.0682,7073,547,636,0,8192,0.0
359,Qwen2.5-VL-3B,,484.68,68.62,553.30,0.586,123,2,125,0,Yes,no,Are there more water areas than roads?,6.21,6.89,13.79,62.2,6.85,0.0557,3.4259,0.0548,7073,547,636,0,8192,0.0
360,Qwen2.5-VL-3B,,545.87,67.55,613.42,0.638,121,2,123,0,No,yes,Is a circular building present?,6.65,7.01,14.68,62.3,8.82,0.0729,4.4093,0.0717,7078,542,636,0,8192,0.0
361,Qwen2.5-VL-3B,,569.92,67.05,636.97,0.658,122,2,124,0,Yes,no,Is there a large commercial building?,6.24,6.79,14.01,62.4,8.38,0.0687,4.1886,0.0676,7078,542,636,0,8192,0.0
362,Qwen2.5-VL-3B,,481.08,66.26,547.34,0.577,123,2,125,1,Yes,yes,Are there more buildings than water areas?,6.24,6.97,13.80,62.4,6.89,0.0560,3.4444,0.0551,7078,542,636,0,8192,0.0
363,Qwen2.5-VL-3B,,643.62,75.32,718.94,0.741,123,2,125,1,Yes,yes,Are there more roads than grass areas?,6.62,6.90,14.70,61.9,10.31,0.0839,5.1573,0.0825,7082,538,636,0,8192,0.0
364,Qwen2.5-VL-3B,,639.84,67.94,707.78,0.742,128,2,130,1,Yes,yes,Is there a building on the right of a  water area?,6.45,6.75,14.51,62.4,10.19,0.0796,5.0963,0.0784,7072,548,650,0,8192,0.0
365,Qwen2.5-VL-3B,,588.06,219.51,807.57,0.836,124,4,128,0,100,9,What is the amount of rectangular water areas?,6.42,6.87,14.31,62.1,11.49,0.0926,2.8716,0.0897,7072,548,666,0,8192,0.0
366,Qwen2.5-VL-3B,,493.60,65.40,559.00,0.587,121,2,123,1,No,no,Is there a square road?,6.17,6.78,13.95,62.5,6.99,0.0578,3.4957,0.0568,7084,536,666,0,8192,0.0
