question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
243,Qwen2.5-VL-3B,,579.98,65.75,645.74,0.668,124,2,126,1,Yes,yes,Are there more forests than medium water areas?,6.10,6.75,13.79,61.8,8.31,0.0670,4.1566,0.0660,6738,882,463,0,8192,0.0
244,Qwen2.5-VL-3B,,643.92,68.72,712.64,0.743,121,2,123,1,Yes,yes,Is there a circular forest?,6.45,6.83,14.65,61.7,10.26,0.0848,5.1296,0.0834,6738,882,463,0,8192,0.0
245,Qwen2.5-VL-3B,,592.37,68.80,661.17,0.697,122,2,124,1,Yes,yes,Are there less forests than roads?,6.24,6.71,14.20,61.8,8.51,0.0698,4.2554,0.0686,6745,875,463,0,8192,0.0
246,Qwen2.5-VL-3B,,664.77,70.28,735.05,0.758,124,2,126,0,Yes,no,Are there more water areas than square forests?,6.49,6.87,14.80,62.0,10.38,0.0837,5.1906,0.0824,6740,880,466,0,8192,0.0
247,Qwen2.5-VL-3B,,508.27,69.08,577.35,0.605,122,2,124,1,Yes,yes,Is a circular water area present?,6.35,6.87,14.27,62.0,8.58,0.0703,4.2875,0.0692,6747,873,466,0,8192,0.0
248,Qwen2.5-VL-3B,,576.89,68.84,645.73,0.668,124,2,126,0,Yes,no,Are there less grass areas than water areas?,6.27,6.90,14.10,61.9,8.49,0.0684,4.2435,0.0674,6752,868,465,0,8192,0.0
249,Qwen2.5-VL-3B,,570.89,68.24,639.12,0.664,124,2,126,0,Yes,no,Are there more water areas than nature reserves?,6.08,6.75,13.77,61.9,8.29,0.0668,4.1432,0.0658,6752,868,465,0,8192,0.0
250,Qwen2.5-VL-3B,,572.70,69.05,641.75,0.670,122,2,124,0,Yes,no,Is a medium water area present?,6.24,6.83,14.00,61.8,8.40,0.0689,4.2012,0.0678,6759,861,465,0,8192,0.0
251,Qwen2.5-VL-3B,,585.18,67.48,652.66,0.676,128,2,130,1,Yes,yes,Is there a water area on the left of a  road?,6.24,6.71,14.10,61.6,8.50,0.0664,4.2500,0.0654,6769,851,465,0,8192,0.0
252,Qwen2.5-VL-3B,,642.96,142.34,785.30,0.809,123,3,126,0,10,0,What is the number of square roads?,6.58,6.87,14.68,61.9,11.76,0.0956,3.9193,0.0933,6773,847,465,0,8192,0.0
253,Qwen2.5-VL-3B,,585.95,70.01,655.97,0.682,121,2,123,1,Yes,yes,Is a medium forest present?,6.20,6.75,14.13,61.8,8.47,0.0700,4.2325,0.0688,6780,840,465,0,8192,0.0
254,Qwen2.5-VL-3B,,652.48,64.58,717.06,0.743,127,2,129,1,No,no,Is the number of forests equal to the number of roads?,6.54,6.83,14.74,61.9,10.33,0.0813,5.1643,0.0801,6777,843,481,0,8192,0.0
255,Qwen2.5-VL-3B,,603.07,223.33,826.40,0.858,129,4,133,0,100,10,What is the amount of forests at the bottom of a  road?,6.45,6.79,14.39,61.8,11.54,0.0895,2.8855,0.0868,6785,835,481,0,8192,0.0
256,Qwen2.5-VL-3B,,582.01,69.19,651.21,0.675,123,2,125,0,1,0,What is the number of large roads?,6.12,6.71,14.13,61.8,8.47,0.0689,4.2363,0.0678,6790,830,481,0,8192,0.0
257,Qwen2.5-VL-3B,,651.67,66.07,717.74,0.743,129,2,131,1,No,no,Is the number of water areas equal to the number of small roads?,6.54,6.79,14.72,62.0,10.32,0.0800,5.1606,0.0788,6798,822,481,0,8192,0.0
258,Qwen2.5-VL-3B,,579.82,70.33,650.16,0.679,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,6.25,6.63,14.31,61.7,8.61,0.0673,4.3069,0.0663,6803,817,481,0,8192,0.0
259,Qwen2.5-VL-3B,,648.03,68.61,716.64,0.742,122,2,124,0,Yes,no,Is there a large water area?,6.45,6.79,14.72,62.0,10.33,0.0847,5.1661,0.0833,6808,812,481,0,8192,0.0
260,Qwen2.5-VL-3B,,600.94,68.81,669.75,0.716,131,2,133,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,6.30,6.79,14.27,61.8,9.97,0.0761,4.9826,0.0749,6814,806,481,0,8192,0.0
261,Qwen2.5-VL-3B,,504.02,65.37,569.39,0.599,122,2,124,0,1,0,How many circular roads are there?,6.30,6.83,14.11,62.1,7.03,0.0576,3.5139,0.0567,6812,808,488,0,8192,0.0
262,Qwen2.5-VL-3B,,637.42,147.51,784.93,0.815,123,3,126,0,10,0,What is the number of rectangular roads?,6.60,6.94,14.66,61.9,11.74,0.0954,3.9129,0.0932,6818,802,488,0,8192,0.0
263,Qwen2.5-VL-3B,,611.34,69.40,680.74,0.706,139,2,141,0,Yes,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,6.27,6.87,14.18,61.9,9.94,0.0715,4.9700,0.0705,6819,801,488,0,8192,0.0
264,Qwen2.5-VL-3B,,591.42,68.97,660.39,0.692,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,6.22,6.67,14.12,61.9,8.49,0.0685,4.2467,0.0674,6831,789,488,0,8192,0.0
265,Qwen2.5-VL-3B,,657.37,68.01,725.38,0.750,123,2,125,0,Yes,no,Are there less forests than water areas?,6.50,6.83,14.76,62.0,10.36,0.0842,5.1796,0.0829,6840,780,488,0,8192,0.0
266,Qwen2.5-VL-3B,,592.29,67.03,659.32,0.696,123,2,125,0,Yes,no,Are there more water areas than forests?,6.29,6.67,14.27,61.7,8.53,0.0694,4.2659,0.0683,6845,775,488,0,8192,0.0
267,Qwen2.5-VL-3B,,660.11,69.96,730.08,0.754,122,2,124,0,Yes,no,Is there a medium nature reserve?,6.53,6.87,14.75,61.9,10.34,0.0847,5.1686,0.0834,6837,783,513,0,8192,0.0
268,Qwen2.5-VL-3B,,492.00,64.76,556.76,0.589,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,6.24,6.83,14.08,61.9,7.01,0.0548,3.5043,0.0539,6851,769,513,0,8192,0.0
269,Qwen2.5-VL-3B,,632.89,69.21,702.10,0.730,123,2,125,1,1,1,What is the number of square forests?,6.62,6.98,14.66,62.1,10.26,0.0835,5.1322,0.0821,6857,763,513,0,8192,0.0
270,Qwen2.5-VL-3B,,594.41,68.67,663.08,0.690,124,2,126,0,Yes,no,Are there less roads than circular water areas?,6.33,6.75,14.30,61.9,8.59,0.0693,4.2954,0.0682,6857,763,513,0,8192,0.0
271,Qwen2.5-VL-3B,,662.77,70.12,732.89,0.760,129,2,131,0,No,yes,Is the number of circular forests equal to the number of water areas?,6.49,6.63,14.73,62.0,10.33,0.0801,5.1668,0.0789,6862,758,513,0,8192,0.0
272,Qwen2.5-VL-3B,,496.93,144.32,641.25,0.674,122,3,125,0,10,30,How many small roads are there?,6.32,6.94,14.16,62.2,8.52,0.0698,2.8394,0.0681,6867,753,513,0,8192,0.0
273,Qwen2.5-VL-3B,,593.50,69.55,663.05,0.689,121,2,123,1,Yes,yes,Is a small road present?,6.35,6.79,14.28,61.9,8.58,0.0709,4.2883,0.0697,6872,748,513,0,8192,0.0
274,Qwen2.5-VL-3B,,550.27,69.44,619.71,0.650,121,2,123,1,No,no,Is there a square road?,6.55,6.75,14.74,62.0,8.87,0.0733,4.4338,0.0721,6872,748,513,0,8192,0.0
275,Qwen2.5-VL-3B,,587.61,64.28,651.89,0.678,129,2,131,1,No,no,Is the number of roads equal to the number of rectangular water areas?,6.24,6.79,14.02,62.0,8.41,0.0652,4.2030,0.0642,6877,743,510,0,8192,0.0
276,Qwen2.5-VL-3B,,657.29,70.15,727.44,0.758,127,2,129,0,2,3,How many nature reserves next to a  road are there?,6.48,6.83,14.71,61.8,10.31,0.0812,5.1572,0.0800,6877,743,510,0,8192,0.0
277,Qwen2.5-VL-3B,,590.97,69.16,660.13,0.686,123,2,125,0,Yes,no,Are there less roads than grass areas?,6.29,6.63,14.30,61.8,8.60,0.0699,4.2998,0.0688,6874,746,510,0,8192,0.0
278,Qwen2.5-VL-3B,,650.62,69.41,720.03,0.746,124,2,126,0,3,0,What is the number of rectangular grass areas?,6.51,6.83,14.74,61.9,10.34,0.0834,5.1702,0.0821,6881,739,510,0,8192,0.0
279,Qwen2.5-VL-3B,,590.71,66.98,657.69,0.684,122,2,124,0,Yes,no,Are there more forests than roads?,6.30,6.71,14.29,61.9,8.54,0.0700,4.2707,0.0689,6887,733,510,0,8192,0.0
280,Qwen2.5-VL-3B,,661.59,69.52,731.10,0.763,128,2,130,0,2,1,What is the number of water areas next to a  forest?,6.45,6.83,14.69,62.1,10.30,0.0805,5.1503,0.0792,6892,728,510,0,8192,0.0
281,Qwen2.5-VL-3B,,614.68,69.24,683.92,0.715,128,2,130,1,3,3,How many grass areas next to the  water area are there?,6.30,6.83,14.32,62.0,10.01,0.0782,5.0036,0.0770,6898,722,510,0,8192,0.0
282,Qwen2.5-VL-3B,,595.22,68.47,663.69,0.691,125,2,127,0,Yes,no,Are there more large water areas than medium forests?,6.32,6.75,14.25,62.1,8.55,0.0684,4.2771,0.0674,6903,717,524,0,8192,0.0
283,Qwen2.5-VL-3B,,552.69,67.86,620.55,0.653,121,2,123,1,No,no,Is there a rectangular road?,6.58,6.79,14.76,62.0,8.87,0.0733,4.4337,0.0721,6916,704,524,0,8192,0.0
284,Qwen2.5-VL-3B,,577.50,142.64,720.14,0.747,124,3,127,0,10,0,What is the amount of circular nature reserves?,6.29,6.83,14.10,62.1,9.90,0.0799,3.3006,0.0780,6918,702,523,0,8192,0.0
285,Qwen2.5-VL-3B,,498.94,69.14,568.08,0.600,124,2,126,1,1,1,What is the number of rectangular water areas?,6.26,6.79,14.11,62.0,7.03,0.0567,3.5155,0.0558,6918,702,523,0,8192,0.0
286,Qwen2.5-VL-3B,,668.11,66.90,735.01,0.758,135,2,137,0,1,no,Is the number of forests equal to the number of water areas on the right of a  road?,6.54,6.94,14.70,62.2,10.32,0.0764,5.1599,0.0753,6921,699,523,0,8192,0.0
287,Qwen2.5-VL-3B,,603.86,67.35,671.21,0.700,128,2,130,0,3,13,How many forests at the top of a  road are there?,6.33,6.75,14.21,62.1,8.51,0.0665,4.2548,0.0655,6921,699,523,0,8192,0.0
288,Qwen2.5-VL-3B,,676.18,68.06,744.24,0.787,126,2,128,1,Yes,yes,Is there a nature reserve next to a  road?,6.50,6.87,14.79,62.0,10.37,0.0823,5.1855,0.0810,6926,694,523,0,8192,0.0
289,Qwen2.5-VL-3B,,640.63,69.09,709.72,0.732,122,2,124,0,Yes,no,Is a circular grass area present?,6.52,6.75,14.64,61.9,10.27,0.0842,5.1371,0.0829,6919,701,569,0,8192,0.0
290,Qwen2.5-VL-3B,,492.90,66.74,559.64,0.607,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.35,6.94,14.15,62.4,8.45,0.0687,4.2229,0.0676,6925,695,569,0,8192,0.0
291,Qwen2.5-VL-3B,,569.91,67.16,637.07,0.663,124,2,126,1,Yes,yes,Are there more water areas than rectangular roads?,6.24,6.75,13.99,62.1,8.36,0.0674,4.1782,0.0663,6933,687,569,0,8192,0.0
292,Qwen2.5-VL-3B,,587.34,67.71,655.05,0.679,131,2,133,1,1,1,What is the number of square water areas at the bottom of a  road?,6.26,6.83,14.01,62.1,8.40,0.0642,4.2021,0.0632,6933,687,569,0,8192,0.0
293,Qwen2.5-VL-3B,,653.15,67.71,720.86,0.746,124,2,126,0,Yes,no,Are there more medium forests than water areas?,6.47,6.87,14.74,62.0,10.34,0.0834,5.1694,0.0821,6940,680,569,0,8192,0.0
294,Qwen2.5-VL-3B,,594.57,65.47,660.04,0.685,126,2,128,1,Yes,yes,Are there more roads than large forests in the image?,6.31,6.67,14.30,62.0,8.60,0.0683,4.3001,0.0672,6943,677,569,0,8192,0.0
295,Qwen2.5-VL-3B,,652.37,67.84,720.21,0.748,122,2,124,1,1,1,How many medium forests are there?,6.52,6.83,14.73,62.0,10.33,0.0846,5.1628,0.0833,6950,670,569,0,8192,0.0
296,Qwen2.5-VL-3B,,603.52,67.77,671.29,0.696,129,2,131,1,Yes,yes,Is a forest on the right of the  circular water area present?,6.34,6.71,14.27,62.2,8.53,0.0661,4.2639,0.0651,6954,666,569,0,8192,0.0
297,Qwen2.5-VL-3B,,564.12,69.28,633.39,0.660,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,6.58,6.79,14.71,62.2,8.84,0.0685,4.4204,0.0675,6959,661,569,0,8192,0.0
298,Qwen2.5-VL-3B,,575.11,68.00,643.11,0.666,124,2,126,1,Yes,yes,Are there less rectangular nature reserves than roads?,6.18,6.71,14.06,62.2,8.47,0.0683,4.2363,0.0672,6964,656,569,0,8192,0.0
299,Qwen2.5-VL-3B,,578.02,69.51,647.54,0.673,121,2,123,1,Yes,yes,Is a square forest present?,6.19,6.75,14.00,62.2,8.38,0.0693,4.1896,0.0681,6965,655,569,0,8192,0.0
300,Qwen2.5-VL-3B,,538.60,147.10,685.71,0.728,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.57,6.83,14.61,62.1,10.22,0.0825,3.4082,0.0805,6971,649,569,0,8192,0.0
301,Qwen2.5-VL-3B,,597.23,68.62,665.86,0.689,121,2,123,1,No,no,Is a rectangular road present?,6.24,6.55,14.33,62.0,8.63,0.0713,4.3125,0.0701,6976,644,569,0,8192,0.0
302,Qwen2.5-VL-3B,,650.40,69.95,720.36,0.745,122,2,124,0,0,7,How many commercial buildings are there?,6.50,6.75,14.75,62.0,10.33,0.0847,5.1669,0.0833,6976,644,569,0,8192,0.0
303,Qwen2.5-VL-3B,,601.51,69.43,670.94,0.697,126,2,128,0,1,164,What is the amount of residential buildings in the image?,6.30,6.71,14.30,61.9,8.54,0.0678,4.2704,0.0667,6981,639,569,0,8192,0.0
304,Qwen2.5-VL-3B,,561.80,530.95,1092.75,1.121,122,8,130,0,1000000,152,What is the amount of forests?,6.56,6.83,14.78,62.2,16.28,0.1335,2.0353,0.1252,6986,634,569,0,8192,0.0
305,Qwen2.5-VL-3B,,510.75,77.57,588.32,0.614,120,2,122,1,Yes,yes,Is a building present?,6.04,6.67,14.16,62.1,8.52,0.0710,4.2601,0.0698,6992,628,569,0,8192,0.0
306,Qwen2.5-VL-3B,,575.13,66.29,641.42,0.663,124,2,126,0,1,187,How many roads are there in the image?,6.16,6.66,14.10,62.0,8.50,0.0686,4.2517,0.0675,6992,628,569,0,8192,0.0
307,Qwen2.5-VL-3B,,614.44,145.16,759.60,0.787,126,3,129,1,10,10,What is the number of orchards in the image?,6.15,6.83,13.77,62.1,9.60,0.0762,3.2010,0.0744,6992,628,569,0,8192,0.0
308,Qwen2.5-VL-3B,,592.44,65.04,657.48,0.686,121,2,123,0,No,yes,Is a residential building present?,6.24,6.63,14.29,62.2,8.60,0.0711,4.2994,0.0699,6998,622,569,0,8192,0.0
309,Qwen2.5-VL-3B,,645.33,71.44,716.77,0.749,123,2,125,0,No,yes,Is a road present in the image?,6.52,6.79,14.71,62.2,10.32,0.0839,5.1613,0.0826,7004,616,569,0,8192,0.0
310,Qwen2.5-VL-3B,,497.29,67.60,564.90,0.596,121,2,123,1,Yes,yes,Is there a commercial building?,6.30,6.79,14.15,62.0,7.03,0.0581,3.5126,0.0571,7005,615,583,0,8192,0.0
311,Qwen2.5-VL-3B,,542.30,69.56,611.86,0.641,121,2,123,1,Yes,yes,Is a water area present?,6.66,6.94,14.61,61.9,8.78,0.0726,4.3899,0.0714,7010,610,581,0,8192,0.0
312,Qwen2.5-VL-3B,,485.82,69.97,555.78,0.583,121,2,123,1,Yes,yes,Is a grass area present?,6.25,6.87,13.91,62.2,6.97,0.0576,3.4847,0.0567,7011,609,580,0,8192,0.0
313,Qwen2.5-VL-3B,,638.94,298.30,937.24,0.961,123,5,128,0,1000,25,What is the amount of water areas?,6.60,6.75,14.67,62.2,13.23,0.1076,2.6469,0.1034,7011,609,580,0,8192,0.0
314,Qwen2.5-VL-3B,,582.39,67.69,650.08,0.678,122,2,124,0,No,yes,Is there a circular orchard?,6.08,6.63,14.11,62.1,8.49,0.0696,4.2454,0.0685,7011,609,580,0,8192,0.0
315,Qwen2.5-VL-3B,,542.97,225.04,768.01,0.800,124,4,128,0,100,79,What is the number of farmlands?,6.58,6.79,14.66,62.0,10.27,0.0829,2.5686,0.0803,7016,604,580,0,8192,0.0
316,Qwen2.5-VL-3B,,655.42,67.86,723.28,0.745,121,2,123,0,Yes,no,Is there a medium road?,6.34,6.63,14.72,62.0,10.32,0.0853,5.1615,0.0839,7021,599,580,0,8192,0.0
317,Qwen2.5-VL-3B,,594.84,67.76,662.60,0.687,122,2,124,1,Yes,yes,Is there a circular water area?,6.26,6.71,14.27,62.1,8.55,0.0701,4.2731,0.0689,7021,599,580,0,8192,0.0
318,Qwen2.5-VL-3B,,553.64,65.59,619.23,0.648,123,2,125,0,1,0,How many large residential buildings are there?,6.63,6.83,14.71,62.2,8.84,0.0718,4.4183,0.0707,7026,594,580,0,8192,0.0
319,Qwen2.5-VL-3B,,577.07,70.11,647.17,0.669,121,2,123,0,1,191,How many buildings are there?,6.20,6.79,14.00,62.3,8.38,0.0692,4.1890,0.0681,7031,589,580,0,8192,0.0
320,Qwen2.5-VL-3B,,587.00,70.49,657.49,0.685,126,2,128,0,Yes,no,Are there less roads than commercial buildings in the image?,6.25,6.83,14.02,62.1,8.42,0.0669,4.2118,0.0658,7031,589,580,0,8192,0.0
321,Qwen2.5-VL-3B,,542.41,70.47,612.87,0.653,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,6.58,6.71,14.67,62.2,8.81,0.0688,4.4049,0.0678,7036,584,580,0,8192,0.0
322,Qwen2.5-VL-3B,,569.98,67.79,637.77,0.664,122,2,124,0,No,yes,Is a large water area present?,6.24,6.90,14.04,62.2,8.42,0.0690,4.2088,0.0679,7041,579,576,0,8192,0.0
323,Qwen2.5-VL-3B,,813.12,66.45,879.58,0.933,124,2,126,0,1,0,What is the number of square commercial buildings?,4.89,6.79,11.69,62.4,10.35,0.0835,5.1769,0.0822,7041,579,575,0,8192,0.0
324,Qwen2.5-VL-3B,,565.43,69.76,635.19,0.669,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,6.06,6.89,13.47,62.1,8.09,0.0632,4.0435,0.0622,7046,574,576,0,8192,0.0
325,Qwen2.5-VL-3B,,565.34,69.54,634.89,0.658,123,2,125,0,Yes,no,Are there less buildings than grass areas?,6.30,6.94,13.98,62.3,8.36,0.0680,4.1814,0.0669,7050,570,576,0,8192,0.0
326,Qwen2.5-VL-3B,,578.13,68.31,646.44,0.673,120,2,122,1,Yes,yes,Is there a forest?,6.28,6.87,14.05,62.2,8.44,0.0704,4.2220,0.0692,7055,565,576,0,8192,0.0
327,Qwen2.5-VL-3B,,545.11,66.80,611.91,0.639,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,6.55,6.79,14.60,61.9,8.79,0.0686,4.3932,0.0676,7061,559,576,0,8192,0.0
328,Qwen2.5-VL-3B,,486.95,66.47,553.41,0.577,121,2,123,1,Yes,yes,Is a small road present?,6.27,6.98,13.88,62.3,6.94,0.0574,3.4703,0.0564,7066,554,576,0,8192,0.0
329,Qwen2.5-VL-3B,,651.08,69.03,720.10,0.743,129,2,131,0,1,164,How many residential buildings at the top of a  road are there?,6.60,6.75,14.70,62.1,10.32,0.0800,5.1608,0.0788,7067,553,576,0,8192,0.0
330,Qwen2.5-VL-3B,,591.62,68.42,660.04,0.689,122,2,124,0,Yes,no,Are there more roads than buildings?,6.18,6.67,14.05,62.1,8.45,0.0692,4.2238,0.0681,7067,553,576,0,8192,0.0
331,Qwen2.5-VL-3B,,656.17,70.73,726.90,0.750,123,2,125,0,1,0,How many circular commercial buildings are there?,6.47,6.79,14.72,62.2,10.32,0.0839,5.1607,0.0826,7072,548,576,0,8192,0.0
332,Qwen2.5-VL-3B,,498.26,303.37,801.63,0.832,123,5,128,0,1000,114,What is the amount of grass areas?,6.44,6.98,14.39,62.1,11.50,0.0935,2.2991,0.0898,7077,543,576,0,8192,0.0
333,Qwen2.5-VL-3B,,794.51,217.26,1011.77,1.037,124,4,128,0,100,101,What is the amount of rectangular residential buildings?,5.39,6.94,12.80,62.1,12.65,0.1020,3.1621,0.0988,7083,537,575,0,8192,0.0
334,Qwen2.5-VL-3B,,485.60,65.43,551.03,0.578,121,2,123,1,No,no,Is there a circular road?,6.16,6.90,13.91,61.9,6.93,0.0573,3.4649,0.0563,7089,531,575,0,8192,0.0
335,Qwen2.5-VL-3B,,637.69,146.23,783.92,0.808,123,3,126,0,10,3,What is the number of residential areas?,6.62,7.02,14.74,62.2,11.83,0.0962,3.9437,0.0939,7092,528,575,0,8192,0.0
336,Qwen2.5-VL-3B,,489.77,65.39,555.16,0.583,121,2,123,1,Yes,yes,Is a farmland present?,6.16,6.78,13.97,62.2,6.99,0.0578,3.4966,0.0569,7092,528,575,0,8192,0.0
337,Qwen2.5-VL-3B,,649.62,221.22,870.84,0.897,124,4,128,0,100,8,What is the amount of medium water areas?,6.52,6.71,14.70,62.2,11.80,0.0952,2.9510,0.0922,7096,524,575,0,8192,0.0
338,Qwen2.5-VL-3B,,630.52,67.97,698.49,0.724,128,2,130,0,No,yes,Is there a residential building at the top of a  road?,6.22,6.75,14.37,62.1,10.08,0.0788,5.0409,0.0776,7096,524,575,0,8192,0.0
339,Qwen2.5-VL-3B,,596.45,70.61,667.06,0.694,125,2,127,1,No,no,Is a large residential building present in the image?,6.27,6.67,14.31,61.9,8.62,0.0689,4.3083,0.0678,7101,519,573,0,8192,0.0
340,Qwen2.5-VL-3B,,580.52,224.19,804.71,0.833,123,4,127,0,100,23,What is the amount of rectangular forests?,6.63,6.90,14.77,62.2,11.84,0.0963,2.9602,0.0932,7106,514,573,0,8192,0.0
341,Qwen2.5-VL-3B,,581.78,69.52,651.30,0.675,122,2,124,0,1,0,How many large roads are there?,6.16,6.71,14.14,62.1,8.46,0.0694,4.2311,0.0682,7110,510,574,0,8192,0.0
342,Qwen2.5-VL-3B,,543.29,71.49,614.77,0.645,124,2,126,1,Yes,yes,Are there less commercial buildings than water areas?,6.60,6.87,14.64,62.2,8.79,0.0709,4.3946,0.0698,7110,510,574,0,8192,0.0
343,Qwen2.5-VL-3B,,578.54,67.93,646.46,0.671,124,2,126,1,Yes,yes,Is a medium building present in the image?,6.19,6.71,14.05,62.1,8.41,0.0678,4.2053,0.0668,7113,507,572,0,8192,0.0
344,Qwen2.5-VL-3B,,649.31,147.60,796.91,0.822,127,3,130,0,10,14,What is the number of small grass areas in the image?,6.57,6.87,14.70,62.1,11.78,0.0928,3.9265,0.0906,7114,506,572,0,8192,0.0
345,Qwen2.5-VL-3B,,584.02,66.65,650.67,0.674,124,2,126,0,1,3,What is the number of square residential buildings?,6.18,6.75,14.16,62.2,8.51,0.0686,4.2552,0.0675,7123,497,572,0,8192,0.0
346,Qwen2.5-VL-3B,,640.36,68.51,708.87,0.733,123,2,125,0,Yes,no,Are there less buildings than water areas?,6.48,6.63,14.70,62.0,10.31,0.0838,5.1554,0.0825,7128,492,572,0,8192,0.0
347,Qwen2.5-VL-3B,,595.41,71.12,666.54,0.690,124,2,126,1,Yes,yes,Are there more grass areas than water areas?,6.19,6.67,14.11,62.3,8.48,0.0684,4.2408,0.0673,7132,488,572,0,8192,0.0
348,Qwen2.5-VL-3B,,646.54,65.50,712.04,0.747,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,6.51,6.79,14.69,62.2,10.30,0.0824,5.1493,0.0811,7138,482,572,0,8192,0.0
349,Qwen2.5-VL-3B,,597.96,68.73,666.70,0.693,121,2,123,1,Yes,yes,Is a orchard present?,6.34,6.75,14.28,62.2,8.54,0.0706,4.2706,0.0694,7132,488,576,0,8192,0.0
350,Qwen2.5-VL-3B,,557.41,69.06,626.46,0.662,123,2,125,1,Yes,yes,Are there less residential buildings than roads?,6.58,6.83,14.73,62.3,8.84,0.0719,4.4212,0.0707,7138,482,576,0,8192,0.0
351,Qwen2.5-VL-3B,,581.21,72.54,653.76,0.678,122,2,124,0,Yes,no,Is a small farmland present?,6.23,6.74,14.07,62.3,8.41,0.0689,4.2057,0.0678,7139,481,584,0,8192,0.0
352,Qwen2.5-VL-3B,,640.11,67.79,707.90,0.732,122,2,124,1,Yes,yes,Is a small commercial building present?,6.56,6.83,14.71,62.2,10.32,0.0846,5.1601,0.0832,7139,481,584,0,8192,0.0
353,Qwen2.5-VL-3B,,611.95,69.05,681.01,0.707,128,2,130,0,Yes,no,Are there more commercial buildings than farmlands in the image?,6.40,6.75,14.37,62.2,10.08,0.0787,5.0395,0.0775,7135,485,590,0,8192,0.0
354,Qwen2.5-VL-3B,,589.41,69.54,658.95,0.685,123,2,125,0,1,2,How many medium commercial buildings are there?,6.17,6.67,14.04,62.1,8.45,0.0687,4.2259,0.0676,7134,486,607,0,8192,0.0
355,Qwen2.5-VL-3B,,670.11,65.35,735.46,0.754,127,2,129,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,6.52,6.87,14.72,62.1,10.32,0.0813,5.1597,0.0800,7138,482,607,0,8192,0.0
356,Qwen2.5-VL-3B,,600.40,68.47,668.87,0.694,127,2,129,0,Yes,no,Are there more circular water areas than buildings in the image?,6.31,6.71,14.28,62.2,8.55,0.0673,4.2749,0.0663,7141,479,613,0,8192,0.0
357,Qwen2.5-VL-3B,,552.51,64.85,617.36,0.643,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,6.64,6.90,14.74,62.1,8.86,0.0687,4.4291,0.0676,7139,481,619,0,8192,0.0
358,Qwen2.5-VL-3B,,577.85,71.17,649.02,0.672,122,2,124,1,Yes,yes,Are there less forests than buildings?,6.25,6.79,14.00,62.3,8.38,0.0687,4.1909,0.0676,7144,476,619,0,8192,0.0
359,Qwen2.5-VL-3B,,540.15,71.09,611.24,0.646,123,2,125,0,Yes,no,Are there more water areas than roads?,6.65,6.94,14.68,62.4,8.81,0.0716,4.4054,0.0705,7144,476,619,0,8192,0.0
360,Qwen2.5-VL-3B,,487.43,70.39,557.82,0.586,121,2,123,0,No,yes,Is a circular building present?,6.25,6.89,13.90,62.4,6.91,0.0571,3.4527,0.0561,7141,479,626,0,8192,0.0
361,Qwen2.5-VL-3B,,637.02,69.96,706.98,0.729,122,2,124,0,Yes,no,Is there a large commercial building?,6.66,7.01,14.70,62.2,10.30,0.0845,5.1520,0.0831,7141,479,626,0,8192,0.0
362,Qwen2.5-VL-3B,,504.68,70.55,575.24,0.607,123,2,125,1,Yes,yes,Are there more buildings than water areas?,6.41,6.90,14.21,62.4,8.53,0.0693,4.2630,0.0682,7141,479,626,0,8192,0.0
363,Qwen2.5-VL-3B,,570.30,65.25,635.55,0.660,123,2,125,1,Yes,yes,Are there more roads than grass areas?,6.28,6.93,14.07,62.3,8.46,0.0688,4.2298,0.0677,7148,472,625,0,8192,0.0
364,Qwen2.5-VL-3B,,577.08,67.89,644.97,0.672,128,2,130,1,Yes,yes,Is there a building on the right of a  water area?,6.27,6.82,13.96,62.3,8.34,0.0651,4.1692,0.0641,7149,471,625,0,8192,0.0
365,Qwen2.5-VL-3B,,637.07,223.02,860.09,0.888,124,4,128,0,100,9,What is the amount of rectangular water areas?,6.63,6.98,14.70,62.2,11.77,0.0949,2.9413,0.0919,7155,465,625,0,8192,0.0
366,Qwen2.5-VL-3B,,506.61,68.72,575.33,0.603,121,2,123,1,No,no,Is there a square road?,6.28,6.83,14.29,62.3,8.54,0.0706,4.2683,0.0694,7158,462,625,0,8192,0.0
